饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,升星饰品ID,升星经验,分解经验,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售
6223,千年之秘法,5,3,shipin_622,6000,6224,5200,15600,"""atk"":1868","""622314""",+63.9%对游侠的伤害加成,3,"""baojipro"":124","{""a"":""attr"",""t"":""jinbi"",""n"":483255}"
6224,千年之秘法,5,4,shipin_622,7000,6225,5200,20800,"""atk"":2124","""622414""",+74.3%对游侠的伤害加成,3,"""baojipro"":132","{""a"":""attr"",""t"":""jinbi"",""n"":604559}"
6225,千年之秘法,5,5,shipin_622,8000,6226,5200,26000,"""atk"":2446","""622514""",+84.7%对游侠的伤害加成,3,"""baojipro"":141","{""a"":""attr"",""t"":""jinbi"",""n"":724449}"
6226,千年之秘法,5,6,shipin_622,9000,,5200,31200,"""atk"":2730","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}"
6231,石像鬼的雕像,5,1,shipin_623,4000,6232,5200,5200,"""atk"":1322","""623114""",+42.7%对刺客的伤害加成,3,"""atkpro"":93","{""a"":""attr"",""t"":""jinbi"",""n"":243346}"
6232,石像鬼的雕像,5,2,shipin_623,5000,6233,5200,10400,"""atk"":1588","""623214""",+53.3%对刺客的伤害加成,3,"""atkpro"":107","{""a"":""attr"",""t"":""jinbi"",""n"":362369}"
6233,石像鬼的雕像,5,3,shipin_623,6000,6234,5200,15600,"""atk"":1868","""623314""",+63.9%对刺客的伤害加成,3,"""atkpro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":483514}"
6234,石像鬼的雕像,5,4,shipin_623,7000,6235,5200,20800,"""atk"":2124","""623414""",+74.3%对刺客的伤害加成,3,"""atkpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":603796}"
6235,石像鬼的雕像,5,5,shipin_623,8000,6236,5200,26000,"""atk"":2446","""623514""",+84.7%对刺客的伤害加成,3,"""atkpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":723725}"
6236,石像鬼的雕像,5,6,shipin_623,9000,,5200,31200,"""atk"":2730","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}"
6241,凯瑟琳的秘宝,5,1,shipin_624,4000,6242,5200,5200,"""atk"":1322","""624114""",+42.7%对法师的伤害加成,4,"""baoshangpro"":262","{""a"":""attr"",""t"":""jinbi"",""n"":243864}"
6242,凯瑟琳的秘宝,5,2,shipin_624,5000,6243,5200,10400,"""atk"":1588","""624214""",+53.3%对法师的伤害加成,4,"""baoshangpro"":287","{""a"":""attr"",""t"":""jinbi"",""n"":362322}"
6243,凯瑟琳的秘宝,5,3,shipin_624,6000,6244,5200,15600,"""atk"":1868","""624314""",+63.9%对法师的伤害加成,4,"""baoshangpro"":317","{""a"":""attr"",""t"":""jinbi"",""n"":483645}"
6244,凯瑟琳的秘宝,5,4,shipin_624,7000,6245,5200,20800,"""atk"":2124","""624414""",+74.3%对法师的伤害加成,4,"""baoshangpro"":345","{""a"":""attr"",""t"":""jinbi"",""n"":602105}"
6245,凯瑟琳的秘宝,5,5,shipin_624,8000,6246,5200,26000,"""atk"":2446","""624514""",+84.7%对法师的伤害加成,4,"""baoshangpro"":379","{""a"":""attr"",""t"":""jinbi"",""n"":723579}"
6246,凯瑟琳的秘宝,5,6,shipin_624,9000,,5200,31200,"""atk"":2730","""624614""",+95.1%对法师的伤害加成,4,"""baoshangpro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":844189}"
6251,烈焰毁灭秘法,5,1,shipin_625,4000,6252,5200,5200,"""undpspro"":186,""hppro"":104",,,4,"""hppro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":243092}"
6252,烈焰毁灭秘法,5,2,shipin_625,5000,6253,5200,10400,"""undpspro"":212,""hppro"":115",,,4,"""hppro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":362802}"
6253,烈焰毁灭秘法,5,3,shipin_625,6000,6254,5200,15600,"""undpspro"":233,""hppro"":126",,,4,"""hppro"":145","{""a"":""attr"",""t"":""jinbi"",""n"":482593}"
6254,烈焰毁灭秘法,5,4,shipin_625,7000,6255,5200,20800,"""undpspro"":254,""hppro"":137",,,4,"""hppro"":158","{""a"":""attr"",""t"":""jinbi"",""n"":604390}"
6255,烈焰毁灭秘法,5,5,shipin_625,8000,6256,5200,26000,"""undpspro"":278,""hppro"":148",,,4,"""hppro"":170","{""a"":""attr"",""t"":""jinbi"",""n"":724692}"
6256,烈焰毁灭秘法,5,6,shipin_625,9000,,5200,31200,"""undpspro"":310,""hppro"":158",,,4,"""hppro"":182","{""a"":""attr"",""t"":""jinbi"",""n"":844325}"
6261,战争之圣徽,5,1,shipin_626,4000,6262,5200,5200,"""speed"":46,""hppro"":104",,,4,"""baojipro"":103","{""a"":""attr"",""t"":""jinbi"",""n"":243635}"
6262,战争之圣徽,5,2,shipin_626,5000,6263,5200,10400,"""speed"":50,""hppro"":115",,,4,"""baojipro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":363397}"
6263,战争之圣徽,5,3,shipin_626,6000,6264,5200,15600,"""speed"":53,""hppro"":126",,,4,"""baojipro"":124","{""a"":""attr"",""t"":""jinbi"",""n"":482648}"
6264,战争之圣徽,5,4,shipin_626,7000,6265,5200,20800,"""speed"":58,""hppro"":137",,,4,"""baojipro"":132","{""a"":""attr"",""t"":""jinbi"",""n"":604545}"
6265,战争之圣徽,5,5,shipin_626,8000,6266,5200,26000,"""speed"":62,""hppro"":148",,,4,"""baojipro"":141","{""a"":""attr"",""t"":""jinbi"",""n"":722597}"
6266,战争之圣徽,5,6,shipin_626,9000,,5200,31200,"""speed"":68,""hppro"":158",,,4,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":844761}"
6271,加百列的遗物,5,1,shipin_627,4000,6272,5200,5200,"""atkpro"":112,""hppro"":104",,,5,"""miankongpro"":110","{""a"":""attr"",""t"":""jinbi"",""n"":244397}"
6272,加百列的遗物,5,2,shipin_627,5000,6273,5200,10400,"""atkpro"":129,""hppro"":115",,,5,"""miankongpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":364769}"
6273,加百列的遗物,5,3,shipin_627,6000,6274,5200,15600,"""atkpro"":144,""hppro"":126",,,5,"""miankongpro"":155","{""a"":""attr"",""t"":""jinbi"",""n"":482562}"
6274,加百列的遗物,5,4,shipin_627,7000,6275,5200,20800,"""atkpro"":159,""hppro"":137",,,5,"""miankongpro"":176","{""a"":""attr"",""t"":""jinbi"",""n"":602831}"
6275,加百列的遗物,5,5,shipin_627,8000,6276,5200,26000,"""atkpro"":177,""hppro"":148",,,5,"""miankongpro"":198","{""a"":""attr"",""t"":""jinbi"",""n"":723958}"
6276,加百列的遗物,5,6,shipin_627,9000,,5200,31200,"""atkpro"":188,""hppro"":158",,,5,"""miankongpro"":222","{""a"":""attr"",""t"":""jinbi"",""n"":843406}"
6281,拉斐尔的手套,5,1,shipin_628,4000,6282,5200,5200,"""skilldpspro"":251,""speed"":12","""628114""",+25点怒气,5,"""skilldpspro"":265","{""a"":""attr"",""t"":""jinbi"",""n"":243442}"
6282,拉斐尔的手套,5,2,shipin_628,5000,6283,5200,10400,"""skilldpspro"":301,""speed"":14","""628214""",+30点怒气,5,"""skilldpspro"":300","{""a"":""attr"",""t"":""jinbi"",""n"":362725}"
6283,拉斐尔的手套,5,3,shipin_628,6000,6284,5200,15600,"""skilldpspro"":352,""speed"":17","""628314""",+35点怒气,5,"""skilldpspro"":325","{""a"":""attr"",""t"":""jinbi"",""n"":483808}"
6284,拉斐尔的手套,5,4,shipin_628,7000,6285,5200,20800,"""skilldpspro"":402,""speed"":22","""628414""",+40点怒气,5,"""skilldpspro"":348","{""a"":""attr"",""t"":""jinbi"",""n"":603032}"
6285,拉斐尔的手套,5,5,shipin_628,8000,6286,5200,26000,"""skilldpspro"":453,""speed"":25","""628514""",+45点怒气,5,"""skilldpspro"":380","{""a"":""attr"",""t"":""jinbi"",""n"":724864}"
6286,拉斐尔的手套,5,6,shipin_628,9000,,5200,31200,"""skilldpspro"":505,""speed"":30","""628614""",+50点怒气,5,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842046}"
6291,光明圣手镯,5,1,shipin_629,4000,6292,5200,5200,"""undpspro"":186,""hppro"":104",,,6,"""dpspro"":110","{""a"":""attr"",""t"":""jinbi"",""n"":244839}"
6292,光明圣手镯,5,2,shipin_629,5000,6293,5200,10400,"""undpspro"":212,""hppro"":115",,,6,"""dpspro"":122","{""a"":""attr"",""t"":""jinbi"",""n"":364738}"
6293,光明圣手镯,5,3,shipin_629,6000,6294,5200,15600,"""undpspro"":233,""hppro"":126",,,6,"""dpspro"":137","{""a"":""attr"",""t"":""jinbi"",""n"":483550}"
6294,光明圣手镯,5,4,shipin_629,7000,6295,5200,20800,"""undpspro"":254,""hppro"":137",,,6,"""dpspro"":155","{""a"":""attr"",""t"":""jinbi"",""n"":604957}"
6295,光明圣手镯,5,5,shipin_629,8000,6296,5200,26000,"""undpspro"":278,""hppro"":148",,,6,"""dpspro"":168","{""a"":""attr"",""t"":""jinbi"",""n"":724654}"
6296,光明圣手镯,5,6,shipin_629,9000,,5200,31200,"""undpspro"":310,""hppro"":158",,,6,"""dpspro"":182","{""a"":""attr"",""t"":""jinbi"",""n"":844354}"
6301,乌列的秘法书,5,1,shipin_630,4000,6302,5200,5200,"""atkpro"":116,""dpspro"":204",,,6,"""baojipro"":106","{""a"":""attr"",""t"":""jinbi"",""n"":244962}"
6302,乌列的秘法书,5,2,shipin_630,5000,6303,5200,10400,"""atkpro"":129,""dpspro"":225",,,6,"""baojipro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":363352}"
6303,乌列的秘法书,5,3,shipin_630,6000,6304,5200,15600,"""atkpro"":144,""dpspro"":243",,,6,"""baojipro"":124","{""a"":""attr"",""t"":""jinbi"",""n"":482272}"
6304,乌列的秘法书,5,4,shipin_630,7000,6305,5200,20800,"""atkpro"":159,""dpspro"":261",,,6,"""baojipro"":132","{""a"":""attr"",""t"":""jinbi"",""n"":602587}"
6305,乌列的秘法书,5,5,shipin_630,8000,6306,5200,26000,"""atkpro"":177,""dpspro"":282",,,6,"""baojipro"":141","{""a"":""attr"",""t"":""jinbi"",""n"":724525}"
6306,乌列的秘法书,5,6,shipin_630,9000,,5200,31200,"""atkpro"":188,""dpspro"":302",,,6,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843052}"
6311,坎萨斯的诅咒,5,1,shipin_601,4000,6312,5200,5200,"""hp"":12559","""601114""",+42.7%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244311}"
6312,坎萨斯的诅咒,5,2,shipin_601,5000,6313,5200,10400,"""hp"":15086","""601214""",+53.3%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364845}"
6313,坎萨斯的诅咒,5,3,shipin_601,6000,6314,5200,15600,"""hp"":17746","""601314""",+63.9%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483882}"
6314,坎萨斯的诅咒,5,4,shipin_601,7000,6315,5200,20800,"""hp"":20178","""601414""",+74.3%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602519}"
6315,坎萨斯的诅咒,5,5,shipin_601,8000,6316,5200,26000,"""hp"":23237","""601514""",+84.7%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722884}"
6316,坎萨斯的诅咒,5,6,shipin_601,9000,,5200,31200,"""hp"":25935","""601614""",+95.1%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842332}"
6321,正义的信物,5,1,shipin_602,4000,6322,5200,5200,"""hp"":12559","""602114""",+42.7%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243964}"
6322,正义的信物,5,2,shipin_602,5000,6323,5200,10400,"""hp"":15086","""602214""",+53.3%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363341}"
6323,正义的信物,5,3,shipin_602,6000,6324,5200,15600,"""hp"":17746","""602314""",+63.9%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483298}"
6324,正义的信物,5,4,shipin_602,7000,6325,5200,20800,"""hp"":20178","""602414""",+74.3%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604078}"
6325,正义的信物,5,5,shipin_602,8000,6326,5200,26000,"""hp"":23237","""602514""",+84.7%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722819}"
6326,正义的信物,5,6,shipin_602,9000,,5200,31200,"""hp"":25935","""602614""",+95.1%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844358}"
6331,恶魔的号角,5,1,shipin_603,4000,6332,5200,5200,"""hp"":12559","""603114""",+42.7%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244439}"
6332,恶魔的号角,5,2,shipin_603,5000,6333,5200,10400,"""hp"":15086","""603214""",+53.3%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363099}"
6333,恶魔的号角,5,3,shipin_603,6000,6334,5200,15600,"""hp"":17746","""603314""",+63.9%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483755}"
6334,恶魔的号角,5,4,shipin_603,7000,6335,5200,20800,"""hp"":20178","""603414""",+74.3%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603567}"
6335,恶魔的号角,5,5,shipin_603,8000,6336,5200,26000,"""hp"":23237","""603514""",+84.7%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723703}"
6336,恶魔的号角,5,6,shipin_603,9000,,5200,31200,"""hp"":25935","""603614""",+95.1%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842196}"
6341,世界璀璨精华,5,1,shipin_604,4000,6342,5200,5200,"""hp"":12559","""604114""",+42.7%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244306}"
6342,世界璀璨精华,5,2,shipin_604,5000,6343,5200,10400,"""hp"":15086","""604214""",+53.3%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364299}"
6343,世界璀璨精华,5,3,shipin_604,6000,6344,5200,15600,"""hp"":17746","""604314""",+63.9%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484530}"
6344,世界璀璨精华,5,4,shipin_604,7000,6345,5200,20800,"""hp"":20178","""604414""",+74.3%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602265}"
6345,世界璀璨精华,5,5,shipin_604,8000,6346,5200,26000,"""hp"":23237","""604514""",+84.7%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722952}"
6346,世界璀璨精华,5,6,shipin_604,9000,,5200,31200,"""hp"":25935","""604614""",+95.1%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844351}"
6351,天使之圣物,5,1,shipin_605,4000,6352,5200,5200,"""hp"":12559","""605114""",+42.7%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244406}"
6352,天使之圣物,5,2,shipin_605,5000,6353,5200,10400,"""hp"":15086","""605214""",+53.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363720}"
6353,天使之圣物,5,3,shipin_605,6000,6354,5200,15600,"""hp"":17746","""605314""",+63.9%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484660}"
6354,天使之圣物,5,4,shipin_605,7000,6355,5200,20800,"""hp"":20178","""605414""",+74.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604482}"
6355,天使之圣物,5,5,shipin_605,8000,6356,5200,26000,"""hp"":23237","""605514""",+84.7%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724856}"
6356,天使之圣物,5,6,shipin_605,9000,,5200,31200,"""hp"":25935","""605614""",+95.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842390}"
6361,恶魔伴手礼,5,1,shipin_615,4000,6362,5200,5200,"""hp"":12559","""615114""",+42.7%对游侠的伤害加成,1,"""atkpro"":93","{""a"":""attr"",""t"":""jinbi"",""n"":243564}"
6362,恶魔伴手礼,5,2,shipin_615,5000,6363,5200,10400,"""hp"":15086","""615214""",+53.3%对游侠的伤害加成,1,"""atkpro"":107","{""a"":""attr"",""t"":""jinbi"",""n"":363157}"
6363,恶魔伴手礼,5,3,shipin_615,6000,6364,5200,15600,"""hp"":17746","""615314""",+63.9%对游侠的伤害加成,1,"""atkpro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":483328}"
6364,恶魔伴手礼,5,4,shipin_615,7000,6365,5200,20800,"""hp"":20178","""615414""",+74.3%对游侠的伤害加成,1,"""atkpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":602244}"
6365,恶魔伴手礼,5,5,shipin_615,8000,6366,5200,26000,"""hp"":23237","""615514""",+84.7%对游侠的伤害加成,1,"""atkpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":722172}"
6366,恶魔伴手礼,5,6,shipin_615,9000,,5200,31200,"""hp"":25935","""615614""",+95.1%对游侠的伤害加成,1,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842301}"
6371,阿莱克斯秘术,5,1,shipin_616,4000,6372,5200,5200,"""hp"":12559","""616114""",+42.7%对刺客的伤害加成,1,"""hppro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":243791}"
6372,阿莱克斯秘术,5,2,shipin_616,5000,6373,5200,10400,"""hp"":15086","""616214""",+53.3%对刺客的伤害加成,1,"""hppro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":364860}"
6373,阿莱克斯秘术,5,3,shipin_616,6000,6374,5200,15600,"""hp"":17746","""616314""",+63.9%对刺客的伤害加成,1,"""hppro"":145","{""a"":""attr"",""t"":""jinbi"",""n"":484277}"
6374,阿莱克斯秘术,5,4,shipin_616,7000,6375,5200,20800,"""hp"":20178","""616414""",+74.3%对刺客的伤害加成,1,"""hppro"":158","{""a"":""attr"",""t"":""jinbi"",""n"":604235}"
6375,阿莱克斯秘术,5,5,shipin_616,8000,6376,5200,26000,"""hp"":23237","""616514""",+84.7%对刺客的伤害加成,1,"""hppro"":170","{""a"":""attr"",""t"":""jinbi"",""n"":723359}"
6376,阿莱克斯秘术,5,6,shipin_616,9000,,5200,31200,"""hp"":25935","""616614""",+95.1%对刺客的伤害加成,1,"""hppro"":182","{""a"":""attr"",""t"":""jinbi"",""n"":843542}"
6381,辛克莱咒语,5,1,shipin_617,4000,6382,5200,5200,"""hp"":12559","""617114""",+42.7%对战士的伤害加成,1,"""pojiapro"":230","{""a"":""attr"",""t"":""jinbi"",""n"":243881}"
6382,辛克莱咒语,5,2,shipin_617,5000,6383,5200,10400,"""hp"":15086","""617214""",+53.3%对战士的伤害加成,1,"""pojiapro"":246","{""a"":""attr"",""t"":""jinbi"",""n"":362339}"
6383,辛克莱咒语,5,3,shipin_617,6000,6384,5200,15600,"""hp"":17746","""617314""",+63.9%对战士的伤害加成,1,"""pojiapro"":260","{""a"":""attr"",""t"":""jinbi"",""n"":483132}"
6384,辛克莱咒语,5,4,shipin_617,7000,6385,5200,20800,"""hp"":20178","""617414""",+74.3%对战士的伤害加成,1,"""pojiapro"":272","{""a"":""attr"",""t"":""jinbi"",""n"":602826}"
6385,辛克莱咒语,5,5,shipin_617,8000,6386,5200,26000,"""hp"":23237","""617514""",+84.7%对战士的伤害加成,1,"""pojiapro"":291","{""a"":""attr"",""t"":""jinbi"",""n"":724768}"
6386,辛克莱咒语,5,6,shipin_617,9000,,5200,31200,"""hp"":25935","""617614""",+95.1%对战士的伤害加成,1,"""pojiapro"":310","{""a"":""attr"",""t"":""jinbi"",""n"":842658}"
6391,维克多密语,5,1,shipin_618,4000,6392,5200,5200,"""hp"":12559","""618114""",+42.7%对游侠的伤害加成,2,"""gedangpro"":98","{""a"":""attr"",""t"":""jinbi"",""n"":243617}"
6392,维克多密语,5,2,shipin_618,5000,6393,5200,10400,"""hp"":15086","""618214""",+53.3%对游侠的伤害加成,2,"""gedangpro"":106","{""a"":""attr"",""t"":""jinbi"",""n"":364377}"
6393,维克多密语,5,3,shipin_618,6000,6394,5200,15600,"""hp"":17746","""618314""",+63.9%对游侠的伤害加成,2,"""gedangpro"":115","{""a"":""attr"",""t"":""jinbi"",""n"":483834}"
6394,维克多密语,5,4,shipin_618,7000,6395,5200,20800,"""hp"":20178","""618414""",+74.3%对游侠的伤害加成,2,"""gedangpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":602516}"
6395,维克多密语,5,5,shipin_618,8000,6396,5200,26000,"""hp"":23237","""618514""",+84.7%对游侠的伤害加成,2,"""gedangpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":723822}"
6396,维克多密语,5,6,shipin_618,9000,,5200,31200,"""hp"":25935","""618614""",+95.1%对游侠的伤害加成,2,"""gedangpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":842946}"
6401,神秘印记,5,1,shipin_619,4000,6402,5200,5200,"""hp"":12559","""619114""",+42.7%对法师的伤害加成,2,"""hppro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":244623}"
6402,神秘印记,5,2,shipin_619,5000,6403,5200,10400,"""hp"":15086","""619214""",+53.3%对法师的伤害加成,2,"""hppro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":364156}"
6403,神秘印记,5,3,shipin_619,6000,6404,5200,15600,"""hp"":17746","""619314""",+63.9%对法师的伤害加成,2,"""hppro"":145","{""a"":""attr"",""t"":""jinbi"",""n"":482892}"
6404,神秘印记,5,4,shipin_619,7000,6405,5200,20800,"""hp"":20178","""619414""",+74.3%对法师的伤害加成,2,"""hppro"":158","{""a"":""attr"",""t"":""jinbi"",""n"":604946}"
6405,神秘印记,5,5,shipin_619,8000,6406,5200,26000,"""hp"":23237","""619514""",+84.7%对法师的伤害加成,2,"""hppro"":170","{""a"":""attr"",""t"":""jinbi"",""n"":724313}"
6406,神秘印记,5,6,shipin_619,9000,,5200,31200,"""hp"":25935","""619614""",+95.1%对法师的伤害加成,2,"""hppro"":182","{""a"":""attr"",""t"":""jinbi"",""n"":844151}"
6411,火焰纹石,5,1,shipin_620,4000,6412,5200,5200,"""hp"":12559","""620114""",+42.7%对辅助的伤害加成,2,"""atkpro"":118","{""a"":""attr"",""t"":""jinbi"",""n"":243250}"
6412,火焰纹石,5,2,shipin_620,5000,6413,5200,10400,"""hp"":15086","""620214""",+53.3%对辅助的伤害加成,2,"""atkpro"":128","{""a"":""attr"",""t"":""jinbi"",""n"":364077}"
6413,火焰纹石,5,3,shipin_620,6000,6414,5200,15600,"""hp"":17746","""620314""",+63.9%对辅助的伤害加成,2,"""atkpro"":134","{""a"":""attr"",""t"":""jinbi"",""n"":483865}"
6414,火焰纹石,5,4,shipin_620,7000,6415,5200,20800,"""hp"":20178","""620414""",+74.3%对辅助的伤害加成,2,"""atkpro"":151","{""a"":""attr"",""t"":""jinbi"",""n"":604298}"
6415,火焰纹石,5,5,shipin_620,8000,6416,5200,26000,"""hp"":23237","""620514""",+84.7%对辅助的伤害加成,2,"""atkpro"":166","{""a"":""attr"",""t"":""jinbi"",""n"":724781}"
6416,火焰纹石,5,6,shipin_620,9000,,5200,31200,"""hp"":25935","""620614""",+95.1%对辅助的伤害加成,2,"""atkpro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":844983}"
6421,美杜莎之眼,5,1,shipin_621,4000,6422,5200,5200,"""hp"":12559","""621114""",+42.7%对辅助的伤害加成,2,"""skilldpspro"":265","{""a"":""attr"",""t"":""jinbi"",""n"":242744}"
6422,美杜莎之眼,5,2,shipin_621,5000,6423,5200,10400,"""hp"":15086","""621214""",+53.3%对辅助的伤害加成,2,"""skilldpspro"":300","{""a"":""attr"",""t"":""jinbi"",""n"":363063}"
6423,美杜莎之眼,5,3,shipin_621,6000,6424,5200,15600,"""hp"":17746","""621314""",+63.9%对辅助的伤害加成,2,"""skilldpspro"":325","{""a"":""attr"",""t"":""jinbi"",""n"":484907}"
6424,美杜莎之眼,5,4,shipin_621,7000,6425,5200,20800,"""hp"":20178","""621414""",+74.3%对辅助的伤害加成,2,"""skilldpspro"":348","{""a"":""attr"",""t"":""jinbi"",""n"":604691}"
6425,美杜莎之眼,5,5,shipin_621,8000,6426,5200,26000,"""hp"":23237","""621514""",+84.7%对辅助的伤害加成,2,"""skilldpspro"":380","{""a"":""attr"",""t"":""jinbi"",""n"":723946}"
6426,美杜莎之眼,5,6,shipin_621,9000,,5200,31200,"""hp"":25935","""621614""",+95.1%对辅助的伤害加成,2,"""skilldpspro"":412","{""a"":""attr"",""t"":""jinbi"",""n"":842713}"
6431,千年之秘法,5,1,shipin_622,4000,6432,5200,5200,"""hp"":12559","""622114""",+42.7%对游侠的伤害加成,3,"""baojipro"":103","{""a"":""attr"",""t"":""jinbi"",""n"":244296}"
6432,千年之秘法,5,2,shipin_622,5000,6433,5200,10400,"""hp"":15086","""622214""",+53.3%对游侠的伤害加成,3,"""baojipro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":362301}"
6433,千年之秘法,5,3,shipin_622,6000,6434,5200,15600,"""hp"":17746","""622314""",+63.9%对游侠的伤害加成,3,"""baojipro"":124","{""a"":""attr"",""t"":""jinbi"",""n"":483255}"
6434,千年之秘法,5,4,shipin_622,7000,6435,5200,20800,"""hp"":20178","""622414""",+74.3%对游侠的伤害加成,3,"""baojipro"":132","{""a"":""attr"",""t"":""jinbi"",""n"":604559}"
6435,千年之秘法,5,5,shipin_622,8000,6436,5200,26000,"""hp"":23237","""622514""",+84.7%对游侠的伤害加成,3,"""baojipro"":141","{""a"":""attr"",""t"":""jinbi"",""n"":724449}"
6436,千年之秘法,5,6,shipin_622,9000,,5200,31200,"""hp"":25935","""622614""",+95.1%对游侠的伤害加成,3,"""baojipro"":152","{""a"":""attr"",""t"":""jinbi"",""n"":843980}"
6441,石像鬼的雕像,5,1,shipin_623,4000,6442,5200,5200,"""hp"":12559","""623114""",+42.7%对刺客的伤害加成,3,"""atkpro"":93","{""a"":""attr"",""t"":""jinbi"",""n"":243346}"
6442,石像鬼的雕像,5,2,shipin_623,5000,6443,5200,10400,"""hp"":15086","""623214""",+53.3%对刺客的伤害加成,3,"""atkpro"":107","{""a"":""attr"",""t"":""jinbi"",""n"":362369}"
6443,石像鬼的雕像,5,3,shipin_623,6000,6444,5200,15600,"""hp"":17746","""623314""",+63.9%对刺客的伤害加成,3,"""atkpro"":114","{""a"":""attr"",""t"":""jinbi"",""n"":483514}"
6444,石像鬼的雕像,5,4,shipin_623,7000,6445,5200,20800,"""hp"":20178","""623414""",+74.3%对刺客的伤害加成,3,"""atkpro"":125","{""a"":""attr"",""t"":""jinbi"",""n"":603796}"
6445,石像鬼的雕像,5,5,shipin_623,8000,6446,5200,26000,"""hp"":23237","""623514""",+84.7%对刺客的伤害加成,3,"""atkpro"":133","{""a"":""attr"",""t"":""jinbi"",""n"":723725}"
6446,石像鬼的雕像,5,6,shipin_623,9000,,5200,31200,"""hp"":25935","""623614""",+95.1%对刺客的伤害加成,3,"""atkpro"":142","{""a"":""attr"",""t"":""jinbi"",""n"":844683}"
6451,凯瑟琳的秘宝,5,1,shipin_624,4000,6452,5200,5200,"""hp"":12559","""624114""",+42.7%对法师的伤害加成,4,"""baoshangpro"":262","{""a"":""attr"",""t"":""jinbi"",""n"":243864}"
