掉落组,掉落类型,掉落物品,掉落数量,权重
201491,,,0,42229
201492,equip,2051,1,250
201492,equip,2043,1,2000
201492,equip,2033,1,10500
201492,,,0,42229
201493,equip,3051,1,250
201493,equip,3043,1,2000
201493,equip,3033,1,10500
201493,,,0,42229
201494,equip,4051,1,250
201494,equip,4043,1,2000
201494,equip,4033,1,10500
201494,,,0,42229
201495,equip,1051,1,62
201495,equip,1043,1,500
201495,equip,1033,1,2625
201495,equip,2051,1,62
201495,equip,2043,1,500
201495,equip,2033,1,2625
201495,equip,3051,1,62
201495,equip,3043,1,500
201495,equip,3033,1,2625
201495,equip,4051,1,62
201495,equip,4043,1,500
201495,equip,4033,1,2625
201495,,,0,42229
201496,equip,1051,1,250
201496,equip,1043,1,2000
201496,equip,1033,1,10500
201496,,,0,42229
201497,equip,2051,1,250
201497,equip,2043,1,2000
201497,equip,2033,1,10500
201497,,,0,42229
201498,equip,3051,1,250
201498,equip,3043,1,2000
201498,equip,3033,1,10500
201498,,,0,42229
201499,equip,4051,1,250
201499,equip,4043,1,2000
201499,equip,4033,1,10500
201499,,,0,42229
201500,equip,1051,1,62
201500,equip,1043,1,500
201500,equip,1033,1,2625
201500,equip,2051,1,62
201500,equip,2043,1,500
201500,equip,2033,1,2625
201500,equip,3051,1,62
201500,equip,3043,1,500
201500,equip,3033,1,2625
201500,equip,4051,1,62
201500,equip,4043,1,500
201500,equip,4033,1,2625
201500,,,0,42229
201501,equip,1051,1,250
201501,equip,1043,1,2000
201501,equip,1033,1,10500
201501,,,0,42229
201502,equip,2051,1,250
201502,equip,2043,1,2000
201502,equip,2033,1,10500
201502,,,0,42229
201503,equip,3051,1,250
201503,equip,3043,1,2000
201503,equip,3033,1,10500
201503,,,0,42229
201504,equip,4051,1,250
201504,equip,4043,1,2000
201504,equip,4033,1,10500
201504,,,0,42229
201505,equip,1051,1,62
201505,equip,1043,1,500
201505,equip,1033,1,2625
201505,equip,2051,1,62
201505,equip,2043,1,500
201505,equip,2033,1,2625
201505,equip,3051,1,62
201505,equip,3043,1,500
201505,equip,3033,1,2625
201505,equip,4051,1,62
201505,equip,4043,1,500
201505,equip,4033,1,2625
201505,,,0,42229
201506,equip,1051,1,250
201506,equip,1043,1,2000
201506,equip,1033,1,10500
201506,,,0,42229
201507,equip,2051,1,250
201507,equip,2043,1,2000
201507,equip,2033,1,10500
201507,,,0,42229
201508,equip,3051,1,250
201508,equip,3043,1,2000
201508,equip,3033,1,10500
201508,,,0,42229
201509,equip,4051,1,250
201509,equip,4043,1,2000
201509,equip,4033,1,10500
201509,,,0,42229
201510,equip,1051,1,62
201510,equip,1043,1,500
201510,equip,1033,1,2625
201510,equip,2051,1,62
201510,equip,2043,1,500
201510,equip,2033,1,2625
201510,equip,3051,1,62
201510,equip,3043,1,500
201510,equip,3033,1,2625
201510,equip,4051,1,62
201510,equip,4043,1,500
201510,equip,4033,1,2625
201510,,,0,42229
201511,equip,1051,1,250
201511,equip,1043,1,2000
201511,equip,1033,1,10500
201511,,,0,42229
201512,equip,2051,1,250
201512,equip,2043,1,2000
201512,equip,2033,1,10500
201512,,,0,42229
201513,equip,3051,1,250
201513,equip,3043,1,2000
201513,equip,3033,1,10500
201513,,,0,42229
201514,equip,4051,1,250
201514,equip,4043,1,2000
201514,equip,4033,1,10500
201514,,,0,42229
201515,equip,1051,1,62
201515,equip,1043,1,500
201515,equip,1033,1,2625
201515,equip,2051,1,62
201515,equip,2043,1,500
201515,equip,2033,1,2625
201515,equip,3051,1,62
201515,equip,3043,1,500
201515,equip,3033,1,2625
201515,equip,4051,1,62
201515,equip,4043,1,500
201515,equip,4033,1,2625
201515,,,0,42229
201516,equip,1051,1,250
201516,equip,1043,1,2000
201516,equip,1033,1,10500
201516,,,0,42229
201517,equip,2051,1,250
201517,equip,2043,1,2000
201517,equip,2033,1,10500
201517,,,0,42229
201518,equip,3051,1,250
201518,equip,3043,1,2000
201518,equip,3033,1,10500
201518,,,0,42229
201519,equip,4051,1,250
201519,equip,4043,1,2000
201519,equip,4033,1,10500
201519,,,0,42229
201520,equip,1051,1,62
201520,equip,1043,1,500
201520,equip,1033,1,2625
201520,equip,2051,1,62
201520,equip,2043,1,500
201520,equip,2033,1,2625
201520,equip,3051,1,62
201520,equip,3043,1,500
201520,equip,3033,1,2625
201520,equip,4051,1,62
201520,equip,4043,1,500
201520,equip,4033,1,2625
201520,,,0,42229
201521,equip,1051,1,250
201521,equip,1043,1,2000
201521,equip,1033,1,10500
201521,,,0,42229
201522,equip,2051,1,250
201522,equip,2043,1,2000
201522,equip,2033,1,10500
201522,,,0,42229
201523,equip,3051,1,250
201523,equip,3043,1,2000
201523,equip,3033,1,10500
201523,,,0,42229
201524,equip,4051,1,250
201524,equip,4043,1,2000
201524,equip,4033,1,10500
201524,,,0,42229
201525,equip,1051,1,62
201525,equip,1043,1,500
201525,equip,1033,1,2625
201525,equip,2051,1,62
201525,equip,2043,1,500
201525,equip,2033,1,2625
201525,equip,3051,1,62
201525,equip,3043,1,500
201525,equip,3033,1,2625
201525,equip,4051,1,62
201525,equip,4043,1,500
201525,equip,4033,1,2625
201525,,,0,42229
201526,equip,1051,1,250
201526,equip,1043,1,2000
201526,equip,1033,1,10500
201526,,,0,42229
201527,equip,2051,1,250
201527,equip,2043,1,2000
201527,equip,2033,1,10500
201527,,,0,42229
201528,equip,3051,1,250
201528,equip,3043,1,2000
201528,equip,3033,1,10500
201528,,,0,42229
201529,equip,4051,1,250
201529,equip,4043,1,2000
201529,equip,4033,1,10500
201529,,,0,42229
201530,equip,1051,1,62
201530,equip,1043,1,500
201530,equip,1033,1,2625
201530,equip,2051,1,62
201530,equip,2043,1,500
201530,equip,2033,1,2625
201530,equip,3051,1,62
201530,equip,3043,1,500
201530,equip,3033,1,2625
201530,equip,4051,1,62
201530,equip,4043,1,500
201530,equip,4033,1,2625
201530,,,0,42229
201531,equip,1051,1,250
201531,equip,1043,1,2000
201531,equip,1033,1,10500
201531,,,0,42229
201532,equip,2051,1,250
201532,equip,2043,1,2000
201532,equip,2033,1,10500
201532,,,0,42229
201533,equip,3051,1,250
201533,equip,3043,1,2000
201533,equip,3033,1,10500
201533,,,0,42229
201534,equip,4051,1,250
201534,equip,4043,1,2000
201534,equip,4033,1,10500
201534,,,0,42229
201535,equip,1051,1,62
201535,equip,1043,1,500
201535,equip,1033,1,2625
201535,equip,2051,1,62
201535,equip,2043,1,500
201535,equip,2033,1,2625
201535,equip,3051,1,62
201535,equip,3043,1,500
201535,equip,3033,1,2625
201535,equip,4051,1,62
201535,equip,4043,1,500
201535,equip,4033,1,2625
201535,,,0,42229
201536,equip,1051,1,250
201536,equip,1043,1,2000
201536,equip,1033,1,10500
201536,,,0,42229
201537,equip,2051,1,250
201537,equip,2043,1,2000
201537,equip,2033,1,10500
201537,,,0,42229
201538,equip,3051,1,250
201538,equip,3043,1,2000
201538,equip,3033,1,10500
201538,,,0,42229
201539,equip,4051,1,250
201539,equip,4043,1,2000
201539,equip,4033,1,10500
201539,,,0,42229
201540,equip,1051,1,62
201540,equip,1043,1,500
201540,equip,1033,1,2625
201540,equip,2051,1,62
201540,equip,2043,1,500
201540,equip,2033,1,2625
201540,equip,3051,1,62
201540,equip,3043,1,500
201540,equip,3033,1,2625
201540,equip,4051,1,62
201540,equip,4043,1,500
201540,equip,4033,1,2625
201540,,,0,42229
201541,equip,1051,1,250
201541,equip,1043,1,2000
201541,equip,1033,1,10500
201541,,,0,42229
201542,equip,2051,1,250
201542,equip,2043,1,2000
201542,equip,2033,1,10500
201542,,,0,42229
201543,equip,3051,1,250
201543,equip,3043,1,2000
201543,equip,3033,1,10500
201543,,,0,42229
201544,equip,4051,1,250
201544,equip,4043,1,2000
201544,equip,4033,1,10500
201544,,,0,42229
201545,equip,1051,1,62
201545,equip,1043,1,500
201545,equip,1033,1,2625
201545,equip,2051,1,62
201545,equip,2043,1,500
201545,equip,2033,1,2625
201545,equip,3051,1,62
201545,equip,3043,1,500
201545,equip,3033,1,2625
201545,equip,4051,1,62
201545,equip,4043,1,500
201545,equip,4033,1,2625
201545,,,0,42229
201546,equip,1051,1,250
201546,equip,1043,1,2000
201546,equip,1033,1,10500
201546,,,0,42229
201547,equip,2051,1,250
201547,equip,2043,1,2000
201547,equip,2033,1,10500
201547,,,0,42229
201548,equip,3051,1,250
201548,equip,3043,1,2000
201548,equip,3033,1,10500
201548,,,0,42229
201549,equip,4051,1,250
201549,equip,4043,1,2000
201549,equip,4033,1,10500
201549,,,0,42229
201550,equip,1051,1,62
201550,equip,1043,1,500
201550,equip,1033,1,2625
201550,equip,2051,1,62
201550,equip,2043,1,500
201550,equip,2033,1,2625
201550,equip,3051,1,62
201550,equip,3043,1,500
201550,equip,3033,1,2625
201550,equip,4051,1,62
201550,equip,4043,1,500
201550,equip,4033,1,2625
201550,,,0,42229
201551,equip,1051,1,250
201551,equip,1043,1,2000
201551,equip,1033,1,10500
201551,,,0,42229
201552,equip,2051,1,250
201552,equip,2043,1,2000
201552,equip,2033,1,10500
201552,,,0,42229
201553,equip,3051,1,250
201553,equip,3043,1,2000
201553,equip,3033,1,10500
201553,,,0,42229
201554,equip,4051,1,250
201554,equip,4043,1,2000
201554,equip,4033,1,10500
201554,,,0,42229
201555,equip,1051,1,62
201555,equip,1043,1,500
201555,equip,1033,1,2625
201555,equip,2051,1,62
201555,equip,2043,1,500
201555,equip,2033,1,2625
201555,equip,3051,1,62
201555,equip,3043,1,500
201555,equip,3033,1,2625
201555,equip,4051,1,62
201555,equip,4043,1,500
201555,equip,4033,1,2625
201555,,,0,42229
201556,equip,1051,1,250
201556,equip,1043,1,2000
201556,equip,1033,1,10500
201556,,,0,42229
201557,equip,2051,1,250
201557,equip,2043,1,2000
201557,equip,2033,1,10500
201557,,,0,42229
201558,equip,3051,1,250
201558,equip,3043,1,2000
201558,equip,3033,1,10500
201558,,,0,42229
201559,equip,4051,1,250
201559,equip,4043,1,2000
201559,equip,4033,1,10500
201559,,,0,42229
201560,equip,1051,1,62
201560,equip,1043,1,500
201560,equip,1033,1,2625
201560,equip,2051,1,62
201560,equip,2043,1,500
201560,equip,2033,1,2625
201560,equip,3051,1,62
201560,equip,3043,1,500
201560,equip,3033,1,2625
201560,equip,4051,1,62
201560,equip,4043,1,500
201560,equip,4033,1,2625
201560,,,0,42229
202091,shipin,1011,1,10
202091,shipin,1021,1,10
202091,shipin,1031,1,10
202091,shipin,1041,1,10
202091,shipin,1051,1,10
202091,shipin,1061,1,10
202091,shipin,1071,1,10
202091,shipin,1081,1,10
202091,shipin,1091,1,10
202091,shipin,1101,1,10
202091,,,0,1340
202121,shipin,1011,1,10
202121,shipin,1021,1,10
202121,shipin,1031,1,10
202121,shipin,1041,1,10
202121,shipin,1051,1,10
202121,shipin,1061,1,10
202121,shipin,1071,1,10
202121,shipin,1081,1,10
202121,shipin,1091,1,10
202121,shipin,1101,1,10
202121,shipin,2011,1,10
202121,shipin,2021,1,10
202121,shipin,2031,1,10
202121,shipin,2041,1,10
202121,shipin,2051,1,10
202121,shipin,2061,1,10
202121,shipin,2071,1,10
202121,shipin,2081,1,10
202121,shipin,2091,1,10
202121,shipin,2101,1,10
202121,,,0,2680
202141,shipin,2011,1,10
202141,shipin,2021,1,10
202141,shipin,2031,1,10
202141,shipin,2041,1,10
202141,shipin,2051,1,10
202141,shipin,2061,1,10
202141,shipin,2071,1,10
202141,shipin,2081,1,10
202141,shipin,2091,1,10
202141,shipin,2101,1,10
202141,item,3001,1,200
202141,,,0,1860
202171,shipin,2011,1,40
202171,shipin,2021,1,40
202171,shipin,2031,1,40
202171,shipin,2041,1,40
202171,shipin,2051,1,40
202171,shipin,2061,1,40
202171,shipin,2071,1,40
202171,shipin,2081,1,40
202171,shipin,2091,1,40
202171,shipin,2101,1,40
202171,item,3002,1,300
202171,,,0,6631
202201,shipin,2011,1,40
202201,shipin,2021,1,40
202201,shipin,2031,1,40
202201,shipin,2041,1,40
202201,shipin,2051,1,40
202201,shipin,2061,1,40
202201,shipin,2071,1,40
202201,shipin,2081,1,40
202201,shipin,2091,1,40
202201,shipin,2101,1,40
202201,item,3003,1,100
202201,,,0,5900
202331,shipin,2011,1,50
202331,shipin,2021,1,50
202331,shipin,2031,1,50
202331,shipin,2041,1,50
202331,shipin,2051,1,50
202331,shipin,2061,1,50
202331,shipin,2071,1,50
202331,shipin,2081,1,50
202331,shipin,2091,1,50
202331,shipin,2101,1,50
202331,item,3004,1,100
202331,,,0,7255
203001,item,2005,3,180
203001,item,2004,2,50
203001,item,4001,1,50
203001,,,0,8
203031,item,2005,3,180
203031,item,2004,2,50
203031,item,4002,1,15
203031,,,0,43
203091,item,2005,3,360
203091,item,2004,2,100
203091,item,4010,1,5
203091,,,0,110
203092,item,2005,3,360
203092,item,2004,2,100
203092,item,4011,1,5
203092,,,0,110
203093,item,2005,3,360
203093,item,2004,2,100
203093,item,4012,1,5
203093,,,0,110
203094,item,2005,3,360
203094,item,2004,2,100
203094,item,4013,1,5
203094,,,0,110
203095,item,2005,3,360
203095,item,2004,2,100
203095,item,4009,1,5
203095,,,0,110
