NPC编号,NPC头像,位置,NPC等级,英雄ID,阶位,属性,放大系数
75,31055,2,71,35035,5,"""atk"":1.135,""hp"":1.191",1
75,31055,3,71,33015,5,"""atk"":1.135,""hp"":1.191",1
75,31055,4,71,33025,5,"""atk"":1.135,""hp"":1.191",1
75,31055,5,71,33015,5,"""atk"":1.135,""hp"":1.191",1
75,31055,6,71,31065,5,"""atk"":1.135,""hp"":1.191",1
76,41035,1,72,41035,5,"""atk"":1.137,""hp"":1.137",1
76,41035,2,72,41065,5,"""atk"":1.137,""hp"":1.137",1
76,41035,3,72,42015,5,"""atk"":1.137,""hp"":1.137",1
76,41035,4,72,42015,5,"""atk"":1.137,""hp"":1.137",1
76,41035,5,72,43055,5,"""atk"":1.137,""hp"":1.137",1
76,41035,6,72,44045,5,"""atk"":1.137,""hp"":1.137",1
77,52045,1,73,52045,5,"""atk"":1.14,""hp"":1.14",1
77,52045,2,73,51015,5,"""atk"":1.14,""hp"":1.14",1
77,52045,3,73,53015,5,"""atk"":1.14,""hp"":1.14",1
77,52045,4,73,53015,5,"""atk"":1.14,""hp"":1.14",1
77,52045,5,73,52025,5,"""atk"":1.14,""hp"":1.14",1
77,52045,6,73,52035,5,"""atk"":1.14,""hp"":1.14",1
78,61015,1,74,61015,5,"""atk"":1.142,""hp"":1.142",1
78,61015,2,74,61025,5,"""atk"":1.142,""hp"":1.142",1
78,61015,3,74,63015,5,"""atk"":1.142,""hp"":1.142",1
78,61015,4,74,61015,5,"""atk"":1.142,""hp"":1.142",1
78,61015,5,74,63015,5,"""atk"":1.142,""hp"":1.142",1
78,61015,6,74,62015,5,"""atk"":1.142,""hp"":1.142",1
79,45055,1,75,45055,5,"""atk"":1.145,""hp"":1.145",1
79,45055,2,75,63025,5,"""atk"":1.145,""hp"":1.145",1
79,45055,3,75,25075,5,"""atk"":1.145,""hp"":1.145",1
79,45055,4,75,52025,5,"""atk"":1.145,""hp"":1.145",1
79,45055,5,75,32045,5,"""atk"":1.145,""hp"":1.145",1
79,45055,6,75,13045,5,"""atk"":1.145,""hp"":1.145",1
80,15035,1,76,15035,5,"""atk"":1.434,""hp"":4.406",1.4
80,15035,3,76,15025,5,"""atk"":1.434,""hp"":4.406",1.4
80,15035,6,76,11055,5,"""atk"":1.434,""hp"":4.406",1.4
81,22055,1,77,22055,5,"""atk"":1.15,""hp"":1.15",1
81,22055,2,77,25065,5,"""atk"":1.15,""hp"":1.15",1
81,22055,3,77,21015,5,"""atk"":1.15,""hp"":1.15",1
81,22055,4,77,21035,5,"""atk"":1.15,""hp"":1.15",1
81,22055,5,77,23035,5,"""atk"":1.15,""hp"":1.15",1
81,22055,6,77,25055,5,"""atk"":1.15,""hp"":1.15",1
82,31055,1,78,31055,5,"""atk"":1.152,""hp"":1.152",1
82,31055,2,78,31055,5,"""atk"":1.152,""hp"":1.152",1
82,31055,3,78,32035,5,"""atk"":1.152,""hp"":1.152",1
82,31055,4,78,31085,5,"""atk"":1.152,""hp"":1.152",1
82,31055,5,78,32055,5,"""atk"":1.152,""hp"":1.152",1
82,31055,6,78,33015,5,"""atk"":1.152,""hp"":1.152",1
83,41055,1,79,41055,5,"""atk"":1.155,""hp"":1.155",1
83,41055,2,79,45045,5,"""atk"":1.155,""hp"":1.155",1
83,41055,3,79,44035,5,"""atk"":1.155,""hp"":1.155",1
83,41055,4,79,43045,5,"""atk"":1.155,""hp"":1.155",1
83,41055,5,79,43055,5,"""atk"":1.155,""hp"":1.155",1
83,41055,6,79,44035,5,"""atk"":1.155,""hp"":1.155",1
84,51015,1,80,51015,5,"""atk"":1.157,""hp"":1.157",1
84,51015,2,80,53015,5,"""atk"":1.157,""hp"":1.157",1
84,51015,3,80,53015,5,"""atk"":1.157,""hp"":1.157",1
84,51015,4,80,52045,5,"""atk"":1.157,""hp"":1.157",1
84,51015,5,80,52045,5,"""atk"":1.157,""hp"":1.157",1
84,51015,6,80,53015,5,"""atk"":1.157,""hp"":1.157",1
85,61015,1,81,61015,5,"""atk"":1.16,""hp"":1.218",1
85,61015,2,81,61015,5,"""atk"":1.16,""hp"":1.218",1
85,61015,3,81,61015,5,"""atk"":1.16,""hp"":1.218",1
85,61015,4,81,62015,5,"""atk"":1.16,""hp"":1.218",1
85,61015,5,81,61015,5,"""atk"":1.16,""hp"":1.218",1
85,61015,6,81,63015,5,"""atk"":1.16,""hp"":1.218",1
86,31055,1,82,31055,5,"""atk"":1.162,""hp"":1.162",1
86,31055,2,82,24035,5,"""atk"":1.162,""hp"":1.162",1
86,31055,3,82,11055,5,"""atk"":1.162,""hp"":1.162",1
86,31055,4,82,63015,5,"""atk"":1.162,""hp"":1.162",1
86,31055,5,82,52035,5,"""atk"":1.162,""hp"":1.162",1
86,31055,6,82,43035,5,"""atk"":1.162,""hp"":1.162",1
87,11045,1,83,11045,5,"""atk"":1.165,""hp"":1.165",1
87,11045,2,83,11075,5,"""atk"":1.165,""hp"":1.165",1
87,11045,3,83,14025,5,"""atk"":1.165,""hp"":1.165",1
87,11045,4,83,11055,5,"""atk"":1.165,""hp"":1.165",1
87,11045,5,83,12025,5,"""atk"":1.165,""hp"":1.165",1
87,11045,6,83,15015,5,"""atk"":1.165,""hp"":1.165",1
88,25065,1,84,25065,5,"""atk"":1.167,""hp"":1.167",1
88,25065,2,84,25065,5,"""atk"":1.167,""hp"":1.167",1
88,25065,3,84,25055,5,"""atk"":1.167,""hp"":1.167",1
88,25065,4,84,22035,5,"""atk"":1.167,""hp"":1.167",1
88,25065,5,84,25045,5,"""atk"":1.167,""hp"":1.167",1
88,25065,6,84,25055,5,"""atk"":1.167,""hp"":1.167",1
89,31055,1,85,31055,5,"""atk"":1.17,""hp"":1.17",1
89,31055,2,85,31055,5,"""atk"":1.17,""hp"":1.17",1
89,31055,3,85,32045,5,"""atk"":1.17,""hp"":1.17",1
89,31055,4,85,31085,5,"""atk"":1.17,""hp"":1.17",1
89,31055,5,85,32045,5,"""atk"":1.17,""hp"":1.17",1
89,31055,6,85,32035,5,"""atk"":1.17,""hp"":1.17",1
90,41065,1,86,41065,5,"""atk"":1.465,""hp"":4.502",1.4
90,41065,3,86,44025,5,"""atk"":1.465,""hp"":4.502",1.4
90,41065,6,86,44035,5,"""atk"":1.465,""hp"":4.502",1.4
91,52045,1,87,52045,5,"""atk"":1.175,""hp"":1.175",1
91,52045,2,87,51015,5,"""atk"":1.175,""hp"":1.175",1
91,52045,3,87,53015,5,"""atk"":1.175,""hp"":1.175",1
91,52045,4,87,52045,5,"""atk"":1.175,""hp"":1.175",1
91,52045,5,87,53015,5,"""atk"":1.175,""hp"":1.175",1
91,52045,6,87,52045,5,"""atk"":1.175,""hp"":1.175",1
92,63025,1,88,63025,5,"""atk"":1.177,""hp"":1.177",1
92,63025,2,88,61015,5,"""atk"":1.177,""hp"":1.177",1
92,63025,3,88,62015,5,"""atk"":1.177,""hp"":1.177",1
92,63025,4,88,63015,5,"""atk"":1.177,""hp"":1.177",1
92,63025,5,88,63015,5,"""atk"":1.177,""hp"":1.177",1
92,63025,6,88,61015,5,"""atk"":1.177,""hp"":1.177",1
93,41055,1,89,41055,5,"""atk"":1.18,""hp"":1.18",1
93,41055,2,89,21045,5,"""atk"":1.18,""hp"":1.18",1
93,41055,3,89,11055,5,"""atk"":1.18,""hp"":1.18",1
93,41055,4,89,62015,5,"""atk"":1.18,""hp"":1.18",1
93,41055,5,89,33015,5,"""atk"":1.18,""hp"":1.18",1
93,41055,6,89,52035,5,"""atk"":1.18,""hp"":1.18",1
94,11085,1,90,11085,5,"""atk"":1.182,""hp"":1.182",1
94,11085,2,90,11085,5,"""atk"":1.182,""hp"":1.182",1
94,11085,3,90,12025,5,"""atk"":1.182,""hp"":1.182",1
94,11085,4,90,12035,5,"""atk"":1.182,""hp"":1.182",1
94,11085,5,90,13045,5,"""atk"":1.182,""hp"":1.182",1
94,11085,6,90,12025,5,"""atk"":1.182,""hp"":1.182",1
95,21045,1,91,21045,5,"""atk"":1.185,""hp"":1.244",1
95,21045,2,91,24035,5,"""atk"":1.185,""hp"":1.244",1
95,21045,3,91,21015,5,"""atk"":1.185,""hp"":1.244",1
95,21045,4,91,22035,5,"""atk"":1.185,""hp"":1.244",1
95,21045,5,91,25075,5,"""atk"":1.185,""hp"":1.244",1
95,21045,6,91,24025,5,"""atk"":1.185,""hp"":1.244",1
96,31045,1,92,31045,5,"""atk"":1.187,""hp"":1.187",1
96,31045,2,92,31045,5,"""atk"":1.187,""hp"":1.187",1
96,31045,3,92,32035,5,"""atk"":1.187,""hp"":1.187",1
96,31045,4,92,34015,5,"""atk"":1.187,""hp"":1.187",1
96,31045,5,92,34015,5,"""atk"":1.187,""hp"":1.187",1
96,31045,6,92,31065,5,"""atk"":1.187,""hp"":1.187",1
97,45045,1,93,45045,5,"""atk"":1.19,""hp"":1.19",1
97,45045,2,93,41055,5,"""atk"":1.19,""hp"":1.19",1
97,45045,3,93,41045,5,"""atk"":1.19,""hp"":1.19",1
97,45045,4,93,43055,5,"""atk"":1.19,""hp"":1.19",1
97,45045,5,93,44025,5,"""atk"":1.19,""hp"":1.19",1
97,45045,6,93,42015,5,"""atk"":1.19,""hp"":1.19",1
98,52045,1,94,52045,5,"""atk"":1.192,""hp"":1.192",1
98,52045,2,94,52045,5,"""atk"":1.192,""hp"":1.192",1
98,52045,3,94,52035,5,"""atk"":1.192,""hp"":1.192",1
98,52045,4,94,53015,5,"""atk"":1.192,""hp"":1.192",1
98,52045,5,94,52025,5,"""atk"":1.192,""hp"":1.192",1
98,52045,6,94,52045,5,"""atk"":1.192,""hp"":1.192",1
99,61015,1,95,61015,5,"""atk"":1.195,""hp"":1.195",1
99,61015,2,95,61025,5,"""atk"":1.195,""hp"":1.195",1
99,61015,3,95,62015,5,"""atk"":1.195,""hp"":1.195",1
99,61015,4,95,62015,5,"""atk"":1.195,""hp"":1.195",1
99,61015,5,95,61015,5,"""atk"":1.195,""hp"":1.195",1
99,61015,6,95,63015,5,"""atk"":1.195,""hp"":1.195",1
100,52045,1,96,52045,5,"""atk"":1.496,""hp"":4.598",1.4
100,51015,3,96,22025,5,"""atk"":1.496,""hp"":4.598",1.4
100,51015,6,96,32045,5,"""atk"":1.496,""hp"":4.598",1.4
101,11075,1,97,11075,5,"""atk"":1.2,""hp"":1.2",1
101,11075,2,97,11085,5,"""atk"":1.2,""hp"":1.2",1
101,11075,3,97,13035,5,"""atk"":1.2,""hp"":1.2",1
101,11075,4,97,12035,5,"""atk"":1.2,""hp"":1.2",1
101,11075,5,97,12025,5,"""atk"":1.2,""hp"":1.2",1
101,11075,6,97,12025,5,"""atk"":1.2,""hp"":1.2",1
102,21025,1,98,21025,5,"""atk"":1.202,""hp"":1.202",1
102,21025,2,98,21045,5,"""atk"":1.202,""hp"":1.202",1
102,21025,3,98,24025,5,"""atk"":1.202,""hp"":1.202",1
102,21025,4,98,24025,5,"""atk"":1.202,""hp"":1.202",1
102,21025,5,98,21035,5,"""atk"":1.202,""hp"":1.202",1
102,21025,6,98,22035,5,"""atk"":1.202,""hp"":1.202",1
103,35045,1,99,35045,5,"""atk"":1.205,""hp"":1.205",1
103,35045,2,99,35035,5,"""atk"":1.205,""hp"":1.205",1
103,35045,3,99,32035,5,"""atk"":1.205,""hp"":1.205",1
103,35045,4,99,34025,5,"""atk"":1.205,""hp"":1.205",1
103,35045,5,99,33025,5,"""atk"":1.205,""hp"":1.205",1
103,35045,6,99,34015,5,"""atk"":1.205,""hp"":1.205",1
104,41035,1,100,41035,5,"""atk"":1.207,""hp"":1.207",1
104,41035,2,100,41055,5,"""atk"":1.207,""hp"":1.207",1
104,41035,3,100,44045,5,"""atk"":1.207,""hp"":1.207",1
104,41035,4,100,43045,5,"""atk"":1.207,""hp"":1.207",1
104,41035,5,100,41045,5,"""atk"":1.207,""hp"":1.207",1
104,41035,6,100,43035,5,"""atk"":1.207,""hp"":1.207",1
105,51015,1,101,51015,5,"""atk"":1.21,""hp"":1.27",1
105,51015,2,101,51015,5,"""atk"":1.21,""hp"":1.27",1
105,51015,3,101,52045,5,"""atk"":1.21,""hp"":1.27",1
105,51015,4,101,53015,5,"""atk"":1.21,""hp"":1.27",1
105,51015,5,101,53015,5,"""atk"":1.21,""hp"":1.27",1
105,51015,6,101,53015,5,"""atk"":1.21,""hp"":1.27",1
106,61026,1,102,61025,6,"""atk"":1.212,""hp"":1.212",1
106,61026,2,102,61025,5,"""atk"":1.212,""hp"":1.212",1
106,61026,3,102,62015,5,"""atk"":1.212,""hp"":1.212",1
106,61026,4,102,63025,5,"""atk"":1.212,""hp"":1.212",1
106,61026,5,102,63025,5,"""atk"":1.212,""hp"":1.212",1
106,61026,6,102,62015,5,"""atk"":1.212,""hp"":1.212",1
107,61026,1,103,61025,6,"""atk"":1.214,""hp"":1.214",1
107,61026,2,103,25065,5,"""atk"":1.214,""hp"":1.214",1
107,61026,3,103,32035,5,"""atk"":1.214,""hp"":1.214",1
107,61026,4,103,13035,5,"""atk"":1.214,""hp"":1.214",1
107,61026,5,103,52045,5,"""atk"":1.214,""hp"":1.214",1
107,61026,6,103,42015,5,"""atk"":1.214,""hp"":1.214",1
108,11076,1,104,11075,6,"""atk"":1.217,""hp"":1.217",1
108,11076,2,104,11085,5,"""atk"":1.217,""hp"":1.217",1
108,11076,3,104,13035,5,"""atk"":1.217,""hp"":1.217",1
108,11076,4,104,13035,5,"""atk"":1.217,""hp"":1.217",1
108,11076,5,104,14035,5,"""atk"":1.217,""hp"":1.217",1
108,11076,6,104,13045,5,"""atk"":1.217,""hp"":1.217",1
109,22056,1,105,22055,6,"""atk"":1.219,""hp"":1.219",1
109,22056,2,105,21045,5,"""atk"":1.219,""hp"":1.219",1
109,22056,3,105,22055,5,"""atk"":1.219,""hp"":1.219",1
109,22056,4,105,23035,5,"""atk"":1.219,""hp"":1.219",1
109,22056,5,105,22035,5,"""atk"":1.219,""hp"":1.219",1
109,22056,6,105,22055,5,"""atk"":1.219,""hp"":1.219",1
110,35036,1,106,35035,6,"""atk"":1.528,""hp"":4.694",1.4
110,35036,3,106,32055,5,"""atk"":1.528,""hp"":4.694",1.4
110,35036,6,106,33025,5,"""atk"":1.528,""hp"":4.694",1.4
111,41066,1,107,41065,6,"""atk"":1.224,""hp"":1.224",1
111,41066,2,107,41055,6,"""atk"":1.224,""hp"":1.224",1
111,41066,3,107,42015,5,"""atk"":1.224,""hp"":1.224",1
111,41066,4,107,43055,5,"""atk"":1.224,""hp"":1.224",1
111,41066,5,107,43055,5,"""atk"":1.224,""hp"":1.224",1
111,41066,6,107,45055,5,"""atk"":1.224,""hp"":1.224",1
112,52046,1,108,52045,6,"""atk"":1.227,""hp"":1.227",1
112,52046,2,108,51015,6,"""atk"":1.227,""hp"":1.227",1
112,52046,3,108,53015,5,"""atk"":1.227,""hp"":1.227",1
112,52046,4,108,53015,5,"""atk"":1.227,""hp"":1.227",1
112,52046,5,108,52045,5,"""atk"":1.227,""hp"":1.227",1
112,52046,6,108,52045,5,"""atk"":1.227,""hp"":1.227",1
113,62016,1,109,62015,6,"""atk"":1.229,""hp"":1.229",1
113,62016,2,109,62015,6,"""atk"":1.229,""hp"":1.229",1
113,62016,3,109,61025,5,"""atk"":1.229,""hp"":1.229",1
113,62016,4,109,62015,5,"""atk"":1.229,""hp"":1.229",1
113,62016,5,109,63025,5,"""atk"":1.229,""hp"":1.229",1
113,62016,6,109,63025,5,"""atk"":1.229,""hp"":1.229",1
114,61026,1,110,61025,6,"""atk"":1.232,""hp"":1.232",1
114,61026,2,110,51015,6,"""atk"":1.232,""hp"":1.232",1
114,61026,3,110,22045,5,"""atk"":1.232,""hp"":1.232",1
114,61026,4,110,45045,5,"""atk"":1.232,""hp"":1.232",1
114,61026,5,110,13045,5,"""atk"":1.232,""hp"":1.232",1
114,61026,6,110,31085,5,"""atk"":1.232,""hp"":1.232",1
115,11076,1,111,11075,6,"""atk"":1.234,""hp"":1.296",1
115,11076,2,111,11075,6,"""atk"":1.234,""hp"":1.296",1
115,11076,3,111,14035,5,"""atk"":1.234,""hp"":1.296",1
115,11076,4,111,14035,5,"""atk"":1.234,""hp"":1.296",1
115,11076,5,111,12035,5,"""atk"":1.234,""hp"":1.296",1
115,11076,6,111,13035,5,"""atk"":1.234,""hp"":1.296",1
116,22056,1,112,22055,6,"""atk"":1.237,""hp"":1.237",1
116,22056,2,112,21045,6,"""atk"":1.237,""hp"":1.237",1
116,22056,3,112,22035,6,"""atk"":1.237,""hp"":1.237",1
116,22056,4,112,24035,5,"""atk"":1.237,""hp"":1.237",1
116,22056,5,112,22045,5,"""atk"":1.237,""hp"":1.237",1
116,22056,6,112,22045,5,"""atk"":1.237,""hp"":1.237",1
117,35036,1,113,35035,6,"""atk"":1.239,""hp"":1.239",1
117,35036,2,113,33025,6,"""atk"":1.239,""hp"":1.239",1
117,35036,3,113,34025,6,"""atk"":1.239,""hp"":1.239",1
117,35036,4,113,31085,5,"""atk"":1.239,""hp"":1.239",1
117,35036,5,113,32035,5,"""atk"":1.239,""hp"":1.239",1
117,35036,6,113,32045,5,"""atk"":1.239,""hp"":1.239",1
118,41066,1,114,41065,6,"""atk"":1.242,""hp"":1.242",1
118,41066,2,114,41055,6,"""atk"":1.242,""hp"":1.242",1
118,41066,3,114,44045,6,"""atk"":1.242,""hp"":1.242",1
118,41066,4,114,43045,5,"""atk"":1.242,""hp"":1.242",1
118,41066,5,114,43045,5,"""atk"":1.242,""hp"":1.242",1
118,41066,6,114,43045,5,"""atk"":1.242,""hp"":1.242",1
119,51016,1,115,51015,6,"""atk"":1.244,""hp"":1.244",1
119,51016,2,115,52045,6,"""atk"":1.244,""hp"":1.244",1
119,51016,3,115,52045,6,"""atk"":1.244,""hp"":1.244",1
119,51016,4,115,53015,5,"""atk"":1.244,""hp"":1.244",1
119,51016,5,115,53015,5,"""atk"":1.244,""hp"":1.244",1
119,51016,6,115,52045,5,"""atk"":1.244,""hp"":1.244",1
120,62016,1,116,62015,6,"""atk"":1.559,""hp"":4.79",1.4
120,62016,3,116,63025,6,"""atk"":1.559,""hp"":4.79",1.4
120,62016,6,116,63025,5,"""atk"":1.559,""hp"":4.79",1.4
121,41056,1,117,41055,6,"""atk"":1.249,""hp"":1.249",1
121,41056,2,117,61025,6,"""atk"":1.249,""hp"":1.249",1
121,41056,3,117,52045,6,"""atk"":1.249,""hp"":1.249",1
121,41056,4,117,32055,6,"""atk"":1.249,""hp"":1.249",1
121,41056,5,117,12025,5,"""atk"":1.249,""hp"":1.249",1
121,41056,6,117,22045,5,"""atk"":1.249,""hp"":1.249",1
122,11076,1,118,11075,6,"""atk"":1.252,""hp"":1.252",1
122,11076,2,118,11075,6,"""atk"":1.252,""hp"":1.252",1
122,11076,3,118,14025,6,"""atk"":1.252,""hp"":1.252",1
122,11076,4,118,14025,6,"""atk"":1.252,""hp"":1.252",1
122,11076,5,118,14035,5,"""atk"":1.252,""hp"":1.252",1
122,11076,6,118,14035,5,"""atk"":1.252,""hp"":1.252",1
123,21036,1,119,21035,6,"""atk"":1.255,""hp"":1.255",1
123,21036,2,119,21045,6,"""atk"":1.255,""hp"":1.255",1
123,21036,3,119,23035,6,"""atk"":1.255,""hp"":1.255",1
123,21036,4,119,22055,6,"""atk"":1.255,""hp"":1.255",1
123,21036,5,119,24025,5,"""atk"":1.255,""hp"":1.255",1
123,21036,6,119,24025,5,"""atk"":1.255,""hp"":1.255",1
124,35046,1,120,35045,6,"""atk"":1.257,""hp"":1.257",1
124,35046,2,120,35035,6,"""atk"":1.257,""hp"":1.257",1
124,35046,3,120,32045,6,"""atk"":1.257,""hp"":1.257",1
124,35046,4,120,32045,6,"""atk"":1.257,""hp"":1.257",1
124,35046,5,120,31085,5,"""atk"":1.257,""hp"":1.257",1
124,35046,6,120,32035,5,"""atk"":1.257,""hp"":1.257",1
125,41056,1,121,41055,6,"""atk"":1.259,""hp"":1.322",1
125,41056,2,121,45055,6,"""atk"":1.259,""hp"":1.322",1
125,41056,3,121,43055,6,"""atk"":1.259,""hp"":1.322",1
125,41056,4,121,43045,6,"""atk"":1.259,""hp"":1.322",1
125,41056,5,121,45055,5,"""atk"":1.259,""hp"":1.322",1
125,41056,6,121,42015,5,"""atk"":1.259,""hp"":1.322",1
126,53016,1,122,53015,6,"""atk"":1.262,""hp"":1.262",1
126,53016,2,122,51015,6,"""atk"":1.262,""hp"":1.262",1
126,53016,3,122,51015,6,"""atk"":1.262,""hp"":1.262",1
126,53016,4,122,53015,6,"""atk"":1.262,""hp"":1.262",1
126,53016,5,122,52045,5,"""atk"":1.262,""hp"":1.262",1
126,53016,6,122,52045,5,"""atk"":1.262,""hp"":1.262",1
127,62016,1,123,62015,6,"""atk"":1.264,""hp"":1.264",1
127,62016,2,123,63025,6,"""atk"":1.264,""hp"":1.264",1
127,62016,3,123,62015,6,"""atk"":1.264,""hp"":1.264",1
127,62016,4,123,62015,6,"""atk"":1.264,""hp"":1.264",1
127,62016,5,123,61025,5,"""atk"":1.264,""hp"":1.264",1
127,62016,6,123,63025,5,"""atk"":1.264,""hp"":1.264",1
128,62016,1,124,62015,6,"""atk"":1.267,""hp"":1.267",1
128,62016,2,124,33025,6,"""atk"":1.267,""hp"":1.267",1
128,62016,3,124,12025,6,"""atk"":1.267,""hp"":1.267",1
128,62016,4,124,44045,6,"""atk"":1.267,""hp"":1.267",1
128,62016,5,124,52045,5,"""atk"":1.267,""hp"":1.267",1
128,62016,6,124,25075,5,"""atk"":1.267,""hp"":1.267",1
129,15036,1,125,15035,6,"""atk"":1.269,""hp"":1.269",1
129,15036,2,125,11085,6,"""atk"":1.269,""hp"":1.269",1
129,15036,3,125,14025,6,"""atk"":1.269,""hp"":1.269",1
129,15036,4,125,14035,6,"""atk"":1.269,""hp"":1.269",1
129,15036,5,125,13035,5,"""atk"":1.269,""hp"":1.269",1
129,15036,6,125,14025,5,"""atk"":1.269,""hp"":1.269",1
130,22056,1,126,22055,6,"""atk"":1.59,""hp"":4.886",1.4
130,22056,3,126,22045,6,"""atk"":1.59,""hp"":4.886",1.4
130,22056,6,126,24025,5,"""atk"":1.59,""hp"":4.886",1.4
131,33026,1,127,33025,6,"""atk"":1.274,""hp"":1.274",1
131,33026,2,127,35035,6,"""atk"":1.274,""hp"":1.274",1
131,33026,3,127,34025,6,"""atk"":1.274,""hp"":1.274",1
131,33026,4,127,32035,6,"""atk"":1.274,""hp"":1.274",1
131,33026,5,127,31085,6,"""atk"":1.274,""hp"":1.274",1
131,33026,6,127,32046,5,"""atk"":1.274,""hp"":1.274",1
132,41066,1,128,41065,6,"""atk"":1.277,""hp"":1.277",1
132,41066,2,128,45045,6,"""atk"":1.277,""hp"":1.277",1
132,41066,3,128,44045,6,"""atk"":1.277,""hp"":1.277",1
132,41066,4,128,42015,6,"""atk"":1.277,""hp"":1.277",1
132,41066,5,128,44035,6,"""atk"":1.277,""hp"":1.277",1
132,41066,6,128,45056,5,"""atk"":1.277,""hp"":1.277",1
133,51016,1,129,51015,6,"""atk"":1.279,""hp"":1.279",1
133,51016,2,129,52045,6,"""atk"":1.279,""hp"":1.279",1
133,51016,3,129,53015,6,"""atk"":1.279,""hp"":1.279",1
133,51016,4,129,53015,6,"""atk"":1.279,""hp"":1.279",1
133,51016,5,129,53016,6,"""atk"":1.279,""hp"":1.279",1
133,51016,6,129,52046,5,"""atk"":1.279,""hp"":1.279",1
134,62016,1,130,62015,6,"""atk"":1.282,""hp"":1.282",1
134,62016,2,130,62015,6,"""atk"":1.282,""hp"":1.282",1
134,62016,3,130,63025,6,"""atk"":1.282,""hp"":1.282",1
134,62016,4,130,63025,6,"""atk"":1.282,""hp"":1.282",1
134,62016,5,130,63026,6,"""atk"":1.282,""hp"":1.282",1
134,62016,6,130,63026,5,"""atk"":1.282,""hp"":1.282",1
135,51016,1,131,51015,6,"""atk"":1.284,""hp"":1.349",1
135,51016,2,131,11085,6,"""atk"":1.284,""hp"":1.349",1
135,51016,3,131,32045,6,"""atk"":1.284,""hp"":1.349",1
135,51016,4,131,63026,6,"""atk"":1.284,""hp"":1.349",1
135,51016,5,131,23036,6,"""atk"":1.284,""hp"":1.349",1
135,51016,6,131,42016,5,"""atk"":1.284,""hp"":1.349",1
136,15036,1,132,15035,6,"""atk"":1.287,""hp"":1.287",1
136,15036,2,132,15035,6,"""atk"":1.287,""hp"":1.287",1
136,15036,3,132,12025,6,"""atk"":1.287,""hp"":1.287",1
136,15036,4,132,14026,6,"""atk"":1.287,""hp"":1.287",1
136,15036,5,132,13036,6,"""atk"":1.287,""hp"":1.287",1
136,15036,6,132,14026,6,"""atk"":1.287,""hp"":1.287",1
137,25066,1,133,25065,6,"""atk"":1.289,""hp"":1.289",1
137,25066,2,133,21035,6,"""atk"":1.289,""hp"":1.289",1
137,25066,3,133,25076,6,"""atk"":1.289,""hp"":1.289",1
137,25066,4,133,24026,6,"""atk"":1.289,""hp"":1.289",1
137,25066,5,133,22056,6,"""atk"":1.289,""hp"":1.289",1
137,25066,6,133,24026,6,"""atk"":1.289,""hp"":1.289",1
138,35036,1,134,35035,6,"""atk"":1.292,""hp"":1.292",1
138,35036,2,134,35035,6,"""atk"":1.292,""hp"":1.292",1
138,35036,3,134,34026,6,"""atk"":1.292,""hp"":1.292",1
138,35036,4,134,32056,6,"""atk"":1.292,""hp"":1.292",1
138,35036,5,134,32046,6,"""atk"":1.292,""hp"":1.292",1
138,35036,6,134,33026,6,"""atk"":1.292,""hp"":1.292",1
139,45056,1,135,45055,6,"""atk"":1.294,""hp"":1.294",1
139,45056,2,135,45046,6,"""atk"":1.294,""hp"":1.294",1
139,45056,3,135,45046,6,"""atk"":1.294,""hp"":1.294",1
139,45056,4,135,44046,6,"""atk"":1.294,""hp"":1.294",1
139,45056,5,135,45056,6,"""atk"":1.294,""hp"":1.294",1
139,45056,6,135,43046,6,"""atk"":1.294,""hp"":1.294",1
140,51016,1,136,52045,6,"""atk"":1.621,""hp"":4.982",1.4
140,51016,3,136,52046,6,"""atk"":1.621,""hp"":4.982",1.4
140,51016,6,136,52046,6,"""atk"":1.621,""hp"":4.982",1.4
141,63026,1,137,63026,6,"""atk"":1.299,""hp"":1.299",1
141,63026,2,137,63026,6,"""atk"":1.299,""hp"":1.299",1
141,63026,3,137,63026,6,"""atk"":1.299,""hp"":1.299",1
141,63026,4,137,63026,6,"""atk"":1.299,""hp"":1.299",1
141,63026,5,137,61026,6,"""atk"":1.299,""hp"":1.299",1
141,63026,6,137,61026,6,"""atk"":1.299,""hp"":1.299",1
142,62016,1,138,62016,6,"""atk"":1.302,""hp"":1.302",1
142,62016,2,138,31076,6,"""atk"":1.302,""hp"":1.302",1
142,62016,3,138,43056,6,"""atk"":1.302,""hp"":1.302",1
142,62016,4,138,22056,6,"""atk"":1.302,""hp"":1.302",1
142,62016,5,138,12036,6,"""atk"":1.302,""hp"":1.302",1
142,62016,6,138,51016,6,"""atk"":1.302,""hp"":1.302",1
143,11076,1,139,11076,6,"""atk"":1.304,""hp"":1.304",1
143,11076,2,139,11076,6,"""atk"":1.304,""hp"":1.304",1
143,11076,3,139,13036,6,"""atk"":1.304,""hp"":1.304",1
143,11076,4,139,13046,6,"""atk"":1.304,""hp"":1.304",1
143,11076,5,139,14036,6,"""atk"":1.304,""hp"":1.304",1
143,11076,6,139,14036,6,"""atk"":1.304,""hp"":1.304",1
144,25066,1,140,25066,6,"""atk"":1.307,""hp"":1.307",1
144,25066,2,140,21046,6,"""atk"":1.307,""hp"":1.307",1
144,25066,3,140,24036,6,"""atk"":1.307,""hp"":1.307",1
144,25066,4,140,24026,6,"""atk"":1.307,""hp"":1.307",1
144,25066,5,140,24036,6,"""atk"":1.307,""hp"":1.307",1
