¹Ø¿¨±àºÅ,ÄÑ¶È,ÇøÓò,½âËøµÈ¼¶,¹Ø¿¨ÀàÐÍ,¹Ø¿¨BOSS,Î»ÖÃ,Ãû³Æ,¹Ò»ú²úÖµ,¹Ò»úµôÂä,Í¨¹Ø½±Àø,,,,,,,
79,1,8,40,1,79,"""x"":708,""y"":478",ÍöÁé±ÚÀÝ(79),"""useexp"":36,""jinbi"":35,""exp"":35,""jifen"":1","""201079"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":12096},{""a"":""attr"",""t"":""jinbi"",""n"":9660},{""a"":""attr"",""t"":""exp"",""n"":7420}",,,,,,,
80,1,8,40,3,80,"""x"":864,""y"":441",ÍöÁé±ÚÀÝ(80),"""useexp"":36,""jinbi"":35,""exp"":35,""jifen"":1","""201080"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":12168},{""a"":""attr"",""t"":""jinbi"",""n"":9730},{""a"":""attr"",""t"":""exp"",""n"":7420}",,,,,,,
81,2,1,40,1,81,"""x"":115,""y"":260",É­º£É½Âö(81),"""useexp"":39,""jinbi"":36,""exp"":38,""jifen"":1","""201081"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":13260},{""a"":""attr"",""t"":""jinbi"",""n"":10080},{""a"":""attr"",""t"":""exp"",""n"":8360}",,,,,,,
82,2,1,40,1,82,"""x"":255,""y"":334",É­º£É½Âö(82),"""useexp"":39,""jinbi"":36,""exp"":38,""jifen"":1","""201082"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":13338},{""a"":""attr"",""t"":""jinbi"",""n"":10152},{""a"":""attr"",""t"":""exp"",""n"":8360}",,,,,,,
83,2,1,42,1,83,"""x"":387,""y"":336",É­º£É½Âö(83),"""useexp"":39,""jinbi"":36,""exp"":38,""jifen"":1","""201083"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":13416},{""a"":""attr"",""t"":""jinbi"",""n"":10224},{""a"":""attr"",""t"":""exp"",""n"":8360}",,,,,,,
84,2,1,42,1,84,"""x"":421,""y"":251",É­º£É½Âö(84),"""useexp"":39,""jinbi"":36,""exp"":38,""jifen"":1","""201084"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":13494},{""a"":""attr"",""t"":""jinbi"",""n"":10296},{""a"":""attr"",""t"":""exp"",""n"":8360}",,,,,,,
85,2,1,42,2,85,"""x"":522,""y"":261",É­º£É½Âö(85),"""useexp"":39,""jinbi"":36,""exp"":38,""jifen"":1","""201085"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":13572},{""a"":""attr"",""t"":""jinbi"",""n"":10368},{""a"":""attr"",""t"":""exp"",""n"":8664}",,,,,,,
86,2,1,42,1,86,"""x"":530,""y"":367",É­º£É½Âö(86),"""useexp"":42,""jinbi"":36,""exp"":41,""jifen"":1","""201086"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":14700},{""a"":""attr"",""t"":""jinbi"",""n"":10440},{""a"":""attr"",""t"":""exp"",""n"":8664}",,,,,,,
87,2,1,42,1,87,"""x"":665,""y"":391",É­º£É½Âö(87),"""useexp"":42,""jinbi"":36,""exp"":41,""jifen"":1","""201087"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":14784},{""a"":""attr"",""t"":""jinbi"",""n"":10512},{""a"":""attr"",""t"":""exp"",""n"":8664}",,,,,,,
88,2,1,44,1,88,"""x"":677,""y"":283",É­º£É½Âö(88),"""useexp"":42,""jinbi"":36,""exp"":41,""jifen"":1","""201088"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":14868},{""a"":""attr"",""t"":""jinbi"",""n"":10584},{""a"":""attr"",""t"":""exp"",""n"":8664}",,,,,,,
89,2,1,44,1,89,"""x"":740,""y"":215",É­º£É½Âö(89),"""useexp"":42,""jinbi"":36,""exp"":41,""jifen"":1","""201089"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":14952},{""a"":""attr"",""t"":""jinbi"",""n"":10656},{""a"":""attr"",""t"":""exp"",""n"":9676}",,,,,,,
90,2,1,44,3,90,"""x"":845,""y"":224",É­º£É½Âö(90),"""useexp"":42,""jinbi"":36,""exp"":41,""jifen"":1","""201090"",""203031""","{""a"":""attr"",""t"":""useexp"",""n"":15036},{""a"":""attr"",""t"":""jinbi"",""n"":10728},{""a"":""attr"",""t"":""exp"",""n"":9676}",,,,,,,
91,2,2,44,1,91,"""x"":168,""y"":427",ºÚ°µÁúÑ¨(91),"""useexp"":44,""jinbi"":38,""exp"":43,""jifen"":1","""201091"",""202091"",""203091""","{""a"":""attr"",""t"":""useexp"",""n"":15840},{""a"":""attr"",""t"":""jinbi"",""n"":11400},{""a"":""attr"",""t"":""exp"",""n"":9676}",,,,,,,
92,2,2,44,1,92,"""x"":259,""y"":347",ºÚ°µÁúÑ¨(92),"""useexp"":44,""jinbi"":38,""exp"":43,""jifen"":1","""201092"",""202091"",""203092""","{""a"":""attr"",""t"":""useexp"",""n"":15928},{""a"":""attr"",""t"":""jinbi"",""n"":11476},{""a"":""attr"",""t"":""exp"",""n"":9676}",,,,,,,
93,2,2,46,1,93,"""x"":288,""y"":229",ºÚ°µÁúÑ¨(93),"""useexp"":44,""jinbi"":38,""exp"":43,""jifen"":1","""201093"",""202091"",""203093""","{""a"":""attr"",""t"":""useexp"",""n"":16016},{""a"":""attr"",""t"":""jinbi"",""n"":11552},{""a"":""attr"",""t"":""exp"",""n"":10492}",,,,,,,
94,2,2,46,1,94,"""x"":405,""y"":231",ºÚ°µÁúÑ¨(94),"""useexp"":44,""jinbi"":38,""exp"":43,""jifen"":1","""201094"",""202091"",""203094""","{""a"":""attr"",""t"":""useexp"",""n"":16104},{""a"":""attr"",""t"":""jinbi"",""n"":11628},{""a"":""attr"",""t"":""exp"",""n"":10492}",,,,,,,
95,2,2,46,2,95,"""x"":429,""y"":334",ºÚ°µÁúÑ¨(95),"""useexp"":44,""jinbi"":38,""exp"":43,""jifen"":1","""201095"",""202091"",""203095""","{""a"":""attr"",""t"":""useexp"",""n"":16192},{""a"":""attr"",""t"":""jinbi"",""n"":11704},{""a"":""attr"",""t"":""exp"",""n"":10492}",,,,,,,
96,2,2,46,1,96,"""x"":523,""y"":439",ºÚ°µÁúÑ¨(96),"""useexp"":47,""jinbi"":38,""exp"":45,""jifen"":1","""201096"",""202091"",""203091""","{""a"":""attr"",""t"":""useexp"",""n"":17390},{""a"":""attr"",""t"":""jinbi"",""n"":11780},{""a"":""attr"",""t"":""exp"",""n"":10492}",,,,,,,
97,2,2,46,1,97,"""x"":672,""y"":445",ºÚ°µÁúÑ¨(97),"""useexp"":47,""jinbi"":38,""exp"":45,""jifen"":1","""201097"",""202091"",""203092""","{""a"":""attr"",""t"":""useexp"",""n"":17484},{""a"":""attr"",""t"":""jinbi"",""n"":11856},{""a"":""attr"",""t"":""exp"",""n"":11340}",,,,,,,
98,2,2,48,1,98,"""x"":786,""y"":412",ºÚ°µÁúÑ¨(98),"""useexp"":47,""jinbi"":38,""exp"":45,""jifen"":1","""201098"",""202091"",""203093""","{""a"":""attr"",""t"":""useexp"",""n"":17578},{""a"":""attr"",""t"":""jinbi"",""n"":11932},{""a"":""attr"",""t"":""exp"",""n"":11340}",,,,,,,
99,2,2,48,1,99,"""x"":756,""y"":342",ºÚ°µÁúÑ¨(99),"""useexp"":47,""jinbi"":38,""exp"":45,""jifen"":1","""201099"",""202091"",""203094""","{""a"":""attr"",""t"":""useexp"",""n"":17672},{""a"":""attr"",""t"":""jinbi"",""n"":12008},{""a"":""attr"",""t"":""exp"",""n"":11340}",,,,,,,
100,2,2,48,3,100,"""x"":855,""y"":256",ºÚ°µÁúÑ¨(100),"""useexp"":47,""jinbi"":38,""exp"":45,""jifen"":1","""201100"",""202091"",""203095""","{""a"":""attr"",""t"":""useexp"",""n"":17766},{""a"":""attr"",""t"":""jinbi"",""n"":12084},{""a"":""attr"",""t"":""exp"",""n"":11340}",,,,,,,
101,2,3,48,1,101,"""x"":101,""y"":254",ÊØ»¤Ö®Ëþ(101),"""useexp"":49,""jinbi"":39,""exp"":47,""jifen"":1","""201101"",""202091"",""203091""","{""a"":""attr"",""t"":""useexp"",""n"":18620},{""a"":""attr"",""t"":""jinbi"",""n"":12480},{""a"":""attr"",""t"":""exp"",""n"":12220}",,,,,,,
102,2,3,48,1,102,"""x"":150,""y"":329",ÊØ»¤Ö®Ëþ(102),"""useexp"":49,""jinbi"":39,""exp"":47,""jifen"":1","""201102"",""202091"",""203092""","{""a"":""attr"",""t"":""useexp"",""n"":18718},{""a"":""attr"",""t"":""jinbi"",""n"":12558},{""a"":""attr"",""t"":""exp"",""n"":12220}",,,,,,,
103,2,3,50,1,103,"""x"":287,""y"":362",ÊØ»¤Ö®Ëþ(103),"""useexp"":49,""jinbi"":39,""exp"":47,""jifen"":1","""201103"",""202091"",""203093""","{""a"":""attr"",""t"":""useexp"",""n"":18816},{""a"":""attr"",""t"":""jinbi"",""n"":12636},{""a"":""attr"",""t"":""exp"",""n"":12220}",,,,,,,
104,2,3,50,1,104,"""x"":366,""y"":289",ÊØ»¤Ö®Ëþ(104),"""useexp"":49,""jinbi"":39,""exp"":47,""jifen"":1","""201104"",""202091"",""203094""","{""a"":""attr"",""t"":""useexp"",""n"":18914},{""a"":""attr"",""t"":""jinbi"",""n"":12714},{""a"":""attr"",""t"":""exp"",""n"":12220}",,,,,,,
105,2,3,50,2,105,"""x"":500,""y"":311",ÊØ»¤Ö®Ëþ(105),"""useexp"":49,""jinbi"":39,""exp"":47,""jifen"":1","""201105"",""202091"",""203095""","{""a"":""attr"",""t"":""useexp"",""n"":19012},{""a"":""attr"",""t"":""jinbi"",""n"":12792},{""a"":""attr"",""t"":""exp"",""n"":12596}",,,,,,,
106,2,3,50,1,106,"""x"":621,""y"":379",ÊØ»¤Ö®Ëþ(106),"""useexp"":52,""jinbi"":39,""exp"":49,""jifen"":1","""201106"",""202091"",""203091""","{""a"":""attr"",""t"":""useexp"",""n"":20280},{""a"":""attr"",""t"":""jinbi"",""n"":12870},{""a"":""attr"",""t"":""exp"",""n"":12596}",,,,,,,
107,2,3,50,1,107,"""x"":719,""y"":362",ÊØ»¤Ö®Ëþ(107),"""useexp"":52,""jinbi"":39,""exp"":49,""jifen"":1","""201107"",""202091"",""203092""","{""a"":""attr"",""t"":""useexp"",""n"":20384},{""a"":""attr"",""t"":""jinbi"",""n"":12948},{""a"":""attr"",""t"":""exp"",""n"":12596}",,,,,,,
108,2,3,52,1,108,"""x"":641,""y"":260",ÊØ»¤Ö®Ëþ(108),"""useexp"":52,""jinbi"":39,""exp"":49,""jifen"":1","""201108"",""202091"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":20488},{""a"":""attr"",""t"":""jinbi"",""n"":13026},{""a"":""attr"",""t"":""exp"",""n"":12596}",,,,,,,
109,2,3,52,1,109,"""x"":727,""y"":234",ÊØ»¤Ö®Ëþ(109),"""useexp"":52,""jinbi"":39,""exp"":49,""jifen"":1","""201109"",""202091"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":20592},{""a"":""attr"",""t"":""jinbi"",""n"":13104},{""a"":""attr"",""t"":""exp"",""n"":13524}",,,,,,,
110,2,3,52,3,110,"""x"":847,""y"":224",ÊØ»¤Ö®Ëþ(110),"""useexp"":52,""jinbi"":39,""exp"":49,""jifen"":1","""201110"",""202091"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":20696},{""a"":""attr"",""t"":""jinbi"",""n"":13182},{""a"":""attr"",""t"":""exp"",""n"":13524}",,,,,,,
111,2,4,52,1,111,"""x"":210,""y"":431",¾£¼¬º£°¶(111),"""useexp"":55,""jinbi"":40,""exp"":51,""jifen"":1","""201111"",""202091"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":22000},{""a"":""attr"",""t"":""jinbi"",""n"":13600},{""a"":""attr"",""t"":""exp"",""n"":13524}",,,,,,,
112,2,4,52,1,112,"""x"":128,""y"":362",¾£¼¬º£°¶(112),"""useexp"":55,""jinbi"":40,""exp"":51,""jifen"":1","""201112"",""202091"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":22110},{""a"":""attr"",""t"":""jinbi"",""n"":13680},{""a"":""attr"",""t"":""exp"",""n"":13524}",,,,,,,
113,2,4,54,1,113,"""x"":242,""y"":296",¾£¼¬º£°¶(113),"""useexp"":55,""jinbi"":40,""exp"":51,""jifen"":1","""201113"",""202091"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":22220},{""a"":""attr"",""t"":""jinbi"",""n"":13760},{""a"":""attr"",""t"":""exp"",""n"":14484}",,,,,,,
114,2,4,54,1,114,"""x"":340,""y"":354",¾£¼¬º£°¶(114),"""useexp"":55,""jinbi"":40,""exp"":51,""jifen"":1","""201114"",""202091"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":22330},{""a"":""attr"",""t"":""jinbi"",""n"":13840},{""a"":""attr"",""t"":""exp"",""n"":14484}",,,,,,,
115,2,4,54,2,115,"""x"":424,""y"":226",¾£¼¬º£°¶(115),"""useexp"":55,""jinbi"":40,""exp"":51,""jifen"":1","""201115"",""202091"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":22440},{""a"":""attr"",""t"":""jinbi"",""n"":13920},{""a"":""attr"",""t"":""exp"",""n"":14484}",,,,,,,
116,2,4,54,1,116,"""x"":625,""y"":304",¾£¼¬º£°¶(116),"""useexp"":57,""jinbi"":40,""exp"":53,""jifen"":1","""201116"",""202091"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":23370},{""a"":""attr"",""t"":""jinbi"",""n"":14000},{""a"":""attr"",""t"":""exp"",""n"":14484}",,,,,,,
117,2,4,54,1,117,"""x"":601,""y"":439",¾£¼¬º£°¶(117),"""useexp"":57,""jinbi"":40,""exp"":53,""jifen"":1","""201117"",""202091"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":23484},{""a"":""attr"",""t"":""jinbi"",""n"":14080},{""a"":""attr"",""t"":""exp"",""n"":15476}",,,,,,,
118,2,4,56,1,118,"""x"":726,""y"":437",¾£¼¬º£°¶(118),"""useexp"":57,""jinbi"":40,""exp"":53,""jifen"":1","""201118"",""202091"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":23598},{""a"":""attr"",""t"":""jinbi"",""n"":14160},{""a"":""attr"",""t"":""exp"",""n"":15476}",,,,,,,
119,2,4,56,1,119,"""x"":803,""y"":383",¾£¼¬º£°¶(119),"""useexp"":57,""jinbi"":40,""exp"":53,""jifen"":1","""201119"",""202091"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":23712},{""a"":""attr"",""t"":""jinbi"",""n"":14240},{""a"":""attr"",""t"":""exp"",""n"":15476}",,,,,,,
120,2,4,56,3,120,"""x"":749,""y"":218",¾£¼¬º£°¶(120),"""useexp"":57,""jinbi"":40,""exp"":53,""jifen"":1","""201120"",""202091"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":23826},{""a"":""attr"",""t"":""jinbi"",""n"":14320},{""a"":""attr"",""t"":""exp"",""n"":15476}",,,,,,,
121,2,5,56,1,121,"""x"":103,""y"":364",ÁúÒí³²Ñ¨(121),"""useexp"":60,""jinbi"":42,""exp"":55,""jifen"":1","""201121"",""202121"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":25200},{""a"":""attr"",""t"":""jinbi"",""n"":15120},{""a"":""attr"",""t"":""exp"",""n"":16500}",,,,,,,
122,2,5,56,1,122,"""x"":327,""y"":393",ÁúÒí³²Ñ¨(122),"""useexp"":60,""jinbi"":42,""exp"":55,""jifen"":1","""201122"",""202121"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":25320},{""a"":""attr"",""t"":""jinbi"",""n"":15204},{""a"":""attr"",""t"":""exp"",""n"":16500}",,,,,,,
123,2,5,58,1,123,"""x"":296,""y"":262",ÁúÒí³²Ñ¨(123),"""useexp"":60,""jinbi"":42,""exp"":55,""jifen"":1","""201123"",""202121"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":25440},{""a"":""attr"",""t"":""jinbi"",""n"":15288},{""a"":""attr"",""t"":""exp"",""n"":16500}",,,,,,,
124,2,5,58,1,124,"""x"":420,""y"":248",ÁúÒí³²Ñ¨(124),"""useexp"":60,""jinbi"":42,""exp"":55,""jifen"":1","""201124"",""202121"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":25560},{""a"":""attr"",""t"":""jinbi"",""n"":15372},{""a"":""attr"",""t"":""exp"",""n"":16500}",,,,,,,
125,2,5,58,2,125,"""x"":498,""y"":297",ÁúÒí³²Ñ¨(125),"""useexp"":60,""jinbi"":42,""exp"":55,""jifen"":1","""201125"",""202121"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":25680},{""a"":""attr"",""t"":""jinbi"",""n"":15456},{""a"":""attr"",""t"":""exp"",""n"":16940}",,,,,,,
126,2,5,58,1,126,"""x"":588,""y"":393",ÁúÒí³²Ñ¨(126),"""useexp"":62,""jinbi"":42,""exp"":57,""jifen"":1","""201126"",""202121"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":26660},{""a"":""attr"",""t"":""jinbi"",""n"":15540},{""a"":""attr"",""t"":""exp"",""n"":16940}",,,,,,,
127,2,5,58,1,127,"""x"":715,""y"":447",ÁúÒí³²Ñ¨(127),"""useexp"":62,""jinbi"":42,""exp"":57,""jifen"":1","""201127"",""202121"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":26784},{""a"":""attr"",""t"":""jinbi"",""n"":15624},{""a"":""attr"",""t"":""exp"",""n"":16940}",,,,,,,
128,2,5,60,1,128,"""x"":785,""y"":385",ÁúÒí³²Ñ¨(128),"""useexp"":62,""jinbi"":42,""exp"":57,""jifen"":1","""201128"",""202121"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":26908},{""a"":""attr"",""t"":""jinbi"",""n"":15708},{""a"":""attr"",""t"":""exp"",""n"":16940}",,,,,,,
129,2,5,60,1,129,"""x"":749,""y"":256",ÁúÒí³²Ñ¨(129),"""useexp"":62,""jinbi"":42,""exp"":57,""jifen"":1","""201129"",""202121"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":27032},{""a"":""attr"",""t"":""jinbi"",""n"":15792},{""a"":""attr"",""t"":""exp"",""n"":18012}",,,,,,,
130,2,5,60,3,130,"""x"":866,""y"":319",ÁúÒí³²Ñ¨(130),"""useexp"":62,""jinbi"":42,""exp"":57,""jifen"":1","""201130"",""202121"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":27156},{""a"":""attr"",""t"":""jinbi"",""n"":15876},{""a"":""attr"",""t"":""exp"",""n"":18012}",,,,,,,
131,2,6,60,1,131,"""x"":99,""y"":213",ÒÅÍü¹ÅµØ(131),"""useexp"":65,""jinbi"":43,""exp"":60,""jifen"":1","""201131"",""202121"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":28600},{""a"":""attr"",""t"":""jinbi"",""n"":16340},{""a"":""attr"",""t"":""exp"",""n"":18012}",,,,,,,
132,2,6,60,1,132,"""x"":111,""y"":323",ÒÅÍü¹ÅµØ(132),"""useexp"":65,""jinbi"":43,""exp"":60,""jifen"":1","""201132"",""202121"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":28730},{""a"":""attr"",""t"":""jinbi"",""n"":16426},{""a"":""attr"",""t"":""exp"",""n"":18012}",,,,,,,
133,2,6,62,1,133,"""x"":242,""y"":384",ÒÅÍü¹ÅµØ(133),"""useexp"":65,""jinbi"":43,""exp"":60,""jifen"":1","""201133"",""202121"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":28860},{""a"":""attr"",""t"":""jinbi"",""n"":16512},{""a"":""attr"",""t"":""exp"",""n"":19440}",,,,,,,
134,2,6,62,1,134,"""x"":305,""y"":283",ÒÅÍü¹ÅµØ(134),"""useexp"":65,""jinbi"":43,""exp"":60,""jifen"":1","""201134"",""202121"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":28990},{""a"":""attr"",""t"":""jinbi"",""n"":16598},{""a"":""attr"",""t"":""exp"",""n"":19440}",,,,,,,
135,2,6,62,2,135,"""x"":379,""y"":212",ÒÅÍü¹ÅµØ(135),"""useexp"":65,""jinbi"":43,""exp"":60,""jifen"":1","""201135"",""202121"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":29120},{""a"":""attr"",""t"":""jinbi"",""n"":16684},{""a"":""attr"",""t"":""exp"",""n"":19440}",,,,,,,
136,2,6,62,1,136,"""x"":533,""y"":223",ÒÅÍü¹ÅµØ(136),"""useexp"":68,""jinbi"":43,""exp"":61,""jifen"":1","""201136"",""202121"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":30600},{""a"":""attr"",""t"":""jinbi"",""n"":16770},{""a"":""attr"",""t"":""exp"",""n"":19440}",,,,,,,
137,2,6,62,1,137,"""x"":611,""y"":268",ÒÅÍü¹ÅµØ(137),"""useexp"":68,""jinbi"":43,""exp"":61,""jifen"":1","""201137"",""202121"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":30736},{""a"":""attr"",""t"":""jinbi"",""n"":16856},{""a"":""attr"",""t"":""exp"",""n"":20252}",,,,,,,
138,2,6,64,1,138,"""x"":579,""y"":362",ÒÅÍü¹ÅµØ(138),"""useexp"":68,""jinbi"":43,""exp"":61,""jifen"":1","""201138"",""202121"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":30872},{""a"":""attr"",""t"":""jinbi"",""n"":16942},{""a"":""attr"",""t"":""exp"",""n"":20252}",,,,,,,
139,2,6,64,1,139,"""x"":713,""y"":473",ÒÅÍü¹ÅµØ(139),"""useexp"":68,""jinbi"":43,""exp"":61,""jifen"":1","""201139"",""202121"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":31008},{""a"":""attr"",""t"":""jinbi"",""n"":17028},{""a"":""attr"",""t"":""exp"",""n"":20252}",,,,,,,
140,2,6,64,3,140,"""x"":865,""y"":436",ÒÅÍü¹ÅµØ(140),"""useexp"":68,""jinbi"":43,""exp"":61,""jifen"":1","""201140"",""202121"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":31144},{""a"":""attr"",""t"":""jinbi"",""n"":17114},{""a"":""attr"",""t"":""exp"",""n"":20252}",,,,,,,
141,2,7,64,1,141,"""x"":78,""y"":347",×Ï¾§É­ÁÖ(141),"""useexp"":73,""jinbi"":46,""exp"":62,""jifen"":1","""201141"",""202141"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":33580},{""a"":""attr"",""t"":""jinbi"",""n"":18400},{""a"":""attr"",""t"":""exp"",""n"":21080}",,,,,,,
142,2,7,64,1,142,"""x"":199,""y"":394",×Ï¾§É­ÁÖ(142),"""useexp"":73,""jinbi"":46,""exp"":62,""jifen"":1","""201142"",""202141"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":33726},{""a"":""attr"",""t"":""jinbi"",""n"":18492},{""a"":""attr"",""t"":""exp"",""n"":21080}",,,,,,,
143,2,7,66,1,143,"""x"":184,""y"":244",×Ï¾§É­ÁÖ(143),"""useexp"":73,""jinbi"":46,""exp"":62,""jifen"":1","""201143"",""202141"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":33872},{""a"":""attr"",""t"":""jinbi"",""n"":18584},{""a"":""attr"",""t"":""exp"",""n"":21080}",,,,,,,
144,2,7,66,1,144,"""x"":268,""y"":213",×Ï¾§É­ÁÖ(144),"""useexp"":73,""jinbi"":46,""exp"":62,""jifen"":1","""201144"",""202141"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":34018},{""a"":""attr"",""t"":""jinbi"",""n"":18676},{""a"":""attr"",""t"":""exp"",""n"":21080}",,,,,,,
145,2,7,66,2,145,"""x"":397,""y"":238",×Ï¾§É­ÁÖ(145),"""useexp"":73,""jinbi"":46,""exp"":62,""jifen"":1","""201145"",""202141"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":34164},{""a"":""attr"",""t"":""jinbi"",""n"":18768},{""a"":""attr"",""t"":""exp"",""n"":21576}",,,,,,,
146,2,7,66,1,146,"""x"":575,""y"":240",×Ï¾§É­ÁÖ(146),"""useexp"":76,""jinbi"":46,""exp"":63,""jifen"":1","""201146"",""202141"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":35720},{""a"":""attr"",""t"":""jinbi"",""n"":18860},{""a"":""attr"",""t"":""exp"",""n"":21576}",,,,,,,
147,2,7,66,1,147,"""x"":651,""y"":286",×Ï¾§É­ÁÖ(147),"""useexp"":76,""jinbi"":46,""exp"":63,""jifen"":1","""201147"",""202141"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":35872},{""a"":""attr"",""t"":""jinbi"",""n"":18952},{""a"":""attr"",""t"":""exp"",""n"":21576}",,,,,,,
148,2,7,68,1,148,"""x"":593,""y"":385",×Ï¾§É­ÁÖ(148),"""useexp"":76,""jinbi"":46,""exp"":63,""jifen"":1","""201148"",""202141"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":36024},{""a"":""attr"",""t"":""jinbi"",""n"":19044},{""a"":""attr"",""t"":""exp"",""n"":21576}",,,,,,,
149,2,7,68,1,149,"""x"":779,""y"":415",×Ï¾§É­ÁÖ(149),"""useexp"":76,""jinbi"":46,""exp"":63,""jifen"":1","""201149"",""202141"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":36176},{""a"":""attr"",""t"":""jinbi"",""n"":19136},{""a"":""attr"",""t"":""exp"",""n"":22428}",,,,,,,
150,2,7,68,3,150,"""x"":813,""y"":252",×Ï¾§É­ÁÖ(150),"""useexp"":76,""jinbi"":46,""exp"":63,""jifen"":1","""201150"",""202141"",""203095"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":36328},{""a"":""attr"",""t"":""jinbi"",""n"":19228},{""a"":""attr"",""t"":""exp"",""n"":22428}",,,,,,,
151,2,8,68,1,151,"""x"":235,""y"":482",ÍöÁé±ÚÀÝ(151),"""useexp"":78,""jinbi"":47,""exp"":64,""jifen"":1","""201151"",""202141"",""203091"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":37440},{""a"":""attr"",""t"":""jinbi"",""n"":19740},{""a"":""attr"",""t"":""exp"",""n"":22428}",,,,,,,
152,2,8,68,1,152,"""x"":229,""y"":396",ÍöÁé±ÚÀÝ(152),"""useexp"":78,""jinbi"":47,""exp"":64,""jifen"":1","""201152"",""202141"",""203092"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":37596},{""a"":""attr"",""t"":""jinbi"",""n"":19834},{""a"":""attr"",""t"":""exp"",""n"":22428}",,,,,,,
153,2,8,70,1,153,"""x"":342,""y"":404",ÍöÁé±ÚÀÝ(153),"""useexp"":78,""jinbi"":47,""exp"":64,""jifen"":1","""201153"",""202141"",""203093"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":37752},{""a"":""attr"",""t"":""jinbi"",""n"":19928},{""a"":""attr"",""t"":""exp"",""n"":23296}",,,,,,,
154,2,8,70,1,154,"""x"":390,""y"":274",ÍöÁé±ÚÀÝ(154),"""useexp"":78,""jinbi"":47,""exp"":64,""jifen"":1","""201154"",""202141"",""203094"",""100106""","{""a"":""attr"",""t"":""useexp"",""n"":37908},{""a"":""attr"",""t"":""jinbi"",""n"":20022},{""a"":""attr"",""t"":""exp"",""n"":23296}",,,,,,,
