技能id,技能类型,攻击动作,选敌类型,是否存活,位置,排序条件,选敌数量,释放概率,数据,检测条件,额外数据,描述,,
31613,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":170}}",{},{},,,
31713,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":190}}",{},{},,,
31813,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":200}}",{},{},,,
31913,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":220}}",{},{},,,
32013,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":240}}",{},{},,,
32113,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":250}}",{},{},,,
32213,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":270}}",{},{},,,
32313,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":290}}",{},{},,,
32413,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":300}}",{},{},,,
32513,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":310}}",{},{},,,
32613,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":320}}",{},{},,,
32713,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":330}}",{},{},,,
32813,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":340}}",{},{},,,
32913,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":350}}",{},{},,,
33013,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":360}}",{},{},,,
33113,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":370}}",{},{},,,
33213,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""defpro"",""round"":2,""pro"":380}}",{},{},,,
31923,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":70}}",{},{},,,
32023,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":90}}",{},{},,,
32123,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":100}}",{},{},,,
32223,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":120}}",{},{},,,
32323,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":140}}",{},{},,,
32423,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":150}}",{},{},,,
32523,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":160}}",{},{},,,
32623,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":170}}",{},{},,,
32723,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":180}}",{},{},,,
32823,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":190}}",{},{},,,
32923,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":200}}",{},{},,,
33023,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":210}}",{},{},,,
33123,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":220}}",{},{},,,
33223,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""atkpro"",""round"":2,""pro"":230}}",{},{},,,
40003,3,addnuqi,0,1,0,rand,2,1000,"{""value"":11}",{},{},,,
40103,3,addnuqi,0,1,0,rand,2,1000,"{""value"":12}",{},{},,,
40203,3,addnuqi,0,1,0,rand,2,1000,"{""value"":14}",{},{},,,
40303,3,addnuqi,0,1,0,rand,2,1000,"{""value"":15}",{},{},,,
40403,3,addnuqi,0,1,0,rand,2,1000,"{""value"":17}",{},{},,,
40503,3,addnuqi,0,1,0,rand,2,1000,"{""value"":19}",{},{},,,
40603,3,addnuqi,0,1,0,rand,2,1000,"{""value"":20}",{},{},,,
40703,3,addnuqi,0,1,0,rand,3,1000,"{""value"":22}",{},{},,,
40803,3,addnuqi,0,1,0,rand,3,1000,"{""value"":24}",{},{},,,
40903,3,addnuqi,0,1,0,rand,3,1000,"{""value"":25}",{},{},,,
41003,3,addnuqi,0,1,0,rand,3,1000,"{""value"":27}",{},{},,,
41103,3,addnuqi,0,1,0,rand,3,1000,"{""value"":29}",{},{},,,
41203,3,addnuqi,0,1,0,rand,3,1000,"{""value"":30}",{},{},,,
41303,3,addnuqi,0,1,0,rand,4,1000,"{""value"":32}",{},{},,,
41403,3,addnuqi,0,1,0,rand,4,1000,"{""value"":34}",{},{},,,
41503,3,addnuqi,0,1,0,rand,4,1000,"{""value"":35}",{},{},,,
41603,3,addnuqi,0,1,0,rand,4,1000,"{""value"":37}",{},{},,,
41703,3,addnuqi,0,1,0,rand,4,1000,"{""value"":39}",{},{},,,
41803,3,addnuqi,0,1,0,rand,4,1000,"{""value"":40}",{},{},,,
41903,3,addnuqi,0,1,0,rand,4,1000,"{""value"":42}",{},{},,,
42003,3,addnuqi,0,1,0,rand,4,1000,"{""value"":44}",{},{},,,
42103,3,addnuqi,0,1,0,rand,4,1000,"{""value"":45}",{},{},,,
42203,3,addnuqi,0,1,0,rand,4,1000,"{""value"":47}",{},{},,,
42303,3,addnuqi,0,1,0,rand,4,1000,"{""value"":49}",{},{},,,
42403,3,addnuqi,0,1,0,rand,4,1000,"{""value"":50}",{},{},,,
42503,3,addnuqi,0,1,0,rand,4,1000,"{""value"":51}",{},{},,,
42603,3,addnuqi,0,1,0,rand,4,1000,"{""value"":52}",{},{},,,
42703,3,addnuqi,0,1,0,rand,4,1000,"{""value"":53}",{},{},,,
42803,3,addnuqi,0,1,0,rand,4,1000,"{""value"":54}",{},{},,,
42903,3,addnuqi,0,1,0,rand,4,1000,"{""value"":55}",{},{},,,
43003,3,addnuqi,0,1,0,rand,4,1000,"{""value"":56}",{},{},,,
43103,3,addnuqi,0,1,0,rand,4,1000,"{""value"":57}",{},{},,,
43203,3,addnuqi,0,1,0,rand,4,1000,"{""value"":58}",{},{},,,
41913,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42013,3,buff,-1,1,,,,240,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42113,3,buff,-1,1,,,,280,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42213,3,buff,-1,1,,,,320,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42313,3,buff,-1,1,,,,360,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42413,3,buff,-1,1,,,,400,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42513,3,buff,-1,1,,,,440,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42613,3,buff,-1,1,,,,480,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42713,3,buff,-1,1,,,,520,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42813,3,buff,-1,1,,,,560,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
42913,3,buff,-1,1,,,,600,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
43013,3,buff,-1,1,,,,640,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
43113,3,buff,-1,1,,,,680,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
43213,3,buff,-1,1,,,,720,"{""act"":""buff"",""v"":{""buffid"":""chenmo"",""round"":2}}",{},{},,,
50003,3,buff,-1,1,,,,60,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50103,3,buff,-1,1,,,,70,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50203,3,buff,-1,1,,,,90,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50303,3,buff,-1,1,,,,100,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50403,3,buff,-1,1,,,,120,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50503,3,buff,-1,1,,,,140,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50603,3,buff,-1,1,,,,150,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50703,3,buff,-1,1,,,,170,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50803,3,buff,-1,1,,,,190,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
50903,3,buff,-1,1,,,,200,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51003,3,buff,-1,1,,,,220,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51103,3,buff,-1,1,,,,240,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51203,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51303,3,buff,-1,1,,,,250,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51403,3,buff,-1,1,,,,260,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51503,3,buff,-1,1,,,,270,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51603,3,buff,-1,1,,,,280,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51703,3,buff,-1,1,,,,290,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51803,3,buff,-1,1,,,,300,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51903,3,buff,-1,1,,,,310,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52003,3,buff,-1,1,,,,320,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52103,3,buff,-1,1,,,,330,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52203,3,buff,-1,1,,,,340,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52303,3,buff,-1,1,,,,350,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52403,3,buff,-1,1,,,,360,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52503,3,buff,-1,1,,,,370,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52603,3,buff,-1,1,,,,380,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52703,3,buff,-1,1,,,,390,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52803,3,buff,-1,1,,,,400,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
52903,3,buff,-1,1,,,,410,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
53003,3,buff,-1,1,,,,420,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
53103,3,buff,-1,1,,,,430,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
53203,3,buff,-1,1,,,,440,"{""act"":""buff"",""v"":{""buffid"":""xuanyun"",""round"":2}}",{},{},,,
51313,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":50}}",{},{},,,
51413,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":100}}",{},{},,,
51513,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":150}}",{},{},,,
51613,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":200}}",{},{},,,
51713,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":250}}",{},{},,,
51813,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":300}}",{},{},,,
51913,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":350}}",{},{},,,
52013,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":400}}",{},{},,,
52113,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":450}}",{},{},,,
52213,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":500}}",{},{},,,
52313,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":550}}",{},{},,,
52413,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":600}}",{},{},,,
52513,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":650}}",{},{},,,
52613,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":700}}",{},{},,,
52713,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":750}}",{},{},,,
52813,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":800}}",{},{},,,
52913,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":850}}",{},{},,,
53013,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":900}}",{},{},,,
53113,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":950}}",{},{},,,
53213,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""dpspro"",""round"":2,""pro"":1000}}",{},{},,,
60003,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":4000,""realinjury"":1}}",{},{},每回合造成133点流血伤害，持续3回合,,
60103,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":4334,""realinjury"":1}}",{},{},,,
60203,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":5148,""realinjury"":1}}",{},{},,,
60303,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":5963,""realinjury"":1}}",{},{},,,
60403,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":6778,""realinjury"":1}}",{},{},,,
60503,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":7592,""realinjury"":1}}",{},{},,,
60603,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":8407,""realinjury"":1}}",{},{},,,
60703,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":11496,""realinjury"":1}}",{},{},,,
60803,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":14586,""realinjury"":1}}",{},{},,,
60903,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":17675,""realinjury"":1}}",{},{},,,
61003,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":20764,""realinjury"":1}}",{},{},,,
61103,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":23854,""realinjury"":1}}",{},{},,,
61203,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":26943,""realinjury"":1}}",{},{},,,
61303,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":41141,""realinjury"":1}}",{},{},,,
61403,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":55340,""realinjury"":1}}",{},{},,,
61503,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":69538,""realinjury"":1}}",{},{},,,
61603,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":83737,""realinjury"":1}}",{},{},,,
61703,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":97935,""realinjury"":1}}",{},{},,,
61803,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":112133,""realinjury"":1}}",{},{},,,
61903,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":137441,""realinjury"":1}}",{},{},,,
62003,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":162748,""realinjury"":1}}",{},{},,,
62103,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":188055,""realinjury"":1}}",{},{},,,
62203,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":211213,""realinjury"":1}}",{},{},,,
62303,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":237570,""realinjury"":1}}",{},{},,,
62403,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":260777,""realinjury"":1}}",{},{},,,
62503,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":276765,""realinjury"":1}}",{},{},,,
62603,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":292752,""realinjury"":1}}",{},{},,,
62703,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":308740,""realinjury"":1}}",{},{},,,
62803,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":324727,""realinjury"":1}}",{},{},,,
62903,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":340715,""realinjury"":1}}",{},{},,,
63003,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":356702,""realinjury"":1}}",{},{},,,
63103,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":372690,""realinjury"":1}}",{},{},,,
63203,3,buff,-1,1,,,,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdu"",""round"":3,""pro"":388677,""realinjury"":1}}",{},{},,,
61313,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":150}}",{},{},,,
61413,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":200}}",{},{},,,
61513,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":250}}",{},{},,,
61613,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":300}}",{},{},,,
61713,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":350}}",{},{},,,
61813,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":400}}",{},{},,,
61913,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":450}}",{},{},,,
62013,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":500}}",{},{},,,
62113,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":550}}",{},{},,,
62213,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":600}}",{},{},,,
62313,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":660}}",{},{},,,
62413,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":720}}",{},{},,,
62513,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":780}}",{},{},,,
62613,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":840}}",{},{},,,
62713,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":900}}",{},{},,,
62813,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":960}}",{},{},,,
62913,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":1020}}",{},{},,,
63013,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":1080}}",{},{},,,
63113,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":1140}}",{},{},,,
63213,3,buff,0,1,0,rand,4,1000,"{""act"":""buff"",""v"":{""buffid"":""zhongdudpspro"",""round"":2,""pro"":1200}}",{},{},,,
101113,3,dpspro,-1,1,,,,1000,{},"{""job"":[1]}","{""pro"":50}",+5%对战士的伤害加成,,
101213,3,dpspro,-1,1,,,,1000,{},"{""job"":[1]}","{""pro"":65}",+6.5%对战士的伤害加成,,
101313,3,dpspro,-1,1,,,,1000,{},"{""job"":[1]}","{""pro"":80}",+8%对战士的伤害加成,,
101413,3,dpspro,-1,1,,,,1000,{},"{""job"":[1]}","{""pro"":100}",+10%对战士的伤害加成,,
102113,3,dpspro,-1,1,,,,1000,{},"{""job"":[2]}","{""pro"":50}",+5%对法师的伤害加成,,
102213,3,dpspro,-1,1,,,,1000,{},"{""job"":[2]}","{""pro"":65}",+6.5%对法师的伤害加成,,
102313,3,dpspro,-1,1,,,,1000,{},"{""job"":[2]}","{""pro"":80}",+8%对法师的伤害加成,,
102413,3,dpspro,-1,1,,,,1000,{},"{""job"":[2]}","{""pro"":100}",+10%对法师的伤害加成,,
103113,3,dpspro,-1,1,,,,1000,{},"{""job"":[3]}","{""pro"":50}",+5%对辅助的伤害加成,,
103213,3,dpspro,-1,1,,,,1000,{},"{""job"":[3]}","{""pro"":65}",+6.5%对辅助的伤害加成,,
103313,3,dpspro,-1,1,,,,1000,{},"{""job"":[3]}","{""pro"":80}",+8%对辅助的伤害加成,,
103413,3,dpspro,-1,1,,,,1000,{},"{""job"":[3]}","{""pro"":100}",+10%对辅助的伤害加成,,
104113,3,dpspro,-1,1,,,,1000,{},"{""job"":[4]}","{""pro"":50}",+5%对刺客的伤害加成,,
104213,3,dpspro,-1,1,,,,1000,{},"{""job"":[4]}","{""pro"":65}",+6.5%对刺客的伤害加成,,
104313,3,dpspro,-1,1,,,,1000,{},"{""job"":[4]}","{""pro"":80}",+8%对刺客的伤害加成,,
104413,3,dpspro,-1,1,,,,1000,{},"{""job"":[4]}","{""pro"":100}",+10%对刺客的伤害加成,,
105113,3,dpspro,-1,1,,,,1000,{},"{""job"":[5]}","{""pro"":50}",+5%对游侠的伤害加成,,
105213,3,dpspro,-1,1,,,,1000,{},"{""job"":[5]}","{""pro"":65}",+6.5%对游侠的伤害加成,,
105313,3,dpspro,-1,1,,,,1000,{},"{""job"":[5]}","{""pro"":80}",+8%对游侠的伤害加成,,
105413,3,dpspro,-1,1,,,,1000,{},"{""job"":[5]}","{""pro"":100}",+10%对游侠的伤害加成,,
201113,3,dpspro,-1,1,,,,1000,{},"{""job"":[1]}","{""pro"":80}",+8%对战士的伤害加成,,
201213,3,dpspro,-1,1,,,,1000,{},"{""job"":[1]}","{""pro"":100}",+10%对战士的伤害加成,,
201313,3,dpspro,-1,1,,,,1000,{},"{""job"":[1]}","{""pro"":120}",+12%对战士的伤害加成,,
201413,3,dpspro,-1,1,,,,1000,{},"{""job"":[1]}","{""pro"":150}",+15%对战士的伤害加成,,
202113,3,dpspro,-1,1,,,,1000,{},"{""job"":[2]}","{""pro"":80}",+8%对法师的伤害加成,,
202213,3,dpspro,-1,1,,,,1000,{},"{""job"":[2]}","{""pro"":100}",+10%对法师的伤害加成,,
202313,3,dpspro,-1,1,,,,1000,{},"{""job"":[2]}","{""pro"":120}",+12%对法师的伤害加成,,
202413,3,dpspro,-1,1,,,,1000,{},"{""job"":[2]}","{""pro"":150}",+15%对法师的伤害加成,,
