道具ID,是否叠加,道具名称,道具类型,描述类型,背包分类,道具品质,品质等级,途径,道具图标,小图标,道具星级,种族,道具描述,特殊字段,掉落组,使用等级,合成数量,合成指定英雄ID,稀有,使用跳转,活动类型
6143,1,圣堂隐侍（3日）,11,1,2,3,0,,6402002,,,,使用后可激活一套时限为3日的皮肤——圣堂隐侍，每套可供一个时空守卫穿戴,"6402002,259200",,,,,0,,
6144,1,圣堂隐侍（1日）,11,1,2,3,0,,6402002,,,,使用后可激活一套时限为1日的皮肤——圣堂隐侍，每套可供一个时空守卫穿戴,"6402002,86400",,,,,0,,
6145,1,赛博战警（永久）,11,1,2,5,0,,2106001,,,,使用后可激活一套时限为永久的皮肤——赛博战警，每套可供一个凯尔瑞恩穿戴,"2106001,-1",,,,,1,,
6146,1,赛博战警（7日）,11,1,2,4,0,,2106001,,,,使用后可激活一套时限为7日的皮肤——赛博战警，每套可供一个凯尔瑞恩穿戴,"2106001,604800",,,,,0,,
6147,1,赛博战警（3日）,11,1,2,3,0,,2106001,,,,使用后可激活一套时限为3日的皮肤——赛博战警，每套可供一个凯尔瑞恩穿戴,"2106001,259200",,,,,0,,
6148,1,赛博战警（1日）,11,1,2,3,0,,2106001,,,,使用后可激活一套时限为1日的皮肤——赛博战警，每套可供一个凯尔瑞恩穿戴,"2106001,86400",,,,,0,,
6149,1,甜品大师（永久）,11,1,2,5,0,,2508002,,,,使用后可激活一套时限为永久的皮肤——甜品大师，每套可供一个侏儒大师穿戴,"2508002,-1",,,,,1,,
6150,1,甜品大师（7日）,11,1,2,4,0,,2508002,,,,使用后可激活一套时限为7日的皮肤——甜品大师，每套可供一个侏儒大师穿戴,"2508002,604800",,,,,0,,
6151,1,甜品大师（3日）,11,1,2,3,0,,2508002,,,,使用后可激活一套时限为3日的皮肤——甜品大师，每套可供一个侏儒大师穿戴,"2508002,259200",,,,,0,,
6152,1,甜品大师（1日）,11,1,2,3,0,,2508002,,,,使用后可激活一套时限为1日的皮肤——甜品大师，每套可供一个侏儒大师穿戴,"2508002,86400",,,,,0,,
6153,1,烈焰蔷薇（永久）,11,1,2,5,0,,3207001,,,,使用后可激活一套时限为永久的皮肤——烈焰蔷薇，每套可供一个荆棘女王穿戴,"3207001,-1",,,,,1,,
6154,1,烈焰蔷薇（7日）,11,1,2,4,0,,3207001,,,,使用后可激活一套时限为7日的皮肤——烈焰蔷薇，每套可供一个荆棘女王穿戴,"3207001,604800",,,,,0,,
6155,1,烈焰蔷薇（3日）,11,1,2,3,0,,3207001,,,,使用后可激活一套时限为3日的皮肤——烈焰蔷薇，每套可供一个荆棘女王穿戴,"3207001,259200",,,,,0,,
6156,1,烈焰蔷薇（1日）,11,1,2,3,0,,3207001,,,,使用后可激活一套时限为1日的皮肤——烈焰蔷薇，每套可供一个荆棘女王穿戴,"3207001,86400",,,,,0,,
6157,1,机械战警（永久）,11,1,2,5,0,,6103001,,,,使用后可激活一套时限为永久的皮肤——机械战警，每套可供一个光之审判者穿戴,"6103001,-1",,,,,1,,
6158,1,机械战警（7日）,11,1,2,4,0,,6103001,,,,使用后可激活一套时限为7日的皮肤——机械战警，每套可供一个光之审判者穿戴,"6103001,604800",,,,,0,,
6159,1,机械战警（3日）,11,1,2,3,0,,6103001,,,,使用后可激活一套时限为3日的皮肤——机械战警，每套可供一个光之审判者穿戴,"6103001,259200",,,,,0,,
6160,1,机械战警（1日）,11,1,2,3,0,,6103001,,,,使用后可激活一套时限为1日的皮肤——机械战警，每套可供一个光之审判者穿戴,"6103001,86400",,,,,0,,
6161,1,未来传奇（永久）,11,1,2,5,0,,5102002,,,,使用后可激活一套时限为永久的皮肤——未来传奇，每套可供一个颤栗之翼穿戴,"5102002,-1",,,,,1,,
6162,1,未来传奇（7日）,11,1,2,4,0,,5102002,,,,使用后可激活一套时限为7日的皮肤——未来传奇，每套可供一个颤栗之翼穿戴,"5102002,604800",,,,,0,,
6163,1,未来传奇（3日）,11,1,2,3,0,,5102002,,,,使用后可激活一套时限为3日的皮肤——未来传奇，每套可供一个颤栗之翼穿戴,"5102002,259200",,,,,0,,
6164,1,未来传奇（1日）,11,1,2,3,0,,5102002,,,,使用后可激活一套时限为1日的皮肤——未来传奇，每套可供一个颤栗之翼穿戴,"5102002,86400",,,,,0,,
6165,1,游园伊人（永久）,11,1,2,5,0,,3505002,,,,使用后可激活一套时限为永久的皮肤——游园伊人，每套可供一个伊芙丽亚穿戴,"3505002,-1",,,,,1,,
6166,1,游园伊人（7日）,11,1,2,4,0,,3505002,,,,使用后可激活一套时限为7日的皮肤——游园伊人，每套可供一个伊芙丽亚穿戴,"3505002,604800",,,,,0,,
6167,1,游园伊人（3日）,11,1,2,3,0,,3505002,,,,使用后可激活一套时限为3日的皮肤——游园伊人，每套可供一个伊芙丽亚穿戴,"3505002,259200",,,,,0,,
6168,1,游园伊人（1日）,11,1,2,3,0,,3505002,,,,使用后可激活一套时限为1日的皮肤——游园伊人，每套可供一个伊芙丽亚穿戴,"3505002,86400",,,,,0,,
11011,1,软泥怪,12,1,3,0,0,,11011,,1,1,集齐5个碎片可召唤这名英雄,,"""11011""",,5,11011,0,,
11023,1,石像鬼,12,1,3,2,0,,11023,,3,1,集齐20个碎片可召唤这名英雄,,"""11023""",,20,11023,0,,
11033,1,獠牙猎手,12,1,3,2,0,,11033,,3,1,集齐20个碎片可召唤这名英雄,,"""11033""",,20,11033,0,,
11044,1,巨镰马洛萨,12,1,3,3,0,,11044,,4,1,集齐30个碎片可召唤这名英雄,,"""11044""",,30,11044,0,,
11045,1,巨镰马洛萨,12,1,3,4,0,,11045,,5,1,集齐50个碎片可召唤这名英雄,,"""11045""",,50,11045,0,,
11054,1,骷髅王扎卡,12,1,3,3,0,,11054,,4,1,集齐30个碎片可召唤这名英雄,,"""11054""",,30,11054,0,,
11055,1,骷髅王扎卡,12,1,3,4,0,,11055,,5,1,集齐50个碎片可召唤这名英雄,,"""11055""",,50,11055,0,,
11064,1,缝合收割者,12,1,3,3,0,,11064,,4,1,集齐30个碎片可召唤这名英雄,,"""11064""",,30,11064,0,,
11065,1,缝合收割者,12,1,3,4,0,,11065,,5,1,集齐50个碎片可召唤这名英雄,,"""11065""",,50,11065,0,,
11075,1,冰霜骨龙,12,1,3,4,0,,11075,,5,1,集齐50个碎片可召唤这名英雄,,"""11075""",,50,11075,0,,
11076,1,冰霜骨龙,12,1,3,5,0,,11076,,6,1,集齐100个碎片可召唤这名英雄,,"""11076""",,100,11076,0,,
11085,1,亡灵领主,12,1,3,4,0,,11085,,5,1,集齐50个碎片可召唤这名英雄,,"""11085""",,50,11085,0,,
11086,1,亡灵领主,12,1,3,5,0,,11086,,6,1,集齐100个碎片可召唤这名英雄,,"""11086""",,100,11086,0,,
11095,1,冷血督军,12,1,3,4,0,,11095,,5,1,集齐50个碎片可召唤这名英雄,,"""11095""",,50,11095,0,,
11105,1,复仇战鬼,12,1,3,4,0,,11105,,5,1,集齐50个碎片可召唤这名英雄,,"""11105""",,50,11105,0,,
12013,1,噩梦女妖,12,1,3,2,0,,12013,,3,1,集齐20个碎片可召唤这名英雄,,"""12013""",,20,12013,0,,
12024,1,幽暗大法师,12,1,3,3,0,,12024,,4,1,集齐30个碎片可召唤这名英雄,,"""12024""",,30,12024,0,,
12025,1,幽暗大法师,12,1,3,4,0,,12025,,5,1,集齐50个碎片可召唤这名英雄,,"""12025""",,50,12025,0,,
12026,1,幽暗大法师,12,1,3,5,0,,12026,,6,1,集齐100个碎片可召唤这名英雄,,"""12026""",,100,12026,0,,
12035,1,血衣骨法,12,1,3,4,0,,12035,,5,1,集齐50个碎片可召唤这名英雄,,"""12035""",,50,12035,0,,
12036,1,血衣骨法,12,1,3,5,0,,12036,,6,1,集齐100个碎片可召唤这名英雄,,"""12036""",,100,12036,0,,
12045,1,凯尔文,12,1,3,4,0,,12045,,5,1,集齐50个碎片可召唤这名英雄,,"""12045""",,50,12045,0,,
13012,1,亡灵侍卫,12,1,3,1,0,,13012,,2,1,集齐10个碎片可召唤这名英雄,,"""13012""",,10,13012,0,,
13023,1,黑暗牧师,12,1,3,2,0,,13023,,3,1,集齐20个碎片可召唤这名英雄,,"""13023""",,20,13023,0,,
13034,1,凋零法师,12,1,3,3,0,,13034,,4,1,集齐30个碎片可召唤这名英雄,,"""13034""",,30,13034,0,,
13035,1,凋零法师,12,1,3,4,0,,13035,,5,1,集齐50个碎片可召唤这名英雄,,"""13035""",,50,13035,0,,
13036,1,凋零法师,12,1,3,5,0,,13036,,6,1,集齐100个碎片可召唤这名英雄,,"""13036""",,100,13036,0,,
13045,1,亡魂医者,12,1,3,4,0,,13045,,5,1,集齐50个碎片可召唤这名英雄,,"""13045""",,50,13045,0,,
13046,1,亡魂医者,12,1,3,5,0,,13046,,6,1,集齐100个碎片可召唤这名英雄,,"""13046""",,100,13046,0,,
13055,1,萨基尔,12,1,3,4,0,,13055,,5,1,集齐50个碎片可召唤这名英雄,,"""13055""",,50,13055,0,,
14013,1,食尸鬼,12,1,3,2,0,,14013,,3,1,集齐20个碎片可召唤这名英雄,,"""14013""",,20,14013,0,,
14024,1,暗影收割者,12,1,3,3,0,,14024,,4,1,集齐30个碎片可召唤这名英雄,,"""14024""",,30,14024,0,,
14025,1,暗影收割者,12,1,3,4,0,,14025,,5,1,集齐50个碎片可召唤这名英雄,,"""14025""",,50,14025,0,,
14026,1,暗影收割者,12,1,3,5,0,,14026,,6,1,集齐100个碎片可召唤这名英雄,,"""14026""",,100,14026,0,,
14035,1,死亡刺客,12,1,3,4,0,,14035,,5,1,集齐50个碎片可召唤这名英雄,,"""14035""",,50,14035,0,,
14036,1,死亡刺客,12,1,3,5,0,,14036,,6,1,集齐100个碎片可召唤这名英雄,,"""14036""",,100,14036,0,,
14045,1,幽冥狼王,12,1,3,4,0,,14045,,5,1,集齐50个碎片可召唤这名英雄,,"""14045""",,50,14045,0,,
14046,1,幽冥狼王,12,1,3,5,0,,14046,,6,1,集齐100个碎片可召唤这名英雄,,"""14046""",,100,14046,0,,
14055,1,地狱拳师,12,1,3,4,0,,14055,,5,1,集齐50个碎片可召唤这名英雄,,"""14055""",,50,14055,0,,
14056,1,地狱拳师,12,1,3,5,0,,14056,,6,1,集齐100个碎片可召唤这名英雄,,"""14056""",,100,14056,0,,
14065,1,暗龙使者,12,1,3,4,0,,14065,,5,1,集齐50个碎片可召唤这名英雄,,"""14065""",,50,14065,0,,
14066,1,暗龙使者,12,1,3,5,0,,14066,,6,1,集齐100个碎片可召唤这名英雄,,"""14066""",,100,14066,0,,
15014,1,鲜血女王,12,1,3,3,0,,15014,,4,1,集齐30个碎片可召唤这名英雄,,"""15014""",,30,15014,0,,
15015,1,鲜血女王,12,1,3,4,0,,15015,,5,1,集齐50个碎片可召唤这名英雄,,"""15015""",,50,15015,0,,
15024,1,地穴领主,12,1,3,3,0,,15024,,4,1,集齐30个碎片可召唤这名英雄,,"""15024""",,30,15024,0,,
15025,1,地穴领主,12,1,3,4,0,,15025,,5,1,集齐50个碎片可召唤这名英雄,,"""15025""",,50,15025,0,,
15035,1,暗影猎手,12,1,3,4,0,,15035,,5,1,集齐50个碎片可召唤这名英雄,,"""15035""",,50,15035,0,,
15036,1,暗影猎手,12,1,3,5,0,,15036,,6,1,集齐100个碎片可召唤这名英雄,,"""15036""",,100,15036,0,,
15045,1,艾莲娜,12,1,3,4,0,,15045,,5,1,集齐50个碎片可召唤这名英雄,,"""15045""",,50,15045,0,,
21014,1,山丘领主,12,1,3,3,0,,21014,,4,2,集齐30个碎片可召唤这名英雄,,"""21014""",,30,21014,0,,
21015,1,山丘领主,12,1,3,4,0,,21015,,5,2,集齐50个碎片可召唤这名英雄,,"""21015""",,50,21015,0,,
21024,1,山岩巨人,12,1,3,3,0,,21024,,4,2,集齐30个碎片可召唤这名英雄,,"""21024""",,30,21024,0,,
21025,1,山岩巨人,12,1,3,4,0,,21025,,5,2,集齐50个碎片可召唤这名英雄,,"""21025""",,50,21025,0,,
21034,1,奥丁战神,12,1,3,3,0,,21034,,4,2,集齐30个碎片可召唤这名英雄,,"""21034""",,30,21034,0,,
21035,1,奥丁战神,12,1,3,4,0,,21035,,5,2,集齐50个碎片可召唤这名英雄,,"""21035""",,50,21035,0,,
21036,1,奥丁战神,12,1,3,5,0,,21036,,6,2,集齐100个碎片可召唤这名英雄,,"""21036""",,100,21036,0,,
21045,1,暴风领主,12,1,3,4,0,,21045,,5,2,集齐50个碎片可召唤这名英雄,,"""21045""",,50,21045,0,,
21046,1,暴风领主,12,1,3,5,0,,21046,,6,2,集齐100个碎片可召唤这名英雄,,"""21046""",,100,21046,0,,
21055,1,巨岩神使,12,1,3,4,0,,21055,,5,2,集齐50个碎片可召唤这名英雄,,"""21055""",,50,21055,0,,
21065,1,凯尔瑞恩,12,1,3,4,0,,21065,,5,2,集齐50个碎片可召唤这名英雄,,"""21065""",,50,21065,0,,
22012,1,虚灵飞龙,12,1,3,1,0,,22012,,2,2,集齐10个碎片可召唤这名英雄,,"""22012""",,10,22012,0,,
22024,1,火焰凤凰,12,1,3,3,0,,22024,,4,2,集齐30个碎片可召唤这名英雄,,"""22024""",,30,22024,0,,
22025,1,火焰凤凰,12,1,3,4,0,,22025,,5,2,集齐50个碎片可召唤这名英雄,,"""22025""",,50,22025,0,,
22034,1,寒冰法师,12,1,3,3,0,,22034,,4,2,集齐30个碎片可召唤这名英雄,,"""22034""",,30,22034,0,,
22035,1,寒冰法师,12,1,3,4,0,,22035,,5,2,集齐50个碎片可召唤这名英雄,,"""22035""",,50,22035,0,,
22036,1,寒冰法师,12,1,3,5,0,,22036,,6,2,集齐100个碎片可召唤这名英雄,,"""22036""",,100,22036,0,,
22045,1,守望法师,12,1,3,4,0,,22045,,5,2,集齐50个碎片可召唤这名英雄,,"""22045""",,50,22045,0,,
22046,1,守望法师,12,1,3,5,0,,22046,,6,2,集齐100个碎片可召唤这名英雄,,"""22046""",,100,22046,0,,
22055,1,冰蓝巨龙,12,1,3,4,0,,22055,,5,2,集齐50个碎片可召唤这名英雄,,"""22055""",,50,22055,0,,
22056,1,冰蓝巨龙,12,1,3,5,0,,22056,,6,2,集齐100个碎片可召唤这名英雄,,"""22056""",,100,22056,0,,
22065,1,火焰魔导士,12,1,3,4,0,,22065,,5,2,集齐50个碎片可召唤这名英雄,,"""22065""",,50,22065,0,,
22075,1,狂雷囚徒,12,1,3,4,0,,22075,,5,2,集齐50个碎片可召唤这名英雄,,"""22075""",,50,22075,0,,
22085,1,秘法大师,12,1,3,4,0,,22085,,5,2,集齐50个碎片可召唤这名英雄,,"""22085""",,50,22085,0,,
22086,1,秘法大师,12,1,3,5,0,,22086,,6,2,集齐100个碎片可召唤这名英雄,,"""22086""",,100,22086,0,,
23013,1,木精灵,12,1,3,2,0,,23013,,3,2,集齐20个碎片可召唤这名英雄,,"""23013""",,20,23013,0,,
23023,1,灵魂祭祀,12,1,3,2,0,,23023,,3,2,集齐20个碎片可召唤这名英雄,,"""23023""",,20,23023,0,,
23035,1,奥赛隆,12,1,3,4,0,,23035,,5,2,集齐50个碎片可召唤这名英雄,,"""23035""",,50,23035,0,,
23036,1,奥赛隆,12,1,3,5,0,,23036,,6,2,集齐100个碎片可召唤这名英雄,,"""23036""",,100,23036,0,,
24013,1,虚灵贤者,12,1,3,2,0,,24013,,3,2,集齐20个碎片可召唤这名英雄,,"""24013""",,20,24013,0,,
24024,1,虚空刺客,12,1,3,3,0,,24024,,4,2,集齐30个碎片可召唤这名英雄,,"""24024""",,30,24024,0,,
24025,1,虚空刺客,12,1,3,4,0,,24025,,5,2,集齐50个碎片可召唤这名英雄,,"""24025""",,50,24025,0,,
24026,1,虚空刺客,12,1,3,5,0,,24026,,6,2,集齐100个碎片可召唤这名英雄,,"""24026""",,100,24026,0,,
24035,1,虚灵杀手蟹,12,1,3,4,0,,24035,,5,2,集齐50个碎片可召唤这名英雄,,"""24035""",,50,24035,0,,
24036,1,虚灵杀手蟹,12,1,3,5,0,,24036,,6,2,集齐100个碎片可召唤这名英雄,,"""24036""",,100,24036,0,,
24045,1,幻影利刃,12,1,3,4,0,,24045,,5,2,集齐50个碎片可召唤这名英雄,,"""24045""",,50,24045,0,,
25011,1,鹰身女妖,12,1,3,0,0,,25011,,1,2,集齐5个碎片可召唤这名英雄,,"""25011""",,5,25011,0,,
25023,1,火焰元素,12,1,3,2,0,,25023,,3,2,集齐20个碎片可召唤这名英雄,,"""25023""",,20,25023,0,,
25033,1,水滴元素,12,1,3,2,0,,25033,,3,2,集齐20个碎片可召唤这名英雄,,"""25033""",,20,25033,0,,
25044,1,探险家,12,1,3,3,0,,25044,,4,2,集齐30个碎片可召唤这名英雄,,"""25044""",,30,25044,0,,
25045,1,探险家,12,1,3,4,0,,25045,,5,2,集齐50个碎片可召唤这名英雄,,"""25045""",,50,25045,0,,
25054,1,虚灵狼,12,1,3,3,0,,25054,,4,2,集齐30个碎片可召唤这名英雄,,"""25054""",,30,25054,0,,
25055,1,虚灵狼,12,1,3,4,0,,25055,,5,2,集齐50个碎片可召唤这名英雄,,"""25055""",,50,25055,0,,
25065,1,风领主,12,1,3,4,0,,25065,,5,2,集齐50个碎片可召唤这名英雄,,"""25065""",,50,25065,0,,
25066,1,风领主,12,1,3,5,0,,25066,,6,2,集齐100个碎片可召唤这名英雄,,"""25066""",,100,25066,0,,
25075,1,奥秘管理员,12,1,3,4,0,,25075,,5,2,集齐50个碎片可召唤这名英雄,,"""25075""",,50,25075,0,,
25076,1,奥秘管理员,12,1,3,5,0,,25076,,6,2,集齐100个碎片可召唤这名英雄,,"""25076""",,100,25076,0,,
25085,1,侏儒大师,12,1,3,4,0,,25085,,5,2,集齐50个碎片可召唤这名英雄,,"""25085""",,50,25085,0,,
31012,1,暗影行者,12,1,3,1,0,,31012,,2,3,集齐10个碎片可召唤这名英雄,,"""31012""",,10,31012,0,,
31023,1,邪能石魔,12,1,3,2,0,,31023,,3,3,集齐20个碎片可召唤这名英雄,,"""31023""",,20,31023,0,,
31033,1,双头地狱犬,12,1,3,2,0,,31033,,3,3,集齐20个碎片可召唤这名英雄,,"""31033""",,20,31033,0,,
31044,1,魔王格莱斯顿,12,1,3,3,0,,31044,,4,3,集齐30个碎片可召唤这名英雄,,"""31044""",,30,31044,0,,
31045,1,魔王格莱斯顿,12,1,3,4,0,,31045,,5,3,集齐50个碎片可召唤这名英雄,,"""31045""",,50,31045,0,,
31054,1,深渊机甲,12,1,3,3,0,,31054,,4,3,集齐30个碎片可召唤这名英雄,,"""31054""",,30,31054,0,,
31055,1,深渊机甲,12,1,3,4,0,,31055,,5,3,集齐50个碎片可召唤这名英雄,,"""31055""",,50,31055,0,,
31064,1,颤栗魔王,12,1,3,3,0,,31064,,4,3,集齐30个碎片可召唤这名英雄,,"""31064""",,30,31064,0,,
31065,1,颤栗魔王,12,1,3,4,0,,31065,,5,3,集齐50个碎片可召唤这名英雄,,"""31065""",,50,31065,0,,
31075,1,理查兹领主,12,1,3,4,0,,31075,,5,3,集齐50个碎片可召唤这名英雄,,"""31075""",,50,31075,0,,
31076,1,理查兹领主,12,1,3,5,0,,31076,,6,3,集齐100个碎片可召唤这名英雄,,"""31076""",,100,31076,0,,
31085,1,毁灭巨龙,12,1,3,4,0,,31085,,5,3,集齐50个碎片可召唤这名英雄,,"""31085""",,50,31085,0,,
31086,1,毁灭巨龙,12,1,3,5,0,,31086,,6,3,集齐100个碎片可召唤这名英雄,,"""31086""",,100,31086,0,,
31095,1,黑锋骑士,12,1,3,4,0,,31095,,5,3,集齐50个碎片可召唤这名英雄,,"""31095""",,50,31095,0,,
31105,1,腥红女爵,12,1,3,4,0,,31105,,5,3,集齐50个碎片可召唤这名英雄,,"""31105""",,50,31105,0,,
31115,1,嗜血剑圣,12,1,3,4,0,,31115,,5,1,集齐50个碎片可召唤这名英雄,,"""31115""",,50,31115,0,,
32011,1,火焰小鬼,12,1,3,0,0,,32011,,1,3,集齐5个碎片可召唤这名英雄,,"""32011""",,5,32011,0,,
32023,1,地狱守卫者,12,1,3,2,0,,32023,,3,3,集齐20个碎片可召唤这名英雄,,"""32023""",,20,32023,0,,
32034,1,逐日法师,12,1,3,3,0,,32034,,4,3,集齐30个碎片可召唤这名英雄,,"""32034""",,30,32034,0,,
32035,1,逐日法师,12,1,3,4,0,,32035,,5,3,集齐50个碎片可召唤这名英雄,,"""32035""",,50,32035,0,,
32036,1,逐日法师,12,1,3,5,0,,32036,,6,3,集齐100个碎片可召唤这名英雄,,"""32036""",,100,32036,0,,
32044,1,毁灭之主,12,1,3,3,0,,32044,,4,3,集齐30个碎片可召唤这名英雄,,"""32044""",,30,32044,0,,
32045,1,毁灭之主,12,1,3,4,0,,32045,,5,3,集齐50个碎片可召唤这名英雄,,"""32045""",,50,32045,0,,
32046,1,毁灭之主,12,1,3,5,0,,32046,,6,3,集齐100个碎片可召唤这名英雄,,"""32046""",,100,32046,0,,
32055,1,火焰魔王,12,1,3,4,0,,32055,,5,3,集齐50个碎片可召唤这名英雄,,"""32055""",,50,32055,0,,
32056,1,火焰魔王,12,1,3,5,0,,32056,,6,3,集齐100个碎片可召唤这名英雄,,"""32056""",,100,32056,0,,
32065,1,巨魔领袖,12,1,3,4,0,,32065,,5,3,集齐50个碎片可召唤这名英雄,,"""32065""",,50,32065,0,,
32075,1,荆棘女王,12,1,3,4,0,,32075,,5,3,集齐50个碎片可召唤这名英雄,,"""32075""",,50,32075,0,,
32076,1,荆棘女王,12,1,3,5,0,,32076,,6,3,集齐100个碎片可召唤这名英雄,,"""32076""",,100,32076,0,,
33014,1,魅影女妖,12,1,3,3,0,,33014,,4,3,集齐30个碎片可召唤这名英雄,,"""33014""",,30,33014,0,,
33015,1,魅影女妖,12,1,3,4,0,,33015,,5,3,集齐50个碎片可召唤这名英雄,,"""33015""",,50,33015,0,,
33024,1,邪灵术士,12,1,3,3,0,,33024,,4,3,集齐30个碎片可召唤这名英雄,,"""33024""",,30,33024,0,,
33025,1,邪灵术士,12,1,3,4,0,,33025,,5,3,集齐50个碎片可召唤这名英雄,,"""33025""",,50,33025,0,,
33026,1,邪灵术士,12,1,3,5,0,,33026,,6,3,集齐100个碎片可召唤这名英雄,,"""33026""",,100,33026,0,,
33035,1,王牌地精,12,1,3,4,0,,33035,,5,3,集齐50个碎片可召唤这名英雄,,"""33035""",,50,33035,0,,
33045,1,邪龙妖姬,12,1,3,4,0,,33045,,5,3,集齐50个碎片可召唤这名英雄,,"""33045""",,50,33045,0,,
33046,1,邪龙妖姬,12,1,3,5,0,,33046,,6,3,集齐100个碎片可召唤这名英雄,,"""33046""",,100,33046,0,,
34014,1,莎拉夫人,12,1,3,3,0,,34014,,4,3,集齐30个碎片可召唤这名英雄,,"""34014""",,30,34014,0,,
34015,1,莎拉夫人,12,1,3,4,0,,34015,,5,3,集齐50个碎片可召唤这名英雄,,"""34015""",,50,34015,0,,
34025,1,恶魔刺客,12,1,3,4,0,,34025,,5,3,集齐50个碎片可召唤这名英雄,,"""34025""",,50,34025,0,,
34026,1,恶魔刺客,12,1,3,5,0,,34026,,6,3,集齐100个碎片可召唤这名英雄,,"""34026""",,100,34026,0,,
34035,1,刃拳卡维尔,12,1,3,4,0,,34035,,5,3,集齐50个碎片可召唤这名英雄,,"""34035""",,50,34035,0,,
34036,1,刃拳卡维尔,12,1,3,5,0,,34036,,6,3,集齐100个碎片可召唤这名英雄,,"""34036""",,100,34036,0,,
35013,1,独眼魔,12,1,3,2,0,,35013,,3,3,集齐20个碎片可召唤这名英雄,,"""35013""",,20,35013,0,,
35023,1,火焰守卫,12,1,3,2,0,,35023,,3,3,集齐20个碎片可召唤这名英雄,,"""35023""",,20,35023,0,,
35035,1,深渊猎手,12,1,3,4,0,,35035,,5,3,集齐50个碎片可召唤这名英雄,,"""35035""",,50,35035,0,,
35036,1,深渊猎手,12,1,3,5,0,,35036,,6,3,集齐100个碎片可召唤这名英雄,,"""35036""",,100,35036,0,,
35045,1,黑暗阿西卡,12,1,3,4,0,,35045,,5,3,集齐50个碎片可召唤这名英雄,,"""35045""",,50,35045,0,,
35046,1,黑暗阿西卡,12,1,3,5,0,,35046,,6,3,集齐100个碎片可召唤这名英雄,,"""35046""",,100,35046,0,,
35055,1,伊芙丽亚,12,1,3,4,0,,35055,,5,3,集齐50个碎片可召唤这名英雄,,"""35055""",,50,35055,0,,
41013,1,豺狼人战士,12,1,3,2,0,,41013,,3,4,集齐20个碎片可召唤这名英雄,,"""41013""",,20,41013,0,,
41023,1,半人马护卫,12,1,3,2,0,,41023,,3,4,集齐20个碎片可召唤这名英雄,,"""41023""",,20,41023,0,,
41034,1,武僧,12,1,3,3,0,,41034,,4,4,集齐30个碎片可召唤这名英雄,,"""41034""",,30,41034,0,,
41035,1,武僧,12,1,3,4,0,,41035,,5,4,集齐50个碎片可召唤这名英雄,,"""41035""",,50,41035,0,,
41044,1,岩石祖母,12,1,3,3,0,,41044,,4,4,集齐30个碎片可召唤这名英雄,,"""41044""",,30,41044,0,,
41045,1,岩石祖母,12,1,3,4,0,,41045,,5,4,集齐50个碎片可召唤这名英雄,,"""41045""",,50,41045,0,,
41055,1,火焰女王,12,1,3,4,0,,41055,,5,4,集齐50个碎片可召唤这名英雄,,"""41055""",,50,41055,0,,
41056,1,火焰女王,12,1,3,5,0,,41056,,6,4,集齐100个碎片可召唤这名英雄,,"""41056""",,100,41056,0,,
41065,1,牛头人酋长,12,1,3,4,0,,41065,,5,4,集齐50个碎片可召唤这名英雄,,"""41065""",,50,41065,0,,
41066,1,牛头人酋长,12,1,3,5,0,,41066,,6,4,集齐100个碎片可召唤这名英雄,,"""41066""",,100,41066,0,,
41075,1,潮汐行者,12,1,3,4,0,,41075,,5,4,集齐50个碎片可召唤这名英雄,,"""41075""",,50,41075,0,,
42015,1,元素萨满,12,1,3,4,0,,42015,,5,4,集齐50个碎片可召唤这名英雄,,"""42015""",,50,42015,0,,
42016,1,元素萨满,12,1,3,5,0,,42016,,6,4,集齐100个碎片可召唤这名英雄,,"""42016""",,100,42016,0,,
42025,1,塞西亚,12,1,3,4,0,,42025,,5,4,集齐50个碎片可召唤这名英雄,,"""42025""",,50,42025,0,,
43012,1,鱼人先知,12,1,3,1,0,,43012,,2,4,集齐10个碎片可召唤这名英雄,,"""43012""",,10,43012,0,,
43023,1,深林贤者,12,1,3,2,0,,43023,,3,4,集齐20个碎片可召唤这名英雄,,"""43023""",,20,43023,0,,
43034,1,自然贤者,12,1,3,3,0,,43034,,4,4,集齐30个碎片可召唤这名英雄,,"""43034""",,30,43034,0,,
43035,1,自然贤者,12,1,3,4,0,,43035,,5,4,集齐50个碎片可召唤这名英雄,,"""43035""",,50,43035,0,,
43044,1,月之女神,12,1,3,3,0,,43044,,4,4,集齐30个碎片可召唤这名英雄,,"""43044""",,30,43044,0,,
43045,1,月之女神,12,1,3,4,0,,43045,,5,4,集齐50个碎片可召唤这名英雄,,"""43045""",,50,43045,0,,
43046,1,月之女神,12,1,3,5,0,,43046,,6,4,集齐100个碎片可召唤这名英雄,,"""43046""",,100,43046,0,,
43054,1,深林之神,12,1,3,3,0,,43054,,4,4,集齐30个碎片可召唤这名英雄,,"""43054""",,30,43054,0,,
43055,1,深林之神,12,1,3,4,0,,43055,,5,4,集齐50个碎片可召唤这名英雄,,"""43055""",,50,43055,0,,
43056,1,深林之神,12,1,3,5,0,,43056,,6,4,集齐100个碎片可召唤这名英雄,,"""43056""",,100,43056,0,,
43065,1,卡琳娜,12,1,3,4,0,,43065,,5,4,集齐50个碎片可召唤这名英雄,,"""43066""",,50,43065,0,,
43075,1,艾琳,12,1,3,4,0,,43075,,5,4,集齐50个碎片可召唤这名英雄,,"""43075""",,50,43075,0,,
