英雄ID,英雄名称,放置名称,评论ID,英雄种族,品质星级,圣器,卷轴类型,职业,品质,定位,模型,头像,十星模型,十星头像,升星材料,成长编号,被动开启等级,普攻,怒气,怒气名称,怒气描述,被动1,被动1名称,被动1描述,被动2,被动2名称,被动2描述,被动3,被动3名称,被动3描述,怒气图标,被动1图标,被动2图标,被动3图标,配音,是否有独立的施法动画,攻击频率,塔防攻击
14055,地狱拳师,血刃,1405,1,5,,4,4,4,hpsc,14055,14055,,,,14055,"[2,3,5]",16,14055012,百裂拳,怒气技能：对随机2名敌人造成140%攻击伤害，每回合额外造成65%攻击伤害，持续2回合，并对战士类目标造成额外32%流血伤害，持续2回合。,"""14055114""",噬血狂袭,被动效果：普攻攻击生命最少的2个目标，每回合造成25%流血伤害，持续4回合，并提升自己11.2%破防4回合。,"""14055214"",""14055211"",""14055221"",""14055231"",""14055241""",地狱意志,被动效果：命中增加20%、攻击增加20%、破防增加24%、生命增加10%、对流血目标伤害增加60%,"""14055314""",血能再生,被动效果：敌方英雄死亡恢复自己80%攻击等量生命。,skillico_1405_1,skillico_1405_2,skillico_1405_3,skillico_1405_4,"""14055"",""14056"",""1405a""",0,500,105
14056,地狱拳师,血刃,1405,1,6,14056,0,4,5,,14056,14056,1405a,1405a,14055,14056,"[2,4,6]",16,14056012,百裂拳2,怒气技能：对随机3名敌人造成150%攻击伤害，每回合额外造成110%攻击伤害，持续2回合，并对战士类目标造成额外48%流血伤害，持续2回合。,"""14056114""",噬血狂袭2,被动效果：普攻攻击生命最少的2个目标，每回合造成35%流血伤害，持续4回合，并提升自己14%破防4回合。,"""14056214"",""14056211"",""14056221"",""14056231"",""14056241""",地狱意志2,被动效果：命中增加35%、攻击增加25%、破防增加28%、生命增加15%、对流血目标伤害增加100%,"""14056314""",血能再生2,被动效果：敌方英雄死亡恢复自己120%攻击等量生命。,skillico_1405_1,skillico_1405_2,skillico_1405_3,skillico_1405_4,"""14055"",""14056"",""1405a""",0,500,120
14065,暗龙使者,伊塔库亚,1406,1,5,,4,4,4,qtsc,14065,14065,,,,14065,"[2,3,5]",14065002,14065012,紫炎,主动技能：对生命值最低的敌人造成140%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的30%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,"""14065201"",""14065211"",""14065221"",""14065231"",""14065241"",""14065144""",紫炎焚烧,被动效果：攻击增加15%，暴击增加15%，暴击伤害增加15%，速度增加20，免控率增加10%,"""14065014""",紫晶鼻息,被动效果：普通攻击变为：对生命值最低的敌人造成120%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的30%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,"""14065114"",""14065124"",""14065134""",紫炎降世,被动效果：释放技能或进行普攻时，造成伤害量20%的中毒伤害2回合；造成暴击时，额外造成伤害量20%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身30%破甲3回合。 ,skillico_14065_1,skillico_14065_2,skillico_14065_3,skillico_14065_4,"""14065"",""14066"",""1406a""",1,500,105
14066,暗龙使者,伊塔库亚,1406,1,6,14066,0,4,5,qtsc,14066,14066,1406a,1406a,14065,14066,"[2,4,6]",14066002,14066012,紫炎2,主动技能：对生命值最低的敌人造成220%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的50%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,"""14066201"",""14066211"",""14066221"",""14066231"",""14066241"",""14066144""",紫炎焚烧2,被动效果：攻击增加25%，暴击增加25%，暴击伤害增加25%，速度增加40，免控率增加20%,"""14066014""",紫晶鼻息2,被动效果：普通攻击变为：对生命值最低的敌人造成140%攻击伤害，并施加紫炎附体效果3回合。紫炎附体：技能特效，自身释放主动技能或进行普通攻击时，会额外对被紫炎附体的敌人进行一次相同的攻击，并将造成伤害的50%转化成自身生命值，转化生命值不计算持续伤害，不可叠加。,"""14066114"",""14066124"",""14066134""",紫炎降世2,被动效果：释放技能或进行普攻时，造成伤害量30%的中毒伤害2回合；造成暴击时，额外造成伤害量30%的流血伤害2回合；自身击杀敌人时，对随机1名敌人施加紫炎附体效果3回合并增加自身50%破甲3回合。 ,skillico_14065_1,skillico_14065_2,skillico_14065_3,skillico_14065_4,"""14065"",""14066"",""1406a""",1,500,120
15014,鲜血女王,巴博,1501,1,4,,0,5,3,,15014,15014,,,,15014,"[2,4]",2,15014012,血腥穿刺,怒气技能：对全体敌人造成50%攻击伤害，并使自己伤害增加30%，持续2回合,"""15014111""",血族,被动效果：攻击提升20%,"""15014214""",嗜血,被动效果：每当我方英雄死亡，英雄技能伤害提升15%,,,,skillico_015,skillico_231,skillico_262,,"""15014"",""15015""",0,500,65
15015,鲜血女王,巴博,1501,1,5,,1,5,4,qtsc,15015,15015,,,,15015,"[3,5]",2,15015012,血腥穿刺,怒气技能：对全体敌人造成65%攻击伤害，并使自己伤害增加40%，持续2回合,"""15015111""",血族,被动效果：攻击提升20%,"""15014214""",嗜血,被动效果：每当我方英雄死亡，英雄技能伤害提升15%,,,,skillico_015,skillico_231,skillico_262,,"""15014"",""15015""",0,500,85
15024,地穴领主,兰姆,1502,1,4,,0,5,3,,15024,15024,,,,15024,"[2,4]",5,15024012,地穴突袭,怒气技能：对敌方前排造成145%攻击伤害并有45%概率沉默目标1回合,"""15024114""",狩猎时间,被动效果：普攻有20%概率眩晕目标1回合,"""15024211"",""15024221""",甲壳,被动效果：破防提升15%，暴击提升15%,,,,skillico_016,skillico_232,skillico_272,,"""15024"",""15025""",0,500,65
15025,地穴领主,兰姆,1502,1,5,,1,5,4,hpkz,15025,15025,,,,15025,"[3,5]",5,15025012,地穴突袭,怒气技能：对敌方前排造成155%攻击伤害并有25%概率沉默目标2回合,"""15025114""",狩猎时间,被动效果：普攻有20%概率眩晕目标1回合,"""15024211"",""15024221""",甲壳,被动效果：破防提升15%，暴击提升15%,,,,skillico_016,skillico_232,skillico_272,,"""15024"",""15025""",0,500,85
15035,暗影猎手,菲尔德,1503,1,5,,3,5,4,qtsc,15035,15035,,,,15035,"[2,3,5]",8,15035012,致命箭雨,怒气技能：对敌方随机3名目标造成100%攻击伤害并有66%概率使刺客类目标眩晕2回合,"""15035114""",击晕,被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有36%概率使目标眩晕，持续1回合,"""15035214""",乘胜追击,被动效果：对眩晕的目标乘胜追击，增加55%的额外伤害,"""15035311"",""15035321""",射手之心,被动效果：天生猎手，专找弱点，破防增加32%，攻击增加22%,skillico_1503_1,skillico_1503_2,skillico_1503_3,skillico_1503_4,"""15035"",""15036"",""1503a""",0,500,100
15036,暗影猎手,菲尔德,1503,1,6,15036,0,5,5,,15036,15036,1503a,1503a,15035,15036,"[2,4,6]",8,15036012,致命箭雨2,怒气技能：对敌方随机4名目标造成99%攻击伤害并有77%概率使刺客类目标眩晕2回合,"""15036114""",击晕2,被动效果：敏锐的猎手，擅长找到敌人的弱点，普攻有48%概率使目标眩晕，持续1回合,"""15036214""",乘胜追击2,被动效果：对眩晕的目标乘胜追击，增加77%的额外伤害,"""15036311"",""15036321""",射手之心2,被动效果：天生猎手，专找弱点，破防增加32%，攻击增加33%,skillico_1503_1,skillico_1503_2,skillico_1503_3,skillico_1503_4,"""15035"",""15036"",""1503a""",0,500,115
15045,艾莲娜,卡姆斯,1504,1,5,,4,5,4,qtkz,15045,15045,,,,15045,"[2,3,5]",15045002,15045012,死亡箭雨,怒气技能：对后排敌人造成103%攻击伤害并降低目标15%护甲3回合，同时有22%几率使目标石化2回合,"""15045101"",""15045111"",""15045121"",""15045104""",娜迦之血,被动效果：攻击增加15%，生命增加20%，护甲增加10%，免疫石化,"""15045204"",""15045214""",蛇妖视线,被动效果：对石化的目标伤害增加80%，普攻变为对后排敌人造成75%攻击伤害并有10%几率石化敌人2回合,"""15045304""",危险探知,被动效果：当生命低于50%时，增加自身30%减伤率3回合（仅触发一次）,skillico_1504_1,skillico_1504_2,skillico_1504_3,skillico_1504_4,"""15045"",""15046"",""1504a""",1,500,105
15046,艾莲娜,卡姆斯,1504,1,6,15046,0,5,5,qtkz,15046,15046,1504a,1504a,15045,15046,"[2,4,6]",15046002,15046012,死亡箭雨2,怒气技能：对后排敌人造成138%攻击伤害并降低目标22%护甲3回合，同时有29%几率使目标石化2回合,"""15046101"",""15046111"",""15046121"",""15046104""",娜迦之血2,被动效果：攻击增加20%，生命增加20%，护甲增加15%，免疫石化,"""15046204"",""15046214""",蛇妖视线2,被动效果：对石化的目标伤害增加110%，普攻变为对后排敌人造成85%攻击伤害并有15%几率石化敌人2回合,"""15046304""",危险探知2,被动效果：当生命低于50%时，增加自身40%减伤率3回合（仅触发一次）,skillico_1504_1,skillico_1504_2,skillico_1504_3,skillico_1504_4,"""15045"",""15046"",""1504a""",1,500,120
21014,山丘领主,风暴战斧,2101,2,4,,0,1,3,,21014,21014,,,,21014,"[2,4]",5,21014012,重锤雷击,怒气技能：对随机3个目标造成140%攻击伤害，并使自己伤害减免提升10%持续2回合,"""21014111"",""21014121""",举起盾牌,被动效果：身披重甲，伤害减免增加10%，生命增加10%,"""21014214""",盾牌猛击,被动效果：普攻有40%概率眩晕目标1回合,,,,skillico_018,skillico_205,skillico_230,,"""21014"",""21015""",0,500,65
21015,山丘领主,风暴战斧,2101,2,5,,1,1,4,fytk,21015,21015,,,,21015,"[3,5]",5,21015012,重锤雷击,怒气技能：对随机3个目标造成150%攻击伤害，并使自己伤害减免提升15%持续2回合,"""21015111"",""21015121""",举起盾牌,被动效果：身披重甲，伤害减免增加10%，生命增加10%,"""21014214""",盾牌猛击,被动效果：普攻有40%概率眩晕目标1回合,,,,skillico_018,skillico_205,skillico_230,,"""21014"",""21015""",0,500,85
21024,山岩巨人,钢铁斑比,2102,2,4,,0,1,3,,21024,21024,,,,21024,"[2,4]",3,21024012,巨岩打击,怒气技能：对敌方后排造成自身攻击110%的伤害，并使自己伤害减免提升10%持续2回合,"""21024111""",防御,被动效果：岩石组成的身躯，防御提升35%,"""21024214""",岩石防御,被动效果：普攻提升自身防御20%，持续2回合,,,,skillico_019,skillico_202,skillico_202,,"""21024"",""21025""",0,500,65
21025,山岩巨人,钢铁斑比,2102,2,5,,1,1,4,fytk,21025,21025,,,,21025,"[3,5]",3,21025012,巨岩打击,怒气技能：对敌方后排造成自身攻击120%的伤害，并使自己伤害减免提升15%持续2回合,"""21025111""",防御,被动效果：岩石组成的身躯，防御提升55%,"""21025214""",岩石防御,被动效果：普攻提升自身防御40%，持续2回合,,,,skillico_019,skillico_202,skillico_202,,"""21024"",""21025""",0,500,85
21034,奥丁战神,克里斯蒂安,2103,2,4,,0,1,3,,21034,21034,,,,21034,"[2,4]",4,21034012,守护圣击,怒气技能：对敌方生命最少的目标造成180%攻击伤害并对刺客类目标造成53%攻击的额外伤害,"""21034111"",""21034121""",战斗血液,被动效果：战斗的热血使得自身攻击增加12%，生命增加14%,"""21034214""",魔法失效,被动效果：强大的战士不需要懂得魔法！普攻有22%概率使目标沉默，持续2回合,,,,skillico_020,skillico_210,skillico_222,,"""21034"",""21035"",""21036""",0,500,70
21035,奥丁战神,克里斯蒂安,2103,2,5,,2,1,4,qpsc,21035,21035,,,,21035,"[3,5]",4,21035012,守护圣击,怒气技能：对敌方生命最少的目标造成200%攻击伤害并对刺客类目标造成83%攻击的额外伤害,"""21035111"",""21035121""",战斗血液,被动效果：战斗的热血使得自身攻击增加22%，生命增加24%,"""21035214""",魔法失效,被动效果：强大的战士不需要懂得魔法！普攻有33%概率使目标沉默，持续2回合,,,,skillico_020,skillico_210,skillico_222,,"""21034"",""21035"",""21036""",0,500,90
21036,奥丁战神,克里斯蒂安,2103,2,6,21036,0,1,5,,21036,21036,,,21035,21036,"[2,4,6]",4,21036012,守护圣击2,怒气技能：对敌方生命最少的目标造成216%攻击伤害并对刺客类目标造成100%额外伤害,"""21036111"",""21036121""",战斗血液2,被动效果：战斗的热血使得自身攻击增加28%，生命增加32%,"""21036214""",魔法失效2,被动效果：强大的战士不需要懂得魔法！普攻有44%概率使目标沉默，持续2回合,"""21036314""",钢铁身躯2,被动效果：想干掉我？没这么容易！自身生命低于50%，提高自己伤害减免24.5%，持续4回合（只触发一次）,skillico_020,skillico_210,skillico_222,skillico_235,"""21034"",""21035"",""21036""",0,500,105
21045,暴风领主,荣耀守卫,2104,2,5,,3,1,4,qpsc,21045,21045,,,,21045,"[3,5]",5,21045012,烈焰之剑,怒气技能：对敌方后排造成77%攻击伤害并有18%概率使目标眩晕2回合,"""21045111"",""21045121""",战斗血液,被动效果：身为守卫者，强大的意志使得自身防御增加33%，生命增加35%,"""21045214""",以牙还牙,被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成200%的攻击伤害,,,,skillico_021,skillico_210,skillico_201,,"""21045"",""21046"",""2104a""",0,500,100
21046,暴风领主,荣耀守卫,2104,2,6,21046,0,1,5,,21046,21046,2104a,2104a,21045,21046,"[2,4,6]",5,21046012,烈焰之剑2,怒气技能：对敌方后排造成88%攻击伤害并有28%概率使目标眩晕2回合,"""21046111"",""21046121""",战斗血液2,被动效果：身为守卫者，强大的意志使得自身防御增加44%，生命增加50%,"""21046214""",以牙还牙2,被动效果：你打疼我了！受到暴击有100%概率发动一次反击，造成300%的攻击伤害,"""21046314""",守护圣光2,被动效果：我的领民由我守护！自身生命低于50%，提升友军防御62.1%，持续3回合（只触发一次）,skillico_021,skillico_210,skillico_201,skillico_202,"""21045"",""21046"",""2104a""",0,500,115
21055,巨岩神使,西格蒙德,2105,2,5,,3,1,4,bsctk,21055,21055,,,,21055,"[2,3,5]",21055002,21055012,神之怒火,怒气技能：对随机3名敌人造成126%攻击伤害，增加自身10%格挡并减少目标24%防御和10%格挡，每回合额外造成50%燃烧伤害，持续3回合，并对目标附加一层100%攻击的死亡印记（死亡印记在叠加到3层后会在下回合开始时触发伤害）,"""21055114""",神之制裁,被动效果：普攻有100%几率减少目标12%防御，每回合造成25%的燃烧伤害，持续4回合，并提升自身对燃烧目标30%伤害4回合,"""21055211"",""21055221"",""21055231"",""21055241"",""21055251""",神之躯体,被动效果：防御增加30%，攻击增加10%，生命增加15%，暴击增加10%，格挡增加10%,"""21055314"",""21055334""",神之领域,被动效果：受到攻击时有100%几率发动一次反击，造成100%攻击伤害，并对目标附加一层100%攻击的死亡印记（死亡印记在叠加到3层后会在下回合开始时结算伤害）,skillico_2105_1,skillico_2105_2,skillico_2105_3,skillico_2105_4,"""21055"",""21056"",""2105a""",1,500,100
21056,巨岩神使,西格蒙德,2105,2,6,21056,0,1,5,,21056,21056,2105a,2105a,21055,21056,"[2,4,6]",21056002,21056012,神之怒火2,怒气技能：对随机3名敌人造成144%攻击伤害，增加自身20%格挡并减少目标30%防御和20%格挡，每回合额外造成60%燃烧伤害，持续3回合，并对目标附加一层200%攻击的死亡印记（死亡印记在叠加到3层后会在下回合开始时触发伤害）,"""21056114""",神之制裁2,被动效果：普攻有100%几率减少目标20%防御，每回合造成35%的燃烧伤害，持续4回合，并提升自身对燃烧目标45%伤害4回合,"""21056211"",""21056221"",""21056231"",""21056241"",""21056251""",神之躯体2,被动效果：防御增加45%，攻击增加15%，生命增加20%，暴击增加20%，格挡增加15%,"""21056314"",""21056324"",""21056334""",神之领域2,被动效果：受到攻击时有100%几率发动一次反击，造成140%攻击伤害，并恢复生命上限1%生命（受控不可触发恢复效果），并对目标附加一层150%攻击的死亡印记（死亡印记在叠加到3层后会在下回合开始时结算伤害）,skillico_2105_1,skillico_2105_2,skillico_2105_3,skillico_2105_4,"""21055"",""21056"",""2105a""",1,500,115
