饰品ID,饰品名称,饰品品质,饰品星级,饰品图标,战力,分数,升星饰品ID,突破饰品ID,升星经验,分解经验,分解碎片数量,饰品属性,饰品技能,技能描述,专属种族,专属属性,出售,突破需求,突破数量需求,突破属性,回退消耗,回退奖励
4015,魔能星饰,3,5,shipin_401,2800,13050,,,1420,6330,,"""atk"":847","""401514""",+30%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362557}",,0,,,
4021,深渊巨口,3,1,shipin_402,1700,13010,4022,,1420,650,,"""atk"":525","""402114""",+19.1%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":123958}",,0,,,
4022,深渊巨口,3,2,shipin_402,1900,13020,4023,,1420,2070,,"""atk"":582","""402214""",+21.2%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":183625}",,0,,,
4023,深渊巨口,3,3,shipin_402,2200,13030,4024,,1420,3490,,"""atk"":635","""402314""",+24.4%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243253}",,0,,,
4024,深渊巨口,3,4,shipin_402,2500,13040,4025,,1420,4910,,"""atk"":713","""402414""",+27.3%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302029}",,0,,,
4025,深渊巨口,3,5,shipin_402,2800,13050,,,1420,6330,,"""atk"":847","""402514""",+30%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364940}",,0,,,
4031,星辰秘术,3,1,shipin_403,1700,13010,4032,,1420,650,,"""atk"":525","""403114""",+19.1%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124904}",,0,,,
4032,星辰秘术,3,2,shipin_403,1900,13020,4033,,1420,2070,,"""atk"":582","""403214""",+21.2%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":182174}",,0,,,
4033,星辰秘术,3,3,shipin_403,2200,13030,4034,,1420,3490,,"""atk"":635","""403314""",+24.4%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244417}",,0,,,
4034,星辰秘术,3,4,shipin_403,2500,13040,4035,,1420,4910,,"""atk"":713","""403414""",+27.3%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302194}",,0,,,
4035,星辰秘术,3,5,shipin_403,2800,13050,,,1420,6330,,"""atk"":847","""403514""",+30%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363497}",,0,,,
4041,牛角血眼杖,3,1,shipin_404,1700,13010,4042,,1420,650,,"""atk"":525","""404114""",+19.1%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":123647}",,0,,,
4042,牛角血眼杖,3,2,shipin_404,1900,13020,4043,,1420,2070,,"""atk"":582","""404214""",+21.2%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":182023}",,0,,,
4043,牛角血眼杖,3,3,shipin_404,2200,13030,4044,,1420,3490,,"""atk"":635","""404314""",+24.4%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242017}",,0,,,
4044,牛角血眼杖,3,4,shipin_404,2500,13040,4045,,1420,4910,,"""atk"":713","""404414""",+27.3%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":303008}",,0,,,
4045,牛角血眼杖,3,5,shipin_404,2800,13050,,,1420,6330,,"""atk"":847","""404514""",+30%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364163}",,0,,,
4051,神秘之链,3,1,shipin_405,1700,13010,4052,,1420,650,,"""atk"":525","""405114""",+19.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":122110}",,0,,,
4052,神秘之链,3,2,shipin_405,1900,13020,4053,,1420,2070,,"""atk"":582","""405214""",+21.2%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":184595}",,0,,,
4053,神秘之链,3,3,shipin_405,2200,13030,4054,,1420,3490,,"""atk"":635","""405314""",+24.4%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243041}",,0,,,
4054,神秘之链,3,4,shipin_405,2500,13040,4055,,1420,4910,,"""atk"":713","""405414""",+27.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302710}",,0,,,
4055,神秘之链,3,5,shipin_405,2800,13050,,,1420,6330,,"""atk"":847","""405514""",+30%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362992}",,0,,,
4061,奥法之链,3,1,shipin_406,1700,13010,4062,,1420,650,,"""atkpro"":63,""jingzhunpro"":13",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124209}",,0,,,
4062,奥法之链,3,2,shipin_406,1900,13020,4063,,1420,2070,,"""atkpro"":67,""jingzhunpro"":17",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":184948}",,0,,,
4063,奥法之链,3,3,shipin_406,2200,13030,4064,,1420,3490,,"""atkpro"":72,""jingzhunpro"":21",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242713}",,0,,,
4064,奥法之链,3,4,shipin_406,2500,13040,4065,,1420,4910,,"""atkpro"":77,""jingzhunpro"":27",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":303029}",,0,,,
4065,奥法之链,3,5,shipin_406,2800,13050,,,1420,6330,,"""atkpro"":81,""jingzhunpro"":30",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362488}",,0,,,
4071,战争之权利,3,1,shipin_407,1700,13010,4072,,1420,650,,"""speed"":13,""hppro"":25",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124686}",,0,,,
4072,战争之权利,3,2,shipin_407,1900,13020,4073,,1420,2070,,"""speed"":16,""hppro"":33",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":183882}",,0,,,
4073,战争之权利,3,3,shipin_407,2200,13030,4074,,1420,3490,,"""speed"":20,""hppro"":46",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243125}",,0,,,
4074,战争之权利,3,4,shipin_407,2500,13040,4075,,1420,4910,,"""speed"":22,""hppro"":53",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":303463}",,0,,,
4075,战争之权利,3,5,shipin_407,2800,13050,,,1420,6330,,"""speed"":25,""hppro"":61",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362417}",,0,,,
4081,魔能星饰,3,1,shipin_401,1700,13010,4082,,1420,650,,"""hp"":3675","""401114""",+19.1%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124773}",,0,,,
4082,魔能星饰,3,2,shipin_401,1900,13020,4083,,1420,2070,,"""hp"":4074","""401214""",+21.2%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":182655}",,0,,,
4083,魔能星饰,3,3,shipin_401,2200,13030,4084,,1420,3490,,"""hp"":4445","""401314""",+24.4%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242056}",,0,,,
4084,魔能星饰,3,4,shipin_401,2500,13040,4085,,1420,4910,,"""hp"":4991","""401414""",+27.3%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302523}",,0,,,
4085,魔能星饰,3,5,shipin_401,2800,13050,,,1420,6330,,"""hp"":5929","""401514""",+30%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362557}",,0,,,
4091,深渊巨口,3,1,shipin_402,1700,13010,4092,,1420,650,,"""hp"":3675","""402114""",+19.1%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":123958}",,0,,,
4092,深渊巨口,3,2,shipin_402,1900,13020,4093,,1420,2070,,"""hp"":4074","""402214""",+21.2%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":183625}",,0,,,
4093,深渊巨口,3,3,shipin_402,2200,13030,4094,,1420,3490,,"""hp"":4445","""402314""",+24.4%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243253}",,0,,,
4094,深渊巨口,3,4,shipin_402,2500,13040,4095,,1420,4910,,"""hp"":4991","""402414""",+27.3%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302029}",,0,,,
4095,深渊巨口,3,5,shipin_402,2800,13050,,,1420,6330,,"""hp"":5929","""402514""",+30%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364940}",,0,,,
4101,星辰秘术,3,1,shipin_403,1700,13010,4102,,1420,650,,"""hp"":3675","""403114""",+19.1%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":124904}",,0,,,
4102,星辰秘术,3,2,shipin_403,1900,13020,4103,,1420,2070,,"""hp"":4074","""403214""",+21.2%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":182174}",,0,,,
4103,星辰秘术,3,3,shipin_403,2200,13030,4104,,1420,3490,,"""hp"":4445","""403314""",+24.4%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244417}",,0,,,
4104,星辰秘术,3,4,shipin_403,2500,13040,4105,,1420,4910,,"""hp"":4991","""403414""",+27.3%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302194}",,0,,,
4105,星辰秘术,3,5,shipin_403,2800,13050,,,1420,6330,,"""hp"":5929","""403514""",+30%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363497}",,0,,,
4111,牛角血眼杖,3,1,shipin_404,1700,13010,4112,,1420,650,,"""hp"":3675","""404114""",+19.1%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":123647}",,0,,,
4112,牛角血眼杖,3,2,shipin_404,1900,13020,4113,,1420,2070,,"""hp"":4074","""404214""",+21.2%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":182023}",,0,,,
4113,牛角血眼杖,3,3,shipin_404,2200,13030,4114,,1420,3490,,"""hp"":4445","""404314""",+24.4%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242017}",,0,,,
4114,牛角血眼杖,3,4,shipin_404,2500,13040,4115,,1420,4910,,"""hp"":4991","""404414""",+27.3%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":303008}",,0,,,
4115,牛角血眼杖,3,5,shipin_404,2800,13050,,,1420,6330,,"""hp"":5929","""404514""",+30%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364163}",,0,,,
4121,神秘之链,3,1,shipin_405,1700,13010,4122,,1420,650,,"""hp"":3675","""405114""",+19.1%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":122110}",,0,,,
4122,神秘之链,3,2,shipin_405,1900,13020,4123,,1420,2070,,"""hp"":4074","""405214""",+21.2%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":184595}",,0,,,
4123,神秘之链,3,3,shipin_405,2200,13030,4124,,1420,3490,,"""hp"":4445","""405314""",+24.4%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243041}",,0,,,
4124,神秘之链,3,4,shipin_405,2500,13040,4125,,1420,4910,,"""hp"":4991","""405414""",+27.3%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":302710}",,0,,,
4125,神秘之链,3,5,shipin_405,2800,13050,,,1420,6330,,"""hp"":5929","""405514""",+30%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362992}",,0,,,
5011,伊塞拉之石,4,1,shipin_501,2300,14010,5012,,2850,2400,,"""atk"":713","""501114""",+25.5%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243595}",,0,,,
5012,伊塞拉之石,4,2,shipin_501,2600,14020,5013,,2850,5250,,"""atk"":822","""501214""",+28.8%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":362296}",,0,,,
5013,伊塞拉之石,4,3,shipin_501,3000,14030,5014,,2850,8100,,"""atk"":933","""501314""",+32.7%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483160}",,0,,,
5014,伊塞拉之石,4,4,shipin_501,3400,14040,5015,,2850,10950,,"""atk"":1044","""501414""",+36.6%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604310}",,0,,,
5015,伊塞拉之石,4,5,shipin_501,3800,14050,5016,,2850,13800,,"""atk"":1178","""501514""",+40.6%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723834}",,0,,,
5016,伊塞拉之石,4,6,shipin_501,4200,14060,,,2850,16650,,"""atk"":1301","""501614""",+44.8%对战士的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842254}",,0,,,
5021,梦境水晶,4,1,shipin_502,2300,14010,5022,,2850,2400,,"""atk"":713","""502114""",+25.5%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242107}",,0,,,
5022,梦境水晶,4,2,shipin_502,2600,14020,5023,,2850,5250,,"""atk"":822","""502214""",+28.8%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364383}",,0,,,
5023,梦境水晶,4,3,shipin_502,3000,14030,5024,,2850,8100,,"""atk"":933","""502314""",+32.7%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482111}",,0,,,
5024,梦境水晶,4,4,shipin_502,3400,14040,5025,,2850,10950,,"""atk"":1044","""502414""",+36.6%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603394}",,0,,,
5025,梦境水晶,4,5,shipin_502,3800,14050,5026,,2850,13800,,"""atk"":1178","""502514""",+40.6%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723467}",,0,,,
5026,梦境水晶,4,6,shipin_502,4200,14060,,,2850,16650,,"""atk"":1301","""502614""",+44.8%对法师的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843212}",,0,,,
5031,真实之镜,4,1,shipin_503,2300,14010,5032,,2850,2400,,"""atk"":713","""503114""",+25.5%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244304}",,0,,,
5032,真实之镜,4,2,shipin_503,2600,14020,5033,,2850,5250,,"""atk"":822","""503214""",+28.8%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363881}",,0,,,
5033,真实之镜,4,3,shipin_503,3000,14030,5034,,2850,8100,,"""atk"":933","""503314""",+32.7%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483819}",,0,,,
5034,真实之镜,4,4,shipin_503,3400,14040,5035,,2850,10950,,"""atk"":1044","""503414""",+36.6%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604700}",,0,,,
5035,真实之镜,4,5,shipin_503,3800,14050,5036,,2850,13800,,"""atk"":1178","""503514""",+40.6%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723491}",,0,,,
5036,真实之镜,4,6,shipin_503,4200,14060,,,2850,16650,,"""atk"":1301","""503614""",+44.8%对辅助的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842580}",,0,,,
5041,时间沙漏,4,1,shipin_504,2300,14010,5042,,2850,2400,,"""atk"":713","""504114""",+25.5%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243603}",,0,,,
5042,时间沙漏,4,2,shipin_504,2600,14020,5043,,2850,5250,,"""atk"":822","""504214""",+28.8%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363490}",,0,,,
5043,时间沙漏,4,3,shipin_504,3000,14030,5044,,2850,8100,,"""atk"":933","""504314""",+32.7%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483918}",,0,,,
5044,时间沙漏,4,4,shipin_504,3400,14040,5045,,2850,10950,,"""atk"":1044","""504414""",+36.6%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604686}",,0,,,
5045,时间沙漏,4,5,shipin_504,3800,14050,5046,,2850,13800,,"""atk"":1178","""504514""",+40.6%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722141}",,0,,,
5046,时间沙漏,4,6,shipin_504,4200,14060,,,2850,16650,,"""atk"":1301","""504614""",+44.8%对刺客的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842315}",,0,,,
5051,黑龙龙蛋,4,1,shipin_505,2300,14010,5052,,2850,2400,,"""atk"":713","""505114""",+25.5%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":243174}",,0,,,
5052,黑龙龙蛋,4,2,shipin_505,2600,14020,5053,,2850,5250,,"""atk"":822","""505214""",+28.8%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363643}",,0,,,
5053,黑龙龙蛋,4,3,shipin_505,3000,14030,5054,,2850,8100,,"""atk"":933","""505314""",+32.7%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483470}",,0,,,
5054,黑龙龙蛋,4,4,shipin_505,3400,14040,5055,,2850,10950,,"""atk"":1044","""505414""",+36.6%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604072}",,0,,,
5055,黑龙龙蛋,4,5,shipin_505,3800,14050,5056,,2850,13800,,"""atk"":1178","""505514""",+40.6%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724666}",,0,,,
5056,黑龙龙蛋,4,6,shipin_505,4200,14060,,,2850,16650,,"""atk"":1301","""505614""",+44.8%对游侠的伤害加成,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842904}",,0,,,
5061,魔龙之齿,4,1,shipin_506,2300,14010,5062,,2850,2400,,"""atkpro"":74,""jingzhunpro"":35",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244381}",,0,,,
5062,魔龙之齿,4,2,shipin_506,2600,14020,5063,,2850,5250,,"""atkpro"":83,""jingzhunpro"":44",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364649}",,0,,,
5063,魔龙之齿,4,3,shipin_506,3000,14030,5064,,2850,8100,,"""atkpro"":95,""jingzhunpro"":52",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":483357}",,0,,,
5064,魔龙之齿,4,4,shipin_506,3400,14040,5065,,2850,10950,,"""atkpro"":104,""jingzhunpro"":63",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604875}",,0,,,
5065,魔龙之齿,4,5,shipin_506,3800,14050,5066,,2850,13800,,"""atkpro"":112,""jingzhunpro"":73",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":723419}",,0,,,
5066,魔龙之齿,4,6,shipin_506,4200,14060,,,2850,16650,,"""atkpro"":121,""jingzhunpro"":82",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842360}",,0,,,
5071,希望之盾,4,1,shipin_507,2300,14010,5072,,2850,2400,,"""undpspro"":113,""hppro"":52",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242383}",,0,,,
5072,希望之盾,4,2,shipin_507,2600,14020,5073,,2850,5250,,"""undpspro"":128,""hppro"":61",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364372}",,0,,,
5073,希望之盾,4,3,shipin_507,3000,14030,5074,,2850,8100,,"""undpspro"":146,""hppro"":72",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484212}",,0,,,
5074,希望之盾,4,4,shipin_507,3400,14040,5075,,2850,10950,,"""undpspro"":164,""hppro"":81",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603273}",,0,,,
5075,希望之盾,4,5,shipin_507,3800,14050,5076,,2850,13800,,"""undpspro"":183,""hppro"":93",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724592}",,0,,,
5076,希望之盾,4,6,shipin_507,4200,14060,,,2850,16650,,"""undpspro"":202,""hppro"":101",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844616}",,0,,,
5081,大地壁垒,4,1,shipin_508,2300,14010,5082,,2850,2400,,"""hppro"":55,""gedangpro"":70",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244396}",,0,,,
5082,大地壁垒,4,2,shipin_508,2600,14020,5083,,2850,5250,,"""hppro"":63,""gedangpro"":88",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":363421}",,0,,,
5083,大地壁垒,4,3,shipin_508,3000,14030,5084,,2850,8100,,"""hppro"":74,""gedangpro"":106",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482759}",,0,,,
5084,大地壁垒,4,4,shipin_508,3400,14040,5085,,2850,10950,,"""hppro"":82,""gedangpro"":124",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":603080}",,0,,,
5085,大地壁垒,4,5,shipin_508,3800,14050,5086,,2850,13800,,"""hppro"":92,""gedangpro"":142",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724606}",,0,,,
5086,大地壁垒,4,6,shipin_508,4200,14060,,,2850,16650,,"""hppro"":102,""gedangpro"":161",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":842587}",,0,,,
5091,卡加斯之戒,4,1,shipin_509,2300,14010,5092,,2850,2400,,"""atkpro"":73,""baojipro"":54",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":242857}",,0,,,
5092,卡加斯之戒,4,2,shipin_509,2600,14020,5093,,2850,5250,,"""atkpro"":83,""baojipro"":64",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364264}",,0,,,
5093,卡加斯之戒,4,3,shipin_509,3000,14030,5094,,2850,8100,,"""atkpro"":92,""baojipro"":73",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":482574}",,0,,,
5094,卡加斯之戒,4,4,shipin_509,3400,14040,5095,,2850,10950,,"""atkpro"":102,""baojipro"":83",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":604108}",,0,,,
5095,卡加斯之戒,4,5,shipin_509,3800,14050,5096,,2850,13800,,"""atkpro"":111,""baojipro"":92",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":722734}",,0,,,
5096,卡加斯之戒,4,6,shipin_509,4200,14060,,,2850,16650,,"""atkpro"":121,""baojipro"":102",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":843487}",,0,,,
5101,秘法飞行靴,4,1,shipin_510,2300,14010,5102,,2850,2400,,"""speed"":25,""hppro"":59",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":244403}",,0,,,
5102,秘法飞行靴,4,2,shipin_510,2600,14020,5103,,2850,5250,,"""speed"":27,""hppro"":67",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":364333}",,0,,,
5103,秘法飞行靴,4,3,shipin_510,3000,14030,5104,,2850,8100,,"""speed"":30,""hppro"":78",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":484221}",,0,,,
5104,秘法飞行靴,4,4,shipin_510,3400,14040,5105,,2850,10950,,"""speed"":34,""hppro"":86",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":602769}",,0,,,
5105,秘法飞行靴,4,5,shipin_510,3800,14050,5106,,2850,13800,,"""speed"":39,""hppro"":98",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":724799}",,0,,,
5106,秘法飞行靴,4,6,shipin_510,4200,14060,,,2850,16650,,"""speed"":45,""hppro"":112",,,,,"{""a"":""attr"",""t"":""jinbi"",""n"":844142}",,0,,,
5111,多瑞尔魔石,4,1,shipin_511,2300,14010,5112,,2850,2400,,"""atk"":713","""511114""",+25.5%对战士的伤害加成,1,"""pojiapro"":120","{""a"":""attr"",""t"":""jinbi"",""n"":242508}",,0,,,
5112,多瑞尔魔石,4,2,shipin_511,2600,14020,5113,,2850,5250,,"""atk"":822","""511214""",+28.8%对战士的伤害加成,1,"""pojiapro"":134","{""a"":""attr"",""t"":""jinbi"",""n"":364297}",,0,,,
5113,多瑞尔魔石,4,3,shipin_511,3000,14030,5114,,2850,8100,,"""atk"":933","""511314""",+32.7%对战士的伤害加成,1,"""pojiapro"":151","{""a"":""attr"",""t"":""jinbi"",""n"":484756}",,0,,,
5114,多瑞尔魔石,4,4,shipin_511,3400,14040,5115,,2850,10950,,"""atk"":1044","""511414""",+36.6%对战士的伤害加成,1,"""pojiapro"":164","{""a"":""attr"",""t"":""jinbi"",""n"":602130}",,0,,,
5115,多瑞尔魔石,4,5,shipin_511,3800,14050,5116,,2850,13800,,"""atk"":1178","""511514""",+40.6%对战士的伤害加成,1,"""pojiapro"":181","{""a"":""attr"",""t"":""jinbi"",""n"":724697}",,0,,,
5116,多瑞尔魔石,4,6,shipin_511,4200,14060,,,2850,16650,,"""atk"":1301","""511614""",+44.8%对战士的伤害加成,1,"""pojiapro"":205","{""a"":""attr"",""t"":""jinbi"",""n"":842608}",,0,,,
5121,魔蛇之眼,4,1,shipin_512,2300,14010,5122,,2850,2400,,"""atk"":713","""512114""",+25.5%对游侠的伤害加成,1,"""atkpro"":35","{""a"":""attr"",""t"":""jinbi"",""n"":244826}",,0,,,
5122,魔蛇之眼,4,2,shipin_512,2600,14020,5123,,2850,5250,,"""atk"":822","""512214""",+28.8%对游侠的伤害加成,1,"""atkpro"":45","{""a"":""attr"",""t"":""jinbi"",""n"":363663}",,0,,,
5123,魔蛇之眼,4,3,shipin_512,3000,14030,5124,,2850,8100,,"""atk"":933","""512314""",+32.7%对游侠的伤害加成,1,"""atkpro"":53","{""a"":""attr"",""t"":""jinbi"",""n"":484106}",,0,,,
5124,魔蛇之眼,4,4,shipin_512,3400,14040,5125,,2850,10950,,"""atk"":1044","""512414""",+36.6%对游侠的伤害加成,1,"""atkpro"":63","{""a"":""attr"",""t"":""jinbi"",""n"":604234}",,0,,,
5125,魔蛇之眼,4,5,shipin_512,3800,14050,5126,,2850,13800,,"""atk"":1178","""512514""",+40.6%对游侠的伤害加成,1,"""atkpro"":72","{""a"":""attr"",""t"":""jinbi"",""n"":722736}",,0,,,
5126,魔蛇之眼,4,6,shipin_512,4200,14060,,,2850,16650,,"""atk"":1301","""512614""",+44.8%对游侠的伤害加成,1,"""atkpro"":81","{""a"":""attr"",""t"":""jinbi"",""n"":842773}",,0,,,
5131,血能红宝石,4,1,shipin_513,2300,14010,5132,,2850,2400,,"""atk"":713","""513114""",+25.5%对刺客的伤害加成,1,"""hppro"":80","{""a"":""attr"",""t"":""jinbi"",""n"":243602}",,0,,,
