技能id,技能类型,被动id,受控不触发,数据,检测条件,描述,
617314,4,addafterskill,1,"{""runskill"":[""617313""]}",{},+60%对战士的伤害加成,
617414,4,addafterskill,1,"{""runskill"":[""617413""]}",{},+70%对战士的伤害加成,
617514,4,addafterskill,1,"{""runskill"":[""617513""]}",{},+80%对战士的伤害加成,
617614,4,addafterskill,1,"{""runskill"":[""617613""]}",{},+90%对战士的伤害加成,
618114,4,addafterskill,1,"{""runskill"":[""618113""]}",{},+40%对游侠的伤害加成,
618214,4,addafterskill,1,"{""runskill"":[""618213""]}",{},+50%对游侠的伤害加成,
618314,4,addafterskill,1,"{""runskill"":[""618313""]}",{},+60%对游侠的伤害加成,
618414,4,addafterskill,1,"{""runskill"":[""618413""]}",{},+70%对游侠的伤害加成,
618514,4,addafterskill,1,"{""runskill"":[""618513""]}",{},+80%对游侠的伤害加成,
618614,4,addafterskill,1,"{""runskill"":[""618613""]}",{},+90%对游侠的伤害加成,
619114,4,addafterskill,1,"{""runskill"":[""619113""]}",{},+40%对法师的伤害加成,
619214,4,addafterskill,1,"{""runskill"":[""619213""]}",{},+50%对法师的伤害加成,
619314,4,addafterskill,1,"{""runskill"":[""619313""]}",{},+60%对法师的伤害加成,
619414,4,addafterskill,1,"{""runskill"":[""619413""]}",{},+70%对法师的伤害加成,
619514,4,addafterskill,1,"{""runskill"":[""619513""]}",{},+80%对法师的伤害加成,
619614,4,addafterskill,1,"{""runskill"":[""619613""]}",{},+90%对法师的伤害加成,
620114,4,addafterskill,1,"{""runskill"":[""620113""]}",{},+40%对辅助的伤害加成,
620214,4,addafterskill,1,"{""runskill"":[""620213""]}",{},+50%对辅助的伤害加成,
620314,4,addafterskill,1,"{""runskill"":[""620313""]}",{},+60%对辅助的伤害加成,
620414,4,addafterskill,1,"{""runskill"":[""620413""]}",{},+70%对辅助的伤害加成,
620514,4,addafterskill,1,"{""runskill"":[""620513""]}",{},+80%对辅助的伤害加成,
620614,4,addafterskill,1,"{""runskill"":[""620613""]}",{},+90%对辅助的伤害加成,
621114,4,addafterskill,1,"{""runskill"":[""621113""]}",{},+40%对辅助的伤害加成,
621214,4,addafterskill,1,"{""runskill"":[""621213""]}",{},+50%对辅助的伤害加成,
621314,4,addafterskill,1,"{""runskill"":[""621313""]}",{},+60%对辅助的伤害加成,
621414,4,addafterskill,1,"{""runskill"":[""621413""]}",{},+70%对辅助的伤害加成,
621514,4,addafterskill,1,"{""runskill"":[""621513""]}",{},+80%对辅助的伤害加成,
621614,4,addafterskill,1,"{""runskill"":[""621613""]}",{},+90%对辅助的伤害加成,
622114,4,addafterskill,1,"{""runskill"":[""622113""]}",{},+40%对游侠的伤害加成,
622214,4,addafterskill,1,"{""runskill"":[""622213""]}",{},+50%对游侠的伤害加成,
622314,4,addafterskill,1,"{""runskill"":[""622313""]}",{},+60%对游侠的伤害加成,
622414,4,addafterskill,1,"{""runskill"":[""622413""]}",{},+70%对游侠的伤害加成,
622514,4,addafterskill,1,"{""runskill"":[""622513""]}",{},+80%对游侠的伤害加成,
622614,4,addafterskill,1,"{""runskill"":[""622613""]}",{},+90%对游侠的伤害加成,
623114,4,addafterskill,1,"{""runskill"":[""623113""]}",{},+40%对刺客的伤害加成,
623214,4,addafterskill,1,"{""runskill"":[""623213""]}",{},+50%对刺客的伤害加成,
623314,4,addafterskill,1,"{""runskill"":[""623313""]}",{},+60%对刺客的伤害加成,
623414,4,addafterskill,1,"{""runskill"":[""623413""]}",{},+70%对刺客的伤害加成,
623514,4,addafterskill,1,"{""runskill"":[""623513""]}",{},+80%对刺客的伤害加成,
623614,4,addafterskill,1,"{""runskill"":[""623613""]}",{},+90%对刺客的伤害加成,
624114,4,addafterskill,1,"{""runskill"":[""624113""]}",{},+40%对法师的伤害加成,
624214,4,addafterskill,1,"{""runskill"":[""624213""]}",{},+50%对法师的伤害加成,
624314,4,addafterskill,1,"{""runskill"":[""624313""]}",{},+60%对法师的伤害加成,
624414,4,addafterskill,1,"{""runskill"":[""624413""]}",{},+70%对法师的伤害加成,
624514,4,addafterskill,1,"{""runskill"":[""624513""]}",{},+80%对法师的伤害加成,
624614,4,addafterskill,1,"{""runskill"":[""624613""]}",{},+90%对法师的伤害加成,
628114,4,extbuff,1,"{""nuqi"":25}","{""when"":""roleinit""}",+25点怒气,
628214,4,extbuff,1,"{""nuqi"":30}","{""when"":""roleinit""}",+30点怒气,
628314,4,extbuff,1,"{""nuqi"":35}","{""when"":""roleinit""}",+35点怒气,
628414,4,extbuff,1,"{""nuqi"":40}","{""when"":""roleinit""}",+40点怒气,
628514,4,extbuff,1,"{""nuqi"":45}","{""when"":""roleinit""}",+45点怒气,
628614,4,extbuff,1,"{""nuqi"":50}","{""when"":""roleinit""}",+50点怒气,
1100014,4,runskill,1,"{""runskill"":[""1100013""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到1号职业伤害增加buff,
1100024,4,runskill,1,"{""runskill"":[""1100023""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到2号职业伤害增加buff,
1100034,4,runskill,1,"{""runskill"":[""1100033""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到3号职业伤害增加buff,
1100044,4,runskill,1,"{""runskill"":[""1100043""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到4号职业伤害增加buff,
1100054,4,runskill,1,"{""runskill"":[""1100053""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到5号职业伤害增加buff,
1100064,4,runskill,1,"{""runskill"":[""1100063""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到1号种族伤害增加buff,
1100074,4,runskill,1,"{""runskill"":[""1100073""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到2号种族伤害增加buff,
1100084,4,runskill,1,"{""runskill"":[""1100083""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到3号种族伤害增加buff,
1100094,4,runskill,1,"{""runskill"":[""1100093""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到4号种族伤害增加buff,
1100104,4,runskill,1,"{""runskill"":[""1100103"",""1100113""]}","{""when"":""round"",""number"":""1""}",回合开始时，对BOSS和爪牙释放受到5/6号种族伤害增加buff,
1100114,4,changeskin,0,"{""skin"":""3205a""}","{""when"":""round"",""number"":""5""}",第5回合开始时，模型变成3205a,
1500004,4,runskill,1,"{""runskill"":[""1500003""]}","{""when"":""round"",""number"":""-1""}",每回合开始时，给自己回300怒气,
1510004,4,kuilei,0,"{""pro"":500}","{""when"":""roundend""}",回合结束时召唤傀儡,
1510014,4,kuilei,0,{},"{""when"":""realdead"",""side"":""-2""}",全员死亡时召唤boss,
1510024,4,call,0,"{""pro"":500}","{""when"":""roundend""}",回合结束时召唤傀儡,
1520004,4,addbosshp,0,{},"{""when"":""hpchange""}",蓝龙监听全场的血量变化事件,
1520014,4,runskill,0,"{""runskill"":[""1520013""]}","{""when"":""round"",""number"":""1""}",,
1530004,4,kuilei,0,"{""pro"":650}","{""when"":""roundend""}",回合结束时召唤傀儡,
1107601004,4,runskill,0,"{""runskill"":[""1107601003""]}","{""when"":""byatk"",""side"":""-2""}",每次受到直接攻击，怒气额外提升3点,
1107602004,4,runskill,0,"{""runskill"":[""1107602003""]}","{""when"":""byatk"",""side"":""-2""}",每次受到直接攻击，怒气额外提升5点,
1108601004,4,addafterskill,0,"{""runskill"":[""1108601003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""xpskill""}",怒气技对敌人造成伤害时，若敌人生命值低于40%，则对敌人60%造成眩晕，持续2回合,
1108602004,4,addafterskill,0,"{""runskill"":[""1108602003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""xpskill""}",怒气技对敌人造成伤害时，若敌人生命值低于40%，则对敌人100%造成眩晕，持续2回合,
1109601004,4,addafterskill,1,"{""runskill"":[""1109601003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""normalskill""}",冷血督军将深度冻结已经被冰冻的目标，其普攻攻击的目标如果已经被冰冻，则有30%概率冰冻目标2回合,
1109602004,4,addafterskill,1,"{""runskill"":[""1109602003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""normalskill""}",冷血督军将深度冻结已经被冰冻的目标，其普攻攻击的目标如果已经被冰冻，则有50%概率冰冻目标2回合,
1110601004,4,runskill,0,"{""runskill"":[""1504601003""]}","{""when"":""getbuff"",""side"":""1"",""bufftype"":[""liuxue""]}",,
1110602004,4,runskill,0,"{""runskill"":[""1504602003""]}","{""when"":""getbuff"",""side"":""1"",""bufftype"":[""liuxue""]}",,
1202601004,4,addafterskill,1,"{""runskill"":[""1202601003"",""1202601013""]}",{},攻击增加5%，对流血目标造成伤害增加12%，燃烧目标伤害增加12%,
1202602004,4,addafterskill,1,"{""runskill"":[""1202602003"",""1202602013""]}",{},攻击增加8%，对流血目标造成伤害增加15%，燃烧目标伤害增加15%,
1203601004,4,runskill,0,"{""runskill"":[""1203601003""]}","{""when"":""realdead"",""side"":""-2"",""iscancel"":0}",张角死亡时，将撕破脸皮怒砸太平要术，立刻对全体敌人造成35%攻击伤害(叠加后的最终攻击的话，有点太强）,
1203602004,4,runskill,0,"{""runskill"":[""1203602003""]}","{""when"":""realdead"",""side"":""-2"",""iscancel"":0}",张角死亡时，将撕破脸皮怒砸太平要术，立刻对全体敌人造成60%攻击伤害(叠加后的最终攻击的话，有点太强）,
1204601004,4,addafterskill,1,"{""runskill"":[""1204601003"",""1204601013""]}",{},攻击对冰冻目标伤害增加12%，对石化目标伤害增加12%（若目标同时冰冻石化，则伤害增加24%）,
1204602004,4,addafterskill,1,"{""runskill"":[""1204602003"",""1204602013""]}",{},攻击对冰冻目标伤害增加20%，对石化目标伤害增加20%（若目标同时冰冻石化，则伤害增加40%）,
1303601004,4,addafterskill,1,"{""runskill"":[""1303601003""]}",{},攻击增加5%，对冰冻目标造成伤害增加18%,
1303602004,4,addafterskill,1,"{""runskill"":[""1303602003""]}",{},攻击增加8%，对冰冻目标造成伤害增加30%,
1304601004,4,runskill,0,"{""runskill"":[""1304601003""]}","{""when"":""dead"",""side"":""1""}",每当敌方被击败时，将会吸取对方灵魂提升自己6%伤害，持续4回合,
1304602004,4,runskill,0,"{""runskill"":[""1304602003""]}","{""when"":""dead"",""side"":""1""}",每当敌方被击败时，将会吸取对方灵魂提升自己10%伤害，持续4回合,
1305601004,4,runskill,0,"{""runskill"":[""1305601003""]}","{""when"":""byatk"",""side"":""-2""}",当被攻击时，恢复自身已损失血量的3%,
1305602004,4,runskill,0,"{""runskill"":[""1305602003""]}","{""when"":""byatk"",""side"":""-2""}",当被攻击时，恢复自身已损失血量的5%,
1402601004,4,extbuff,1,"{""dpspro"":30}","{""when"":""roleinit"",""zhongzu"":[1]}",战斗开始时每有一名己方群雄阵营武将，自己本场战斗伤害增加3%（最高增加18%）,
1402602004,4,extbuff,1,"{""dpspro"":50}","{""when"":""roleinit"",""zhongzu"":[1]}",战斗开始时每有一名己方群雄阵营武将，自己本场战斗伤害增加5%（最高增加30%）,
1403601004,4,runskill,0,"{""runskill"":[""1403601003""]}","{""when"":""hpchange"",""hpproless"":500}",喝多了，我自己人都打！生命值低于50%时，提升自身18%攻击持续3回合（每场战斗只会触发一次）,
1403602004,4,runskill,0,"{""runskill"":[""1403602003""]}","{""when"":""hpchange"",""hpproless"":500}",喝多了，我自己人都打！生命值低于50%时，提升自身30%攻击持续3回合（每场战斗只会触发一次）,
1404601004,4,runskill,0,"{""runskill"":[""3402601003""]}","{""when"":""round"",""number"":""-1""}",孙策攻击提升6%，并且每回合开始增加6%暴击率（该效果最多叠加3层）,
1404602004,4,runskill,0,"{""runskill"":[""3402602003""]}","{""when"":""round"",""number"":""-1""}",孙策攻击提升10%，并且每回合开始增加10%暴击率（该效果最多叠加3层）,
1405601004,4,runskill,0,"{""runskill"":[""1405601003""]}","{""when"":""round"",""number"":""1""}",敌方每有一个中流血效果的目标将会使得地狱拳师伤害+6%（该效果最多提升24%伤害）,
1405602004,4,runskill,0,"{""runskill"":[""1405602003""]}","{""when"":""round"",""number"":""1""}",敌方每有一个中流血效果的目标将会使得地狱拳师伤害+10%（该效果最多提升40%伤害）,
1503601004,4,runskill,0,"{""runskill"":[""1503601003""]}","{""when"":""doatk"",""side"":""-2""}",破防增加12%，瞄准对方弱点，对攻击低于自己的目标造成额外18%伤害,
1503602004,4,runskill,0,"{""runskill"":[""1503602003""]}","{""when"":""doatk"",""side"":""-2""}",破防增加20%，瞄准对方弱点，对攻击低于自己的目标造成额外30%伤害,
1504601004,4,runskill,0,"{""runskill"":[""1504601003""]}","{""when"":""getbuff"",""side"":""1"",""bufftype"":[""shihua""]}",每当有敌方英雄被石化时，恢复12点怒气,
1504602004,4,runskill,0,"{""runskill"":[""1504602003""]}","{""when"":""getbuff"",""side"":""1"",""bufftype"":[""shihua""]}",每当有敌方英雄被石化时，恢复20点怒气,
2103601004,4,addafterskill,0,"{""runskill"":[""2103601003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""xpskill""}",释放怒气技能时，如果敌方武将生命低于30%，则有60%概率对目标造成眩晕,
2103602004,4,addafterskill,0,"{""runskill"":[""2103602003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""xpskill""}",释放怒气技能时，如果敌方武将生命低于30%，则对目标造成眩晕,
2104601004,4,runskill,0,"{""runskill"":[""2104601003""]}","{""when"":""hpchange"",""hpproless"":500}",生命低于50%将释放洪荒之力，提升全体友军6%伤害，持续3回合,
2104602004,4,runskill,0,"{""runskill"":[""2104602003""]}","{""when"":""hpchange"",""hpproless"":500}",生命低于50%将释放洪荒之力，提升全体友军10%伤害，持续3回合,
2105601004,4,runskill,0,"{""runskill"":[""2105601003""]}","{""when"":""round"",""number"":""1""}",敌方每有一个中燃烧效果的目标将会使得巨岩神使伤害+6%（该效果最多提升24%伤害）,
2105602004,4,runskill,0,"{""runskill"":[""2105602003""]}","{""when"":""round"",""number"":""1""}",敌方每有一个中燃烧效果的目标将会使得巨岩神使伤害+10%（该效果最多提升40%伤害）,
2106601004,4,runskill,0,"{""runskill"":[""2106601003""]}","{""when"":""byatk"",""side"":""-2""}",每当被攻击时，恢复自身2.4%生命上限的血量,
2106602004,4,runskill,0,"{""runskill"":[""2106602003""]}","{""when"":""byatk"",""side"":""-2""}",每当被攻击时，恢复自身4%生命上限的血量,
2203601004,4,addafterskill,1,"{""runskill"":[""1303601003""]}",{},攻击增加5%，对冰冻目标造成伤害增加18%,
2203602004,4,addafterskill,1,"{""runskill"":[""1303602003""]}",{},攻击增加8%，对冰冻目标造成伤害增加30%,
2204601004,4,runskill,0,"{""runskill"":[""2204601003""]}","{""when"":""round"",""number"":""-1""}",七步成诗，每回合开始增加4%伤害，持续7回合,
2204602004,4,runskill,0,"{""runskill"":[""2204602003""]}","{""when"":""round"",""number"":""-1""}",七步成诗，每回合开始增加7%伤害，持续7回合,
2205601004,4,runskill,0,"{""runskill"":[""2205601003""]}","{""when"":""round"",""number"":""1""}",荀彧免控增加6%，敌方每有一个存活武将，技能伤害提升6%,
2205602004,4,runskill,0,"{""runskill"":[""2205602003""]}","{""when"":""round"",""number"":""1""}",荀彧免控增加10%，敌方每有一个存活武将，技能伤害提升10%,
2206601004,4,runskill,0,"{""runskill"":[""2206601003""]}","{""when"":""realdead"",""side"":""-2"",""iscancel"":0}",自身死亡时，火焰将永远灼烧敌人，对全体敌人造成18%攻击燃烧伤害，直到目标死亡,
2206602004,4,runskill,0,"{""runskill"":[""2206602003""]}","{""when"":""realdead"",""side"":""-2"",""iscancel"":0}",自身死亡时，火焰将永远灼烧敌人，对全体敌人造成30%攻击燃烧伤害，直到目标死亡,
2207601004,4,addafterskill,1,"{""runskill"":[""2207601003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""normalskill""}",狂雷囚徒将深度眩晕已经被眩晕的目标，其普攻攻击的目标如果已经被眩晕，则有30%概率眩晕目标2回合,
2207602004,4,addafterskill,1,"{""runskill"":[""2207602003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""normalskill""}",狂雷囚徒将深度眩晕已经被眩晕的目标，其普攻攻击的目标如果已经被眩晕，则将50%眩晕目标2回合,
2303601004,4,addafterskill,0,"{""runskill"":[""2303601003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""xpskill""}",释放怒气技能时，将立刻恢复全体友军48%蔡文姬攻击的血量,
2303602004,4,addafterskill,0,"{""runskill"":[""2303602003""]}","{""when"":""doatk"",""side"":""-2"",""atktype"":""xpskill""}",释放怒气技能时，将立刻恢复全体友军80%蔡文姬攻击的血量,
2402601004,4,extbuff,1,"{""dpspro"":30}","{""when"":""roleinit"",""zhongzu"":[2]}",战斗开始时每有一名己方魏国阵营武将，自己本场战斗伤害增加3%（最高增加18%）,
2402602004,4,extbuff,1,"{""dpspro"":50}","{""when"":""roleinit"",""zhongzu"":[2]}",战斗开始时每有一名己方魏国阵营武将，自己本场战斗伤害增加5%（最高增加30%）,
2403601004,4,addafterskill,1,"{""runskill"":[""2403601003""]}",{},攻击增加6%，对流血目标造成的伤害增加15%,
2403602004,4,addafterskill,1,"{""runskill"":[""2403602003""]}",{},攻击增加10%，对流血目标造成的伤害增加25%,
2404601004,4,addafterskill,1,"{""runskill"":[""2404601003""]}",{},对流血目标造成的伤害增加24%,
2404602004,4,addafterskill,1,"{""runskill"":[""2404602003""]}",{},对流血目标造成的伤害增加40%,
2506601004,4,addafterskill,1,"{""runskill"":[""2506601003""]}",{},攻击增加6%，对冰冻目标造成的伤害增加15%,
2506602004,4,addafterskill,1,"{""runskill"":[""2506602003""]}",{},攻击增加10%，对冰冻目标造成的伤害增加25%,
