NPC编号,NPC头像,位置,NPC等级,英雄ID,阶位,属性,放大系数,,,,,,,,,
61,31023,1,57,31023,4,"""atk"":1.1,""hp"":1.1",1,,,,,,,,,
61,31023,2,57,31023,4,"""atk"":1.1,""hp"":1.1",1,,,,,,,,,
61,31023,3,57,32023,4,"""atk"":1.1,""hp"":1.1",1,,,,,,,,,
61,31023,4,57,35023,4,"""atk"":1.1,""hp"":1.1",1,,,,,,,,,
61,31023,5,57,34014,4,"""atk"":1.1,""hp"":1.1",1,,,,,,,,,
61,31023,6,57,34014,4,"""atk"":1.1,""hp"":1.1",1,,,,,,,,,
62,41044,1,58,41044,4,"""atk"":1.102,""hp"":1.102",1,,,,,,,,,
62,41044,2,58,41023,4,"""atk"":1.102,""hp"":1.102",1,,,,,,,,,
62,41044,3,58,41013,4,"""atk"":1.102,""hp"":1.102",1,,,,,,,,,
62,41044,4,58,44034,4,"""atk"":1.102,""hp"":1.102",1,,,,,,,,,
62,41044,5,58,45013,4,"""atk"":1.102,""hp"":1.102",1,,,,,,,,,
62,41044,6,58,41013,4,"""atk"":1.102,""hp"":1.102",1,,,,,,,,,
63,52024,1,59,52024,4,"""atk"":1.105,""hp"":1.105",1,,,,,,,,,
63,52024,2,59,53014,4,"""atk"":1.105,""hp"":1.105",1,,,,,,,,,
63,52024,3,59,52034,4,"""atk"":1.105,""hp"":1.105",1,,,,,,,,,
63,52024,4,59,52013,4,"""atk"":1.105,""hp"":1.105",1,,,,,,,,,
63,52024,5,59,52013,4,"""atk"":1.105,""hp"":1.105",1,,,,,,,,,
63,52024,6,59,52013,4,"""atk"":1.105,""hp"":1.105",1,,,,,,,,,
64,61014,1,60,61014,4,"""atk"":1.107,""hp"":1.107",1,,,,,,,,,
64,61014,2,60,62014,4,"""atk"":1.107,""hp"":1.107",1,,,,,,,,,
64,61014,3,60,63014,4,"""atk"":1.107,""hp"":1.107",1,,,,,,,,,
64,61014,4,60,63014,4,"""atk"":1.107,""hp"":1.107",1,,,,,,,,,
64,61014,5,60,64013,4,"""atk"":1.107,""hp"":1.107",1,,,,,,,,,
64,61014,6,60,64013,4,"""atk"":1.107,""hp"":1.107",1,,,,,,,,,
65,52024,1,61,52024,4,"""atk"":1.11,""hp"":1.165",1,,,,,,,,,
65,52024,2,61,41023,4,"""atk"":1.11,""hp"":1.165",1,,,,,,,,,
65,52024,3,61,64013,4,"""atk"":1.11,""hp"":1.165",1,,,,,,,,,
65,52024,4,61,14013,4,"""atk"":1.11,""hp"":1.165",1,,,,,,,,,
65,52024,5,61,25023,4,"""atk"":1.11,""hp"":1.165",1,,,,,,,,,
65,52024,6,61,31033,4,"""atk"":1.11,""hp"":1.165",1,,,,,,,,,
66,11075,1,62,11075,5,"""atk"":1.112,""hp"":1.112",1,,,,,,,,,
66,11075,2,62,11085,4,"""atk"":1.112,""hp"":1.112",1,,,,,,,,,
66,11075,3,62,12025,4,"""atk"":1.112,""hp"":1.112",1,,,,,,,,,
66,11075,4,62,15015,4,"""atk"":1.112,""hp"":1.112",1,,,,,,,,,
66,11075,5,62,14025,4,"""atk"":1.112,""hp"":1.112",1,,,,,,,,,
66,11075,6,62,15025,4,"""atk"":1.112,""hp"":1.112",1,,,,,,,,,
67,22055,1,63,22055,5,"""atk"":1.115,""hp"":1.115",1,,,,,,,,,
67,22055,2,63,21045,5,"""atk"":1.115,""hp"":1.115",1,,,,,,,,,
67,22055,3,63,25075,4,"""atk"":1.115,""hp"":1.115",1,,,,,,,,,
67,22055,4,63,24025,4,"""atk"":1.115,""hp"":1.115",1,,,,,,,,,
67,22055,5,63,24025,4,"""atk"":1.115,""hp"":1.115",1,,,,,,,,,
67,22055,6,63,25075,4,"""atk"":1.115,""hp"":1.115",1,,,,,,,,,
68,35035,1,64,35035,5,"""atk"":1.117,""hp"":1.117",1,,,,,,,,,
68,35035,2,64,35045,5,"""atk"":1.117,""hp"":1.117",1,,,,,,,,,
68,35035,3,64,34015,5,"""atk"":1.117,""hp"":1.117",1,,,,,,,,,
68,35035,4,64,33015,4,"""atk"":1.117,""hp"":1.117",1,,,,,,,,,
68,35035,5,64,31085,4,"""atk"":1.117,""hp"":1.117",1,,,,,,,,,
68,35035,6,64,33015,4,"""atk"":1.117,""hp"":1.117",1,,,,,,,,,
69,45055,1,65,45055,5,"""atk"":1.12,""hp"":1.12",1,,,,,,,,,
69,45055,2,65,41035,5,"""atk"":1.12,""hp"":1.12",1,,,,,,,,,
69,45055,3,65,43035,5,"""atk"":1.12,""hp"":1.12",1,,,,,,,,,
69,45055,4,65,44035,5,"""atk"":1.12,""hp"":1.12",1,,,,,,,,,
69,45055,5,65,43045,4,"""atk"":1.12,""hp"":1.12",1,,,,,,,,,
69,45055,6,65,44025,4,"""atk"":1.12,""hp"":1.12",1,,,,,,,,,
70,53015,1,66,53015,5,"""atk"":1.403,""hp"":4.31",1.4,,,,,,,,,
70,53015,3,66,52025,5,"""atk"":1.403,""hp"":4.31",1.4,,,,,,,,,
70,53015,6,66,52025,4,"""atk"":1.403,""hp"":4.31",1.4,,,,,,,,,
71,61025,1,67,61025,5,"""atk"":1.125,""hp"":1.125",1,,,,,,,,,
71,61025,2,67,63025,5,"""atk"":1.125,""hp"":1.125",1,,,,,,,,,
71,61025,3,67,61015,5,"""atk"":1.125,""hp"":1.125",1,,,,,,,,,
71,61025,4,67,63015,5,"""atk"":1.125,""hp"":1.125",1,,,,,,,,,
71,61025,5,67,63015,5,"""atk"":1.125,""hp"":1.125",1,,,,,,,,,
71,61025,6,67,63015,5,"""atk"":1.125,""hp"":1.125",1,,,,,,,,,
72,63025,1,68,63025,5,"""atk"":1.127,""hp"":1.127",1,,,,,,,,,
72,63025,2,68,52045,5,"""atk"":1.127,""hp"":1.127",1,,,,,,,,,
72,63025,3,68,31085,5,"""atk"":1.127,""hp"":1.127",1,,,,,,,,,
72,63025,4,68,44045,5,"""atk"":1.127,""hp"":1.127",1,,,,,,,,,
72,63025,5,68,23035,5,"""atk"":1.127,""hp"":1.127",1,,,,,,,,,
72,63025,6,68,14025,5,"""atk"":1.127,""hp"":1.127",1,,,,,,,,,
73,11045,1,69,11045,5,"""atk"":1.13,""hp"":1.13",1,,,,,,,,,
73,11045,2,69,14035,5,"""atk"":1.13,""hp"":1.13",1,,,,,,,,,
73,11045,3,69,13035,5,"""atk"":1.13,""hp"":1.13",1,,,,,,,,,
73,11045,4,69,11065,5,"""atk"":1.13,""hp"":1.13",1,,,,,,,,,
73,11045,5,69,15025,5,"""atk"":1.13,""hp"":1.13",1,,,,,,,,,
73,11045,6,69,13035,5,"""atk"":1.13,""hp"":1.13",1,,,,,,,,,
74,22055,1,70,22055,5,"""atk"":1.132,""hp"":1.132",1,,,,,,,,,
74,22055,2,70,25065,5,"""atk"":1.132,""hp"":1.132",1,,,,,,,,,
74,22055,3,70,25055,5,"""atk"":1.132,""hp"":1.132",1,,,,,,,,,
74,22055,4,70,21015,5,"""atk"":1.132,""hp"":1.132",1,,,,,,,,,
74,22055,5,70,25075,5,"""atk"":1.132,""hp"":1.132",1,,,,,,,,,
74,22055,6,70,23035,5,"""atk"":1.132,""hp"":1.132",1,,,,,,,,,
75,31055,1,71,31055,5,"""atk"":1.135,""hp"":1.191",1,,,,,,,,,
75,31055,2,71,35035,5,"""atk"":1.135,""hp"":1.191",1,,,,,,,,,
75,31055,3,71,33015,5,"""atk"":1.135,""hp"":1.191",1,,,,,,,,,
75,31055,4,71,33025,5,"""atk"":1.135,""hp"":1.191",1,,,,,,,,,
75,31055,5,71,33015,5,"""atk"":1.135,""hp"":1.191",1,,,,,,,,,
75,31055,6,71,31065,5,"""atk"":1.135,""hp"":1.191",1,,,,,,,,,
76,41035,1,72,41035,5,"""atk"":1.137,""hp"":1.137",1,,,,,,,,,
76,41035,2,72,41065,5,"""atk"":1.137,""hp"":1.137",1,,,,,,,,,
76,41035,3,72,42015,5,"""atk"":1.137,""hp"":1.137",1,,,,,,,,,
76,41035,4,72,42015,5,"""atk"":1.137,""hp"":1.137",1,,,,,,,,,
76,41035,5,72,43055,5,"""atk"":1.137,""hp"":1.137",1,,,,,,,,,
76,41035,6,72,44045,5,"""atk"":1.137,""hp"":1.137",1,,,,,,,,,
77,52045,1,73,52045,5,"""atk"":1.14,""hp"":1.14",1,,,,,,,,,
77,52045,2,73,51015,5,"""atk"":1.14,""hp"":1.14",1,,,,,,,,,
77,52045,3,73,53015,5,"""atk"":1.14,""hp"":1.14",1,,,,,,,,,
77,52045,4,73,53015,5,"""atk"":1.14,""hp"":1.14",1,,,,,,,,,
77,52045,5,73,52025,5,"""atk"":1.14,""hp"":1.14",1,,,,,,,,,
77,52045,6,73,52035,5,"""atk"":1.14,""hp"":1.14",1,,,,,,,,,
78,61015,1,74,61015,5,"""atk"":1.142,""hp"":1.142",1,,,,,,,,,
78,61015,2,74,61025,5,"""atk"":1.142,""hp"":1.142",1,,,,,,,,,
78,61015,3,74,63015,5,"""atk"":1.142,""hp"":1.142",1,,,,,,,,,
78,61015,4,74,61015,5,"""atk"":1.142,""hp"":1.142",1,,,,,,,,,
78,61015,5,74,63015,5,"""atk"":1.142,""hp"":1.142",1,,,,,,,,,
78,61015,6,74,62015,5,"""atk"":1.142,""hp"":1.142",1,,,,,,,,,
79,45055,1,75,45055,5,"""atk"":1.145,""hp"":1.145",1,,,,,,,,,
79,45055,2,75,63025,5,"""atk"":1.145,""hp"":1.145",1,,,,,,,,,
79,45055,3,75,25075,5,"""atk"":1.145,""hp"":1.145",1,,,,,,,,,
79,45055,4,75,52025,5,"""atk"":1.145,""hp"":1.145",1,,,,,,,,,
79,45055,5,75,32045,5,"""atk"":1.145,""hp"":1.145",1,,,,,,,,,
79,45055,6,75,13045,5,"""atk"":1.145,""hp"":1.145",1,,,,,,,,,
80,15035,1,76,15035,5,"""atk"":1.434,""hp"":4.406",1.4,,,,,,,,,
80,15035,3,76,15025,5,"""atk"":1.434,""hp"":4.406",1.4,,,,,,,,,
80,15035,6,76,11055,5,"""atk"":1.434,""hp"":4.406",1.4,,,,,,,,,
81,22055,1,77,22055,5,"""atk"":1.15,""hp"":1.15",1,,,,,,,,,
81,22055,2,77,25065,5,"""atk"":1.15,""hp"":1.15",1,,,,,,,,,
81,22055,3,77,21015,5,"""atk"":1.15,""hp"":1.15",1,,,,,,,,,
81,22055,4,77,21035,5,"""atk"":1.15,""hp"":1.15",1,,,,,,,,,
81,22055,5,77,23035,5,"""atk"":1.15,""hp"":1.15",1,,,,,,,,,
81,22055,6,77,25055,5,"""atk"":1.15,""hp"":1.15",1,,,,,,,,,
82,31055,1,78,31055,5,"""atk"":1.152,""hp"":1.152",1,,,,,,,,,
82,31055,2,78,31055,5,"""atk"":1.152,""hp"":1.152",1,,,,,,,,,
82,31055,3,78,32035,5,"""atk"":1.152,""hp"":1.152",1,,,,,,,,,
82,31055,4,78,31085,5,"""atk"":1.152,""hp"":1.152",1,,,,,,,,,
82,31055,5,78,32055,5,"""atk"":1.152,""hp"":1.152",1,,,,,,,,,
82,31055,6,78,33015,5,"""atk"":1.152,""hp"":1.152",1,,,,,,,,,
83,41055,1,79,41055,5,"""atk"":1.155,""hp"":1.155",1,,,,,,,,,
83,41055,2,79,45045,5,"""atk"":1.155,""hp"":1.155",1,,,,,,,,,
83,41055,3,79,44035,5,"""atk"":1.155,""hp"":1.155",1,,,,,,,,,
83,41055,4,79,43045,5,"""atk"":1.155,""hp"":1.155",1,,,,,,,,,
83,41055,5,79,43055,5,"""atk"":1.155,""hp"":1.155",1,,,,,,,,,
83,41055,6,79,44035,5,"""atk"":1.155,""hp"":1.155",1,,,,,,,,,
84,51015,1,80,51015,5,"""atk"":1.157,""hp"":1.157",1,,,,,,,,,
84,51015,2,80,53015,5,"""atk"":1.157,""hp"":1.157",1,,,,,,,,,
84,51015,3,80,53015,5,"""atk"":1.157,""hp"":1.157",1,,,,,,,,,
84,51015,4,80,52045,5,"""atk"":1.157,""hp"":1.157",1,,,,,,,,,
84,51015,5,80,52045,5,"""atk"":1.157,""hp"":1.157",1,,,,,,,,,
84,51015,6,80,53015,5,"""atk"":1.157,""hp"":1.157",1,,,,,,,,,
85,61015,1,81,61015,5,"""atk"":1.16,""hp"":1.218",1,,,,,,,,,
85,61015,2,81,61015,5,"""atk"":1.16,""hp"":1.218",1,,,,,,,,,
85,61015,3,81,61015,5,"""atk"":1.16,""hp"":1.218",1,,,,,,,,,
85,61015,4,81,62015,5,"""atk"":1.16,""hp"":1.218",1,,,,,,,,,
85,61015,5,81,61015,5,"""atk"":1.16,""hp"":1.218",1,,,,,,,,,
85,61015,6,81,63015,5,"""atk"":1.16,""hp"":1.218",1,,,,,,,,,
86,31055,1,82,31055,5,"""atk"":1.162,""hp"":1.162",1,,,,,,,,,
86,31055,2,82,24035,5,"""atk"":1.162,""hp"":1.162",1,,,,,,,,,
86,31055,3,82,11055,5,"""atk"":1.162,""hp"":1.162",1,,,,,,,,,
86,31055,4,82,63015,5,"""atk"":1.162,""hp"":1.162",1,,,,,,,,,
86,31055,5,82,52035,5,"""atk"":1.162,""hp"":1.162",1,,,,,,,,,
86,31055,6,82,43035,5,"""atk"":1.162,""hp"":1.162",1,,,,,,,,,
87,11045,1,83,11045,5,"""atk"":1.165,""hp"":1.165",1,,,,,,,,,
87,11045,2,83,11075,5,"""atk"":1.165,""hp"":1.165",1,,,,,,,,,
87,11045,3,83,14025,5,"""atk"":1.165,""hp"":1.165",1,,,,,,,,,
87,11045,4,83,11055,5,"""atk"":1.165,""hp"":1.165",1,,,,,,,,,
87,11045,5,83,12025,5,"""atk"":1.165,""hp"":1.165",1,,,,,,,,,
87,11045,6,83,15015,5,"""atk"":1.165,""hp"":1.165",1,,,,,,,,,
88,25065,1,84,25065,5,"""atk"":1.167,""hp"":1.167",1,,,,,,,,,
88,25065,2,84,25065,5,"""atk"":1.167,""hp"":1.167",1,,,,,,,,,
88,25065,3,84,25055,5,"""atk"":1.167,""hp"":1.167",1,,,,,,,,,
88,25065,4,84,22035,5,"""atk"":1.167,""hp"":1.167",1,,,,,,,,,
88,25065,5,84,25045,5,"""atk"":1.167,""hp"":1.167",1,,,,,,,,,
88,25065,6,84,25055,5,"""atk"":1.167,""hp"":1.167",1,,,,,,,,,
89,31055,1,85,31055,5,"""atk"":1.17,""hp"":1.17",1,,,,,,,,,
89,31055,2,85,31055,5,"""atk"":1.17,""hp"":1.17",1,,,,,,,,,
89,31055,3,85,32045,5,"""atk"":1.17,""hp"":1.17",1,,,,,,,,,
89,31055,4,85,31085,5,"""atk"":1.17,""hp"":1.17",1,,,,,,,,,
89,31055,5,85,32045,5,"""atk"":1.17,""hp"":1.17",1,,,,,,,,,
89,31055,6,85,32035,5,"""atk"":1.17,""hp"":1.17",1,,,,,,,,,
90,41065,1,86,41065,5,"""atk"":1.465,""hp"":4.502",1.4,,,,,,,,,
90,41065,3,86,44025,5,"""atk"":1.465,""hp"":4.502",1.4,,,,,,,,,
90,41065,6,86,44035,5,"""atk"":1.465,""hp"":4.502",1.4,,,,,,,,,
91,52045,1,87,52045,5,"""atk"":1.175,""hp"":1.175",1,,,,,,,,,
91,52045,2,87,51015,5,"""atk"":1.175,""hp"":1.175",1,,,,,,,,,
91,52045,3,87,53015,5,"""atk"":1.175,""hp"":1.175",1,,,,,,,,,
91,52045,4,87,52045,5,"""atk"":1.175,""hp"":1.175",1,,,,,,,,,
91,52045,5,87,53015,5,"""atk"":1.175,""hp"":1.175",1,,,,,,,,,
91,52045,6,87,52045,5,"""atk"":1.175,""hp"":1.175",1,,,,,,,,,
92,63025,1,88,63025,5,"""atk"":1.177,""hp"":1.177",1,,,,,,,,,
92,63025,2,88,61015,5,"""atk"":1.177,""hp"":1.177",1,,,,,,,,,
92,63025,3,88,62015,5,"""atk"":1.177,""hp"":1.177",1,,,,,,,,,
92,63025,4,88,63015,5,"""atk"":1.177,""hp"":1.177",1,,,,,,,,,
92,63025,5,88,63015,5,"""atk"":1.177,""hp"":1.177",1,,,,,,,,,
92,63025,6,88,61015,5,"""atk"":1.177,""hp"":1.177",1,,,,,,,,,
93,41055,1,89,41055,5,"""atk"":1.18,""hp"":1.18",1,,,,,,,,,
93,41055,2,89,21045,5,"""atk"":1.18,""hp"":1.18",1,,,,,,,,,
93,41055,3,89,11055,5,"""atk"":1.18,""hp"":1.18",1,,,,,,,,,
93,41055,4,89,62015,5,"""atk"":1.18,""hp"":1.18",1,,,,,,,,,
93,41055,5,89,33015,5,"""atk"":1.18,""hp"":1.18",1,,,,,,,,,
93,41055,6,89,52035,5,"""atk"":1.18,""hp"":1.18",1,,,,,,,,,
94,11085,1,90,11085,5,"""atk"":1.182,""hp"":1.182",1,,,,,,,,,
94,11085,2,90,11085,5,"""atk"":1.182,""hp"":1.182",1,,,,,,,,,
94,11085,3,90,12025,5,"""atk"":1.182,""hp"":1.182",1,,,,,,,,,
94,11085,4,90,12035,5,"""atk"":1.182,""hp"":1.182",1,,,,,,,,,
94,11085,5,90,13045,5,"""atk"":1.182,""hp"":1.182",1,,,,,,,,,
94,11085,6,90,12025,5,"""atk"":1.182,""hp"":1.182",1,,,,,,,,,
95,21045,1,91,21045,5,"""atk"":1.185,""hp"":1.244",1,,,,,,,,,
95,21045,2,91,24035,5,"""atk"":1.185,""hp"":1.244",1,,,,,,,,,
95,21045,3,91,21015,5,"""atk"":1.185,""hp"":1.244",1,,,,,,,,,
95,21045,4,91,22035,5,"""atk"":1.185,""hp"":1.244",1,,,,,,,,,
95,21045,5,91,25075,5,"""atk"":1.185,""hp"":1.244",1,,,,,,,,,
95,21045,6,91,24025,5,"""atk"":1.185,""hp"":1.244",1,,,,,,,,,
96,31045,1,92,31045,5,"""atk"":1.187,""hp"":1.187",1,,,,,,,,,
96,31045,2,92,31045,5,"""atk"":1.187,""hp"":1.187",1,,,,,,,,,
96,31045,3,92,32035,5,"""atk"":1.187,""hp"":1.187",1,,,,,,,,,
96,31045,4,92,34015,5,"""atk"":1.187,""hp"":1.187",1,,,,,,,,,
96,31045,5,92,34015,5,"""atk"":1.187,""hp"":1.187",1,,,,,,,,,
96,31045,6,92,31065,5,"""atk"":1.187,""hp"":1.187",1,,,,,,,,,
97,45045,1,93,45045,5,"""atk"":1.19,""hp"":1.19",1,,,,,,,,,
97,45045,2,93,41055,5,"""atk"":1.19,""hp"":1.19",1,,,,,,,,,
97,45045,3,93,41045,5,"""atk"":1.19,""hp"":1.19",1,,,,,,,,,
97,45045,4,93,43055,5,"""atk"":1.19,""hp"":1.19",1,,,,,,,,,
97,45045,5,93,44025,5,"""atk"":1.19,""hp"":1.19",1,,,,,,,,,
97,45045,6,93,42015,5,"""atk"":1.19,""hp"":1.19",1,,,,,,,,,
98,52045,1,94,52045,5,"""atk"":1.192,""hp"":1.192",1,,,,,,,,,
98,52045,2,94,52045,5,"""atk"":1.192,""hp"":1.192",1,,,,,,,,,
98,52045,3,94,52035,5,"""atk"":1.192,""hp"":1.192",1,,,,,,,,,
98,52045,4,94,53015,5,"""atk"":1.192,""hp"":1.192",1,,,,,,,,,
98,52045,5,94,52025,5,"""atk"":1.192,""hp"":1.192",1,,,,,,,,,
98,52045,6,94,52045,5,"""atk"":1.192,""hp"":1.192",1,,,,,,,,,
99,61015,1,95,61015,5,"""atk"":1.195,""hp"":1.195",1,,,,,,,,,
99,61015,2,95,61025,5,"""atk"":1.195,""hp"":1.195",1,,,,,,,,,
99,61015,3,95,62015,5,"""atk"":1.195,""hp"":1.195",1,,,,,,,,,
99,61015,4,95,62015,5,"""atk"":1.195,""hp"":1.195",1,,,,,,,,,
99,61015,5,95,61015,5,"""atk"":1.195,""hp"":1.195",1,,,,,,,,,
99,61015,6,95,63015,5,"""atk"":1.195,""hp"":1.195",1,,,,,,,,,
100,52045,1,96,52045,5,"""atk"":1.496,""hp"":4.598",1.4,,,,,,,,,
100,51015,3,96,22025,5,"""atk"":1.496,""hp"":4.598",1.4,,,,,,,,,
100,51015,6,96,32045,5,"""atk"":1.496,""hp"":4.598",1.4,,,,,,,,,
101,11075,1,97,11075,5,"""atk"":1.2,""hp"":1.2",1,,,,,,,,,
101,11075,2,97,11085,5,"""atk"":1.2,""hp"":1.2",1,,,,,,,,,
101,11075,3,97,13035,5,"""atk"":1.2,""hp"":1.2",1,,,,,,,,,
101,11075,4,97,12035,5,"""atk"":1.2,""hp"":1.2",1,,,,,,,,,
101,11075,5,97,12025,5,"""atk"":1.2,""hp"":1.2",1,,,,,,,,,
101,11075,6,97,12025,5,"""atk"":1.2,""hp"":1.2",1,,,,,,,,,
102,21025,1,98,21025,5,"""atk"":1.202,""hp"":1.202",1,,,,,,,,,
102,21025,2,98,21045,5,"""atk"":1.202,""hp"":1.202",1,,,,,,,,,
102,21025,3,98,24025,5,"""atk"":1.202,""hp"":1.202",1,,,,,,,,,
102,21025,4,98,24025,5,"""atk"":1.202,""hp"":1.202",1,,,,,,,,,
102,21025,5,98,21035,5,"""atk"":1.202,""hp"":1.202",1,,,,,,,,,
102,21025,6,98,22035,5,"""atk"":1.202,""hp"":1.202",1,,,,,,,,,
103,35045,1,99,35045,5,"""atk"":1.205,""hp"":1.205",1,,,,,,,,,
103,35045,2,99,35035,5,"""atk"":1.205,""hp"":1.205",1,,,,,,,,,
103,35045,3,99,32035,5,"""atk"":1.205,""hp"":1.205",1,,,,,,,,,
103,35045,4,99,34025,5,"""atk"":1.205,""hp"":1.205",1,,,,,,,,,
103,35045,5,99,33025,5,"""atk"":1.205,""hp"":1.205",1,,,,,,,,,
103,35045,6,99,34015,5,"""atk"":1.205,""hp"":1.205",1,,,,,,,,,
104,41035,1,100,41035,5,"""atk"":1.207,""hp"":1.207",1,,,,,,,,,
104,41035,2,100,41055,5,"""atk"":1.207,""hp"":1.207",1,,,,,,,,,
104,41035,3,100,44045,5,"""atk"":1.207,""hp"":1.207",1,,,,,,,,,
104,41035,4,100,43045,5,"""atk"":1.207,""hp"":1.207",1,,,,,,,,,
104,41035,5,100,41045,5,"""atk"":1.207,""hp"":1.207",1,,,,,,,,,
104,41035,6,100,43035,5,"""atk"":1.207,""hp"":1.207",1,,,,,,,,,
105,51015,1,101,51015,5,"""atk"":1.21,""hp"":1.27",1,,,,,,,,,
105,51015,2,101,51015,5,"""atk"":1.21,""hp"":1.27",1,,,,,,,,,
105,51015,3,101,52045,5,"""atk"":1.21,""hp"":1.27",1,,,,,,,,,
105,51015,4,101,53015,5,"""atk"":1.21,""hp"":1.27",1,,,,,,,,,
105,51015,5,101,53015,5,"""atk"":1.21,""hp"":1.27",1,,,,,,,,,
105,51015,6,101,53015,5,"""atk"":1.21,""hp"":1.27",1,,,,,,,,,
106,61026,1,102,61025,6,"""atk"":1.212,""hp"":1.212",1,,,,,,,,,
106,61026,2,102,61025,5,"""atk"":1.212,""hp"":1.212",1,,,,,,,,,
106,61026,3,102,62015,5,"""atk"":1.212,""hp"":1.212",1,,,,,,,,,
106,61026,4,102,63025,5,"""atk"":1.212,""hp"":1.212",1,,,,,,,,,
106,61026,5,102,63025,5,"""atk"":1.212,""hp"":1.212",1,,,,,,,,,
106,61026,6,102,62015,5,"""atk"":1.212,""hp"":1.212",1,,,,,,,,,
107,61026,1,103,61025,6,"""atk"":1.214,""hp"":1.214",1,,,,,,,,,
107,61026,2,103,25065,5,"""atk"":1.214,""hp"":1.214",1,,,,,,,,,
107,61026,3,103,32035,5,"""atk"":1.214,""hp"":1.214",1,,,,,,,,,
107,61026,4,103,13035,5,"""atk"":1.214,""hp"":1.214",1,,,,,,,,,
107,61026,5,103,52045,5,"""atk"":1.214,""hp"":1.214",1,,,,,,,,,
107,61026,6,103,42015,5,"""atk"":1.214,""hp"":1.214",1,,,,,,,,,
108,11076,1,104,11075,6,"""atk"":1.217,""hp"":1.217",1,,,,,,,,,
108,11076,2,104,11085,5,"""atk"":1.217,""hp"":1.217",1,,,,,,,,,
108,11076,3,104,13035,5,"""atk"":1.217,""hp"":1.217",1,,,,,,,,,
108,11076,4,104,13035,5,"""atk"":1.217,""hp"":1.217",1,,,,,,,,,
108,11076,5,104,14035,5,"""atk"":1.217,""hp"":1.217",1,,,,,,,,,
108,11076,6,104,13045,5,"""atk"":1.217,""hp"":1.217",1,,,,,,,,,
109,22056,1,105,22055,6,"""atk"":1.219,""hp"":1.219",1,,,,,,,,,
109,22056,2,105,21045,5,"""atk"":1.219,""hp"":1.219",1,,,,,,,,,
109,22056,3,105,22055,5,"""atk"":1.219,""hp"":1.219",1,,,,,,,,,
109,22056,4,105,23035,5,"""atk"":1.219,""hp"":1.219",1,,,,,,,,,
109,22056,5,105,22035,5,"""atk"":1.219,""hp"":1.219",1,,,,,,,,,
109,22056,6,105,22055,5,"""atk"":1.219,""hp"":1.219",1,,,,,,,,,
110,35036,1,106,35035,6,"""atk"":1.528,""hp"":4.694",1.4,,,,,,,,,
110,35036,3,106,32055,5,"""atk"":1.528,""hp"":4.694",1.4,,,,,,,,,
110,35036,6,106,33025,5,"""atk"":1.528,""hp"":4.694",1.4,,,,,,,,,
111,41066,1,107,41065,6,"""atk"":1.224,""hp"":1.224",1,,,,,,,,,
111,41066,2,107,41055,6,"""atk"":1.224,""hp"":1.224",1,,,,,,,,,
111,41066,3,107,42015,5,"""atk"":1.224,""hp"":1.224",1,,,,,,,,,
111,41066,4,107,43055,5,"""atk"":1.224,""hp"":1.224",1,,,,,,,,,
111,41066,5,107,43055,5,"""atk"":1.224,""hp"":1.224",1,,,,,,,,,
111,41066,6,107,45055,5,"""atk"":1.224,""hp"":1.224",1,,,,,,,,,
112,52046,1,108,52045,6,"""atk"":1.227,""hp"":1.227",1,,,,,,,,,
112,52046,2,108,51015,6,"""atk"":1.227,""hp"":1.227",1,,,,,,,,,
112,52046,3,108,53015,5,"""atk"":1.227,""hp"":1.227",1,,,,,,,,,
112,52046,4,108,53015,5,"""atk"":1.227,""hp"":1.227",1,,,,,,,,,
112,52046,5,108,52045,5,"""atk"":1.227,""hp"":1.227",1,,,,,,,,,
112,52046,6,108,52045,5,"""atk"":1.227,""hp"":1.227",1,,,,,,,,,
113,62016,1,109,62015,6,"""atk"":1.229,""hp"":1.229",1,,,,,,,,,
113,62016,2,109,62015,6,"""atk"":1.229,""hp"":1.229",1,,,,,,,,,
113,62016,3,109,61025,5,"""atk"":1.229,""hp"":1.229",1,,,,,,,,,
113,62016,4,109,62015,5,"""atk"":1.229,""hp"":1.229",1,,,,,,,,,
113,62016,5,109,63025,5,"""atk"":1.229,""hp"":1.229",1,,,,,,,,,
113,62016,6,109,63025,5,"""atk"":1.229,""hp"":1.229",1,,,,,,,,,
114,61026,1,110,61025,6,"""atk"":1.232,""hp"":1.232",1,,,,,,,,,
114,61026,2,110,51015,6,"""atk"":1.232,""hp"":1.232",1,,,,,,,,,
114,61026,3,110,22045,5,"""atk"":1.232,""hp"":1.232",1,,,,,,,,,
114,61026,4,110,45045,5,"""atk"":1.232,""hp"":1.232",1,,,,,,,,,
114,61026,5,110,13045,5,"""atk"":1.232,""hp"":1.232",1,,,,,,,,,
114,61026,6,110,31085,5,"""atk"":1.232,""hp"":1.232",1,,,,,,,,,
115,11076,1,111,11075,6,"""atk"":1.234,""hp"":1.296",1,,,,,,,,,
115,11076,2,111,11075,6,"""atk"":1.234,""hp"":1.296",1,,,,,,,,,
115,11076,3,111,14035,5,"""atk"":1.234,""hp"":1.296",1,,,,,,,,,
115,11076,4,111,14035,5,"""atk"":1.234,""hp"":1.296",1,,,,,,,,,
115,11076,5,111,12035,5,"""atk"":1.234,""hp"":1.296",1,,,,,,,,,
115,11076,6,111,13035,5,"""atk"":1.234,""hp"":1.296",1,,,,,,,,,
116,22056,1,112,22055,6,"""atk"":1.237,""hp"":1.237",1,,,,,,,,,
